====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1440.00E-08  1664.74E-08  
400010.E-03  3440.00E-08  3459.25E-08  
600010.E-03  5800.00E-08  6374.93E-08  
800010.E-03  9010.00E-08  1037.56E-07  
100001.E-02  1300.00E-07  1592.65E-07  
120001.E-02  1463.00E-07  1742.98E-07  
140001.E-02  8750.00E-08  7896.68E-08  
160001.E-02  1153.00E-07  1242.45E-07  
180001.E-02  1408.00E-07  1500.18E-07  
200001.E-02  1529.00E-07  1695.16E-07  
220001.E-02  1684.00E-07  1782.58E-07  
240001.E-02  1711.00E-07  1804.47E-07  
260001.E-02  1836.00E-07  1758.32E-07  
280001.E-02  1906.00E-07  1827.64E-07  
300001.E-02  2026.00E-07  1889.97E-07  
320001.E-02  2070.00E-07  2092.26E-07  
340001.E-02  2282.00E-07  2061.40E-07  
360001.E-02  2329.00E-07  2228.75E-07  
380001.E-02  2521.00E-07  2423.49E-07  
400001.E-02  2698.00E-07  2369.36E-07  
420001.E-02  2953.00E-07  2522.26E-07  
440001.E-02  3341.00E-07  2651.58E-07  
460001.E-02  3485.00E-07  2604.25E-07  
480001.E-02  3985.00E-07  2850.04E-07  
500001.E-02  4274.00E-07  2848.12E-07  
520001.E-02  4866.00E-07  2975.30E-07  
540001.E-02  5235.00E-07  3291.34E-07  
560001.E-02  5958.00E-07  3214.29E-07  
580001.E-02  6812.00E-07  3369.07E-07  
600001.E-02  7269.00E-07  3263.38E-07  
620001.E-02  7899.00E-07  3215.80E-07  
640001.E-02  8673.00E-07  3204.19E-07  
660001.E-02  9343.00E-07  3042.08E-07  
680001.E-02  9727.00E-07  2732.80E-07  
700001.E-02  9565.00E-07  2251.37E-07  
720001.E-02  9162.00E-07  1745.99E-07  
740001.E-02  8234.00E-07  1263.14E-07  
760001.E-02  6777.00E-07  8447.19E-08  
780001.E-02  5000.00E-07  4957.97E-08  
800001.E-02  3471.00E-07  3024.14E-08  
820001.E-02  2103.00E-07  1487.59E-08  
840001.E-02  1177.00E-07  6344.43E-09  
860001.E-02  5790.00E-08  2775.35E-09  
880001.E-02  2540.00E-08  7341.00E-10  
900001.E-02  1040.00E-08  3360.98E-10  
920001.E-02  3700.00E-09  1551.90E-10  
940001.E-02  1600.00E-09  0000.00E+00  
960001.E-02  3000.00E-10  0000.00E+00  
980001.E-02  0000.00E+00  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
