====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1500.00E-08  1252.32E-08  
400010.E-03  3450.00E-08  3565.71E-08  
600010.E-03  6400.00E-08  8268.61E-08  
800010.E-03  8600.00E-08  8071.50E-08  
100001.E-02  1224.00E-07  1334.18E-07  
120001.E-02  1373.00E-07  1487.92E-07  
140001.E-02  9010.00E-08  8655.59E-08  
160001.E-02  1159.00E-07  1191.63E-07  
180001.E-02  1405.00E-07  1611.97E-07  
200001.E-02  1521.00E-07  1628.10E-07  
220001.E-02  1605.00E-07  1799.03E-07  
240001.E-02  1707.00E-07  1862.22E-07  
260001.E-02  1784.00E-07  1713.71E-07  
280001.E-02  1893.00E-07  1998.67E-07  
300001.E-02  1987.00E-07  2010.28E-07  
320001.E-02  2174.00E-07  2203.01E-07  
340001.E-02  2223.00E-07  2308.43E-07  
360001.E-02  2388.00E-07  2173.27E-07  
380001.E-02  2500.00E-07  2111.18E-07  
400001.E-02  2805.00E-07  2348.58E-07  
420001.E-02  2950.00E-07  2405.68E-07  
440001.E-02  3177.00E-07  2470.58E-07  
460001.E-02  3583.00E-07  2828.19E-07  
480001.E-02  3987.00E-07  2752.03E-07  
500001.E-02  4262.00E-07  3098.97E-07  
520001.E-02  4853.00E-07  3364.65E-07  
540001.E-02  5292.00E-07  3018.70E-07  
560001.E-02  5882.00E-07  3392.06E-07  
580001.E-02  6629.00E-07  3453.13E-07  
600001.E-02  7268.00E-07  3235.08E-07  
620001.E-02  8017.00E-07  3318.49E-07  
640001.E-02  8770.00E-07  3164.95E-07  
660001.E-02  9222.00E-07  2920.85E-07  
680001.E-02  9754.00E-07  2568.91E-07  
700001.E-02  9489.00E-07  2188.26E-07  
720001.E-02  9072.00E-07  1690.67E-07  
740001.E-02  8277.00E-07  1340.15E-07  
760001.E-02  6574.00E-07  8420.14E-08  
780001.E-02  5069.00E-07  5068.34E-08  
800001.E-02  3363.00E-07  2944.59E-08  
820001.E-02  2162.00E-07  1459.15E-08  
840001.E-02  1218.00E-07  6347.41E-09  
860001.E-02  5990.00E-08  3087.59E-09  
880001.E-02  2740.00E-08  7211.40E-10  
900001.E-02  1010.00E-08  3881.84E-10  
920001.E-02  3000.00E-09  2046.80E-10  
940001.E-02  1200.00E-09  0000.00E+00  
960001.E-02  3000.00E-10  0000.00E+00  
980001.E-02  0000.00E+00  0000.00E+00  
100000.E-01  1000.00E-10  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
