depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
2.0001000000e+02         	1.3357025000e-02         	2.0143494169e+01         	2.9840616000e-05         	7.9000000000e+01         
4.0001000000e+02         	1.7343024000e-02         	2.0212024934e+01         	7.5470935000e-05         	1.4250000000e+02         
6.0001000000e+02         	2.2313957500e-02         	2.0275811361e+01         	1.3598510000e-04         	1.8350000000e+02         
8.0001000000e+02         	2.7787499500e-02         	2.0375708891e+01         	2.0131360000e-04         	2.0800000000e+02         
1.0000100000e+03         	3.4230920000e-02         	2.0502701487e+01         	2.7909855000e-04         	2.5300000000e+02         
1.2000100000e+03         	3.6309450000e-02         	2.0654661074e+01         	3.0975800000e-04         	2.7500000000e+02         
1.4000100000e+03         	2.6800735000e-02         	2.0746221954e+01         	1.9216859500e-04         	3.3400000000e+02         
1.6000100000e+03         	3.0728630000e-02         	2.0835140175e+01         	2.4147749500e-04         	3.6950000000e+02         
1.8000100000e+03         	3.3734000000e-02         	2.0934063607e+01         	2.7773965000e-04         	4.1350000000e+02         
2.0000100000e+03         	3.6707395000e-02         	2.1057582431e+01         	3.1120575000e-04         	4.4850000000e+02         
2.2000100000e+03         	3.8611370000e-02         	2.1165248535e+01         	3.2956265000e-04         	5.6550000000e+02         
2.4000100000e+03         	4.0145905000e-02         	2.1265737346e+01         	3.3841895000e-04         	6.1700000000e+02         
2.6000100000e+03         	4.2465660000e-02         	2.1375661849e+01         	3.6314875000e-04         	7.0400000000e+02         
2.8000100000e+03         	4.4454990000e-02         	2.1472988112e+01         	3.7769825000e-04         	8.4900000000e+02         
3.0000100000e+03         	4.6590655000e-02         	2.1555449624e+01         	3.9492220000e-04         	9.3100000000e+02         
3.2000100000e+03         	4.9072185000e-02         	2.1625751997e+01         	4.0948050000e-04         	1.0925000000e+03         
3.4000100000e+03         	5.2114615000e-02         	2.1685342000e+01         	4.3648305000e-04         	1.3320000000e+03         
3.6000100000e+03         	5.5269665000e-02         	2.1741828071e+01         	4.6138150000e-04         	1.4805000000e+03         
3.8000100000e+03         	5.8548645000e-02         	2.1758532601e+01         	4.8326050000e-04         	1.8000000000e+03         
4.0000100000e+03         	6.2741645000e-02         	2.1761065839e+01         	5.1497560000e-04         	2.0810000000e+03         
4.2000100000e+03         	6.7464910000e-02         	2.1751973026e+01         	5.4695945000e-04         	2.5495000000e+03         
4.4000100000e+03         	7.2934080000e-02         	2.1719202994e+01         	5.8516865000e-04         	3.0825000000e+03         
