# Ic =  nan A, n =  nan , Tavg = 25.45 K, 20Kafterstep16
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  304.52       -1.30315100e-01        2.43820700e-07  25.4445  20.1597
    1  304.76       -3.40671900e-02        1.69000380e-06  25.4445  20.1597
    2  305.01        1.34226800e-01        1.55160210e-06  25.4445  20.1597
    3  305.35        2.72416900e-01        1.62009020e-06  25.4470  20.0714
    4  305.64        4.40938000e-01        7.11770900e-07  25.4470  20.0714
    5  305.89        5.75388000e-01        4.67445100e-07  25.4470  20.0714
    6  306.42        7.29103100e-01        4.34411800e-07  25.4470  20.0714
    7  306.70        8.74623900e-01        1.96720000e-07  25.3965  19.7531
    8  306.95        1.04038900e+00        1.31967000e-08  25.3965  19.7531
    9  307.44        1.16613300e+00        2.28949600e-07  25.3965  19.7531
   10  307.73        1.33963100e+00        3.09895700e-07  25.4321  20.2849
   11  307.99        1.46711400e+00        5.33706100e-07  25.4321  20.2849
   12  308.52        1.63726600e+00        7.90304000e-07  25.4321  20.2849
   13  308.77        1.77801100e+00        5.47031900e-07  25.3266  19.6716
   14  309.01        1.92717900e+00       -7.01496700e-07  25.3266  19.6716
   15  309.54        2.09337000e+00       -7.01372700e-07  25.3266  19.6716
   16  309.78        2.24461300e+00        5.36991100e-07  25.4274  20.1392
   17  310.02        2.35212900e+00        2.41655600e-07  25.4274  20.1392
   18  310.48        2.58599000e+00        1.16083800e-07  25.4274  20.1392
   19  310.75        2.70581900e+00       -4.67382000e-08  25.4654  20.1023
   20  311.01        2.81384600e+00        1.97339800e-07  25.4654  20.1023
   21  311.45        3.01265100e+00        1.39789560e-06  25.4654  20.1023
   22  311.71        3.14032600e+00        3.29047600e-07  25.4001  19.7567
   23  311.96        3.30524200e+00        4.53002400e-07  25.4001  19.7567
   24  312.51        3.45672000e+00        4.74377300e-07  25.4001  19.7567
   25  312.76        3.61015300e+00        5.37225200e-07  25.4543  20.3086
   26  313.00        3.74654700e+00        4.91979600e-07  25.4543  20.3086
   27  313.43        3.95057900e+00       -2.79239300e-07  25.4543  20.3086
   28  313.68        4.04490700e+00        5.47823800e-07  25.4044  19.7140
   29  313.92        4.21012200e+00        4.00249000e-07  25.4044  19.7140
   30  314.53        4.33207400e+00        6.79035700e-07  25.4044  19.7140
   31  314.78        4.51318900e+00       -3.31364600e-07  25.3862  20.0948
   32  315.03        4.63570600e+00       -2.32382300e-07  25.3862  20.0948
   33  315.30        4.85072800e+00        1.37081300e-07  25.4290  20.0575
   34  315.55        4.97176000e+00        1.89322680e-06  25.4290  20.0575
   35  315.79        5.11684300e+00       -2.72111600e-07  25.4290  20.0575
   36  316.03        5.23610700e+00       -2.33002100e-07  25.4290  20.0575
   37  316.31        5.44639100e+00       -2.39200100e-07  25.4379  19.7899
   38  316.57        5.58677900e+00        6.53499900e-07  25.4379  19.7899
   39  316.81        5.71563200e+00        3.40438200e-07  25.4379  19.7899
   40  317.06        5.84786400e+00        1.31565100e-07  25.4379  19.7899
   41  317.53        6.06835500e+00       -5.85297300e-07  25.4379  19.7899
   42  317.78        6.15430800e+00        5.91825000e-07  25.4374  20.2936
   43  318.02        6.30467700e+00        2.16703900e-06  25.4374  20.2936
   44  318.32        6.45991000e+00       -9.24901400e-07  25.3662  19.6779
   45  318.57        6.66696300e+00        8.51758800e-07  25.3662  19.6779
   46  318.82        6.75515500e+00       -1.80644100e-07  25.3662  19.6779
   47  319.07        6.92449800e+00       -7.11875700e-07  25.3662  19.6779
   48  319.51        7.10864800e+00        8.14942600e-07  25.3662  19.6779
   49  319.76        7.23051000e+00        1.72493480e-06  25.4086  20.1101
   50  320.00        7.36127700e+00       -8.71908400e-07  25.4086  20.1101
   51  320.38        7.54566500e+00        4.17464100e-07  25.4086  20.1101
   52  320.63        7.66713500e+00        1.26777400e-07  25.4382  20.0906
   53  320.87        7.83641700e+00       -1.43456000e-07  25.4382  20.0906
   54  321.31        7.95216800e+00       -2.97290600e-07  25.4382  20.0906
   55  321.60        8.14372800e+00       -5.70994900e-07  25.4307  19.7836
   56  321.85        8.28123400e+00        6.57079300e-07  25.4307  19.7836
   57  322.09        8.41180500e+00        4.65560700e-07  25.4307  19.7836
   58  322.39        8.64315700e+00       -9.48081900e-07  25.4485  20.3102
   59  322.67        8.74535100e+00        2.14913100e-07  25.4485  20.3102
   60  322.91        8.91465600e+00        7.52719000e-08  25.4485  20.3102
   61  323.29        9.02777000e+00        1.30620100e-07  25.4485  20.3102
   62  323.61        9.22710000e+00       -1.75686800e-07  25.4395  19.7496
   63  323.86        9.35970800e+00       -5.24725000e-08  25.4395  19.7496
   64  324.11        9.48811900e+00       -1.08171650e-06  25.4395  19.7496
   65  324.39        9.68867000e+00        1.04768800e-07  25.3896  20.0832
   66  324.65        9.82952600e+00        2.95791500e-07  25.3896  20.0832
   67  324.90        9.94939800e+00       -1.12764370e-06  25.3896  20.0832
   68  325.27        1.00931000e+01        9.03506500e-07  25.3896  20.0832
   69  325.54        1.02902000e+01        7.90268900e-07  25.4435  20.1079
   70  325.79        1.04315400e+01        5.52389200e-07  25.4435  20.1079
   71  326.03        1.05363400e+01        6.47900600e-07  25.4435  20.1079
   72  326.30        1.07249700e+01        5.81767800e-07  25.4374  19.7866
   73  326.55        1.09003900e+01        1.27639500e-07  25.4374  19.7866
   74  326.80        1.10109400e+01        2.70565600e-07  25.4374  19.7866
   75  327.04        1.11278200e+01        1.15427810e-06  25.4374  19.7866
   76  327.39        1.13461600e+01        2.68760000e-09  25.4374  19.7866
