# Ic = 12.67 A, n = 24.09 , Tavg = 25.49 K, 20Kafterstep16afterTc
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  16800.59        9.95096200e+00        1.12171600e-07  25.4727  20.2868
    1  16800.83        1.00741800e+01        1.93861400e-07  25.4727  20.2868
    2  16801.17        1.02774300e+01        1.82209100e-07  25.4717  19.7726
    3  16801.48        1.03810800e+01        1.30765600e-07  25.4717  19.7726
    4  16801.72        1.05406400e+01        1.36467800e-07  25.4717  19.7726
    5  16801.99        1.07102100e+01        9.33883000e-08  25.4513  20.0306
    6  16802.37        1.08388000e+01        1.61121100e-07  25.4513  20.0306
    7  16802.62        1.09676700e+01        1.35583700e-07  25.4513  20.0306
    8  16802.93        1.11408000e+01        1.62978900e-07  25.4513  20.0306
    9  16803.26        1.12972600e+01        1.25666900e-07  25.4954  20.1571
   10  16803.52        1.14731800e+01        9.06482000e-08  25.4954  20.1571
   11  16803.76        1.15609600e+01        1.69920700e-07  25.4954  20.1571
   12  16804.15        1.17686500e+01        9.82097000e-08  25.4345  19.7133
   13  16804.45        1.19169900e+01        6.74676000e-08  25.4345  19.7133
   14  16804.69        1.20211900e+01        5.55675000e-08  25.4345  19.7133
   15  16804.94        1.21933500e+01        1.09366200e-07  25.4345  19.7133
   16  16805.38        1.23619100e+01        2.29669500e-07  25.3350  20.2088
   17  16805.62        1.24564300e+01        1.39178600e-07  25.3350  20.2088
   18  16805.89        1.26362900e+01        2.09959800e-07  25.3350  20.2088
   19  16806.25        1.27644700e+01        2.22727700e-07  25.4843  19.7872
   20  16806.51        1.29380200e+01        3.21462000e-07  25.4843  19.7872
   21  16806.77        1.30510000e+01        4.68850600e-07  25.4843  19.7872
   22  16807.20        1.32563000e+01        6.75926000e-07  25.4843  19.7872
   23  16807.46        1.34000800e+01        8.73704400e-07  25.4517  20.0366
   24  16807.70        1.35149200e+01        9.47026800e-07  25.4517  20.0366
   25  16807.99        1.36878200e+01        1.24416230e-06  25.4913  20.1513
   26  16808.38        1.38504900e+01        1.91076270e-06  25.4913  20.1513
   27  16808.64        1.39422200e+01        2.29510120e-06  25.4913  20.1513
   28  16808.94        1.41469900e+01        2.51122580e-06  25.4913  20.1513
   29  16809.25        1.42985700e+01        4.16305710e-06  25.4716  19.7509
   30  16809.52        1.44224400e+01        5.51998720e-06  25.4716  19.7509
   31  16809.76        1.45599500e+01        5.62442370e-06  25.4716  19.7509
   32  16810.17        1.47364700e+01        8.18792010e-06  25.4716  19.7509
   33  16810.44        1.48943500e+01        1.09490091e-05  25.4741  20.2943
   34  16810.68        1.49822900e+01        1.08852315e-05  25.4741  20.2943
   35  16810.94        1.51981500e+01        1.38801093e-05  25.4741  20.2943
   36  16811.32        1.53245000e+01        1.85799972e-05  25.4862  19.7865
   37  16811.57        1.54552600e+01        2.20205737e-05  25.4862  19.7865
