# Ic = 1.32 A, n = 1.02 , Tavg = 25.46 K, 20Kafterstep16
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  191.48       -1.30054400e-01       -4.94412680e-07  25.4090  19.9618
    1  191.73       -5.44373100e-03       -6.70374280e-07  25.3727  19.6375
    2  191.98        1.26836800e-01       -1.64073508e-06  25.3727  19.6375
    3  192.39        2.59118900e-01       -1.53381938e-06  25.3727  19.6375
    4  192.64        4.29837500e-01       -1.34899468e-06  25.4386  20.2741
    5  192.90        5.65257900e-01       -1.00488098e-06  25.4386  20.2741
    6  193.30        7.13684400e-01       -6.84505680e-07  25.4386  20.2741
    7  193.57        9.25670700e-01       -6.42359280e-07  25.4360  19.7119
    8  193.82        1.03472600e+00       -7.33036180e-07  25.4360  19.7119
    9  194.06        1.17645900e+00       -8.39270080e-07  25.4360  19.7119
   10  194.41        1.36939400e+00       -5.58066280e-07  25.4251  20.1981
   11  194.66        1.49940100e+00        6.98022920e-07  25.4251  20.1981
   12  194.90        1.63612300e+00       -1.12115568e-06  25.4251  20.1981
   13  195.48        1.76003900e+00        2.10053420e-07  25.4251  20.1981
   14  195.73        1.93364500e+00       -1.10999448e-06  25.4117  19.9714
   15  195.99        2.06264300e+00        8.97549200e-08  25.4117  19.9714
   16  196.27        2.22381900e+00        4.08526200e-08  25.4314  19.8224
   17  196.53        2.39429500e+00       -7.48464380e-07  25.4314  19.8224
   18  196.78        2.52590200e+00        3.41084320e-07  25.4314  19.8224
   19  197.03        2.69004100e+00       -8.14039380e-07  25.4314  19.8224
   20  197.30        2.86029300e+00        2.52700620e-07  25.3764  20.2168
   21  197.55        3.00219400e+00        1.17584020e-07  25.3764  20.2168
   22  197.79        3.11366000e+00        5.91367200e-08  25.3764  20.2168
   23  198.04        3.27109000e+00        1.29546120e-07  25.3764  20.2168
   24  198.31        3.46116000e+00       -8.78126880e-07  25.4563  19.7299
   25  198.57        3.65425100e+00       -9.98988080e-07  25.4563  19.7299
   26  198.82        3.73522800e+00       -8.78126880e-07  25.4563  19.7299
   27  199.06        3.88354300e+00       -7.39415280e-07  25.4563  19.7299
   28  199.35        4.06748900e+00        5.13141220e-07  25.4563  19.7299
   29  199.64        4.23773900e+00        5.10228120e-07  25.4563  19.7299
   30  199.99        4.38272300e+00       -6.18430080e-07  25.4563  19.7299
   31  200.33        4.54774100e+00        4.63371120e-07  25.4518  20.0121
   32  200.58        4.70069100e+00        3.19081420e-07  25.4518  20.0121
   33  200.83        4.78342900e+00        1.29174220e-07  25.4518  20.0121
   34  201.07        4.91461700e+00       -8.50910800e-08  25.4518  20.0121
   35  201.39        5.13880500e+00        9.27861200e-08  25.4056  19.7970
   36  201.64        5.24170900e+00        8.03379520e-07  25.4056  19.7970
   37  201.89        5.40661000e+00       -3.37054480e-07  25.4056  19.7970
   38  202.14        5.57303100e+00       -2.30448680e-07  25.4056  19.7970
   39  202.46        5.74230200e+00       -6.74846080e-07  25.4607  20.3021
   40  202.72        5.90331800e+00        3.35739620e-07  25.4607  20.3021
   41  202.97        6.01132700e+00        1.11061720e-07  25.4607  20.3021
   42  203.28        6.17907600e+00        1.79115820e-07  25.4736  19.7487
   43  203.52        6.36299500e+00        2.28080120e-07  25.4736  19.7487
   44  203.78        6.49414600e+00       -7.37009800e-08  25.4736  19.7487
   45  204.03        6.61228300e+00       -1.20477598e-06  25.4736  19.7487
   46  204.31        6.78487400e+00        2.00749200e-08  25.4219  20.1913
   47  204.57        6.97044300e+00        1.15214420e-07  25.4219  20.1913
   48  204.82        7.05536700e+00        2.24299320e-07  25.4219  20.1913
   49  205.07        7.21935000e+00        1.37483612e-06  25.4219  20.1913
   50  205.47        7.39835600e+00        2.30807320e-07  25.4157  19.9842
   51  205.72        7.52427200e+00       -6.72056980e-07  25.4157  19.9842
   52  205.97        7.66373100e+00        6.84191720e-07  25.4157  19.9842
   53  206.41        7.82700400e+00        6.83138120e-07  25.4157  19.9842
   54  206.65        7.97216300e+00       -6.03382980e-07  25.4300  19.8195
   55  206.90        8.12676700e+00        5.59363820e-07  25.4300  19.8195
   56  207.36        8.23916300e+00        4.43146620e-07  25.4300  19.8195
   57  207.63        8.48857100e+00        6.18383200e-08  25.4365  20.2795
   58  207.88        8.60311300e+00       -1.24969680e-07  25.4365  20.2795
   59  208.17        8.72885500e+00        1.12847920e-07  25.4365  20.2795
   60  208.47        8.93954000e+00       -2.79486080e-07  25.4615  19.7394
   61  208.71        9.02352300e+00       -3.70224980e-07  25.4615  19.7394
