====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1610.00E-08  1168.14E-08  
400010.E-03  3580.00E-08  4133.13E-08  
600010.E-03  6480.00E-08  5945.93E-08  
800010.E-03  9300.00E-08  9503.55E-08  
100001.E-02  1372.00E-07  1748.05E-07  
120001.E-02  1423.00E-07  1786.28E-07  
140001.E-02  8900.00E-08  1043.39E-07  
160001.E-02  1127.00E-07  1212.29E-07  
180001.E-02  1310.00E-07  1430.51E-07  
200001.E-02  1554.00E-07  1813.29E-07  
220001.E-02  1597.00E-07  1502.90E-07  
240001.E-02  1634.00E-07  1639.64E-07  
260001.E-02  1822.00E-07  1850.15E-07  
280001.E-02  1841.00E-07  1908.44E-07  
300001.E-02  1902.00E-07  1936.51E-07  
320001.E-02  2047.00E-07  2094.42E-07  
340001.E-02  2259.00E-07  2172.73E-07  
360001.E-02  2301.00E-07  2091.97E-07  
380001.E-02  2543.00E-07  2087.44E-07  
400001.E-02  2682.00E-07  2328.99E-07  
420001.E-02  2929.00E-07  2323.63E-07  
440001.E-02  3278.00E-07  2679.44E-07  
460001.E-02  3465.00E-07  2626.74E-07  
480001.E-02  3916.00E-07  2681.43E-07  
500001.E-02  4232.00E-07  2838.45E-07  
520001.E-02  4815.00E-07  3092.67E-07  
540001.E-02  5422.00E-07  3250.69E-07  
560001.E-02  5978.00E-07  3266.69E-07  
580001.E-02  6693.00E-07  3320.05E-07  
600001.E-02  7371.00E-07  3331.56E-07  
620001.E-02  8202.00E-07  3354.07E-07  
640001.E-02  8907.00E-07  3278.92E-07  
660001.E-02  9386.00E-07  2842.23E-07  
680001.E-02  9889.00E-07  2766.66E-07  
700001.E-02  9763.00E-07  2176.72E-07  
720001.E-02  9047.00E-07  1683.74E-07  
740001.E-02  8128.00E-07  1257.39E-07  
760001.E-02  6537.00E-07  8739.36E-08  
780001.E-02  5077.00E-07  5225.41E-08  
800001.E-02  3340.00E-07  2814.11E-08  
820001.E-02  2102.00E-07  1535.39E-08  
840001.E-02  1111.00E-07  7539.93E-09  
860001.E-02  6180.00E-08  3398.31E-09  
880001.E-02  2860.00E-08  1046.41E-09  
900001.E-02  1140.00E-08  2578.56E-10  
920001.E-02  3900.00E-09  2351.55E-11  
940001.E-02  1100.00E-09  2584.38E-11  
960001.E-02  5000.00E-10  0000.00E+00  
980001.E-02  1000.00E-10  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  2000.00E-10  6231.63E-11  
