====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  100321.E-08  241487.E-09
280001.E-02  933173.E-09  694096.E-09
420001.E-02  894103.E-09  160964.E-08
560001.E-02  865220.E-09  224242.E-08
700001.E-02  858226.E-09  322530.E-08
840001.E-02  842229.E-09  165093.E-08
980001.E-02  813832.E-09  185876.E-08
112000.E-01  805452.E-09  178059.E-08
126000.E-01  803239.E-09  208686.E-08
140000.E-01  805619.E-09  221167.E-08
154000.E-01  808525.E-09  223378.E-08
168000.E-01  813422.E-09  243022.E-08
182000.E-01  821247.E-09  204117.E-08
196000.E-01  829050.E-09  249715.E-08
210000.E-01  839681.E-09  220754.E-08
224000.E-01  847613.E-09  211145.E-08
238000.E-01  859370.E-09  278102.E-08
252000.E-01  864565.E-09  233727.E-08
266000.E-01  875198.E-09  289603.E-08
280000.E-01  879170.E-09  261733.E-08
294000.E-01  894385.E-09  217498.E-08
308000.E-01  908695.E-09  302114.E-08
322000.E-01  916312.E-09  286626.E-08
336000.E-01  922228.E-09  223162.E-08
350000.E-01  941101.E-09  261322.E-08
364000.E-01  937774.E-09  281202.E-08
378000.E-01  942198.E-09  246048.E-08
392000.E-01  951621.E-09  268620.E-08
406000.E-01  966722.E-09  241507.E-08
420000.E-01  974659.E-09  241202.E-08
434000.E-01  984035.E-09  276011.E-08
448000.E-01  100302.E-08  263513.E-08
462000.E-01  101669.E-08  269983.E-08
476000.E-01  102445.E-08  363651.E-08
490000.E-01  103815.E-08  266241.E-08
504000.E-01  104143.E-08  299344.E-08
518000.E-01  106386.E-08  317545.E-08
532000.E-01  107416.E-08  341848.E-08
546000.E-01  109252.E-08  298956.E-08
560000.E-01  111456.E-08  295732.E-08
574000.E-01  113018.E-08  350236.E-08
588000.E-01  114000.E-08  358636.E-08
602000.E-01  115623.E-08  355840.E-08
616000.E-01  116430.E-08  288979.E-08
630000.E-01  118315.E-08  318534.E-08
644000.E-01  120483.E-08  312672.E-08
658000.E-01  122931.E-08  332067.E-08
672000.E-01  123735.E-08  358544.E-08
686000.E-01  127343.E-08  313972.E-08
700000.E-01  127965.E-08  381354.E-08
714000.E-01  129873.E-08  369134.E-08
728000.E-01  134486.E-08  363202.E-08
742000.E-01  136704.E-08  376141.E-08
756000.E-01  139246.E-08  382946.E-08
770000.E-01  140766.E-08  368367.E-08
784000.E-01  145291.E-08  393793.E-08
798000.E-01  149101.E-08  418164.E-08
812000.E-01  154753.E-08  412089.E-08
826000.E-01  155876.E-08  401419.E-08
840000.E-01  159907.E-08  446056.E-08
854000.E-01  162993.E-08  538873.E-08
868000.E-01  166156.E-08  466741.E-08
882000.E-01  171799.E-08  479359.E-08
896000.E-01  177956.E-08  525186.E-08
910000.E-01  183672.E-08  510337.E-08
924000.E-01  190170.E-08  539472.E-08
938000.E-01  198705.E-08  509498.E-08
952000.E-01  204455.E-08  600968.E-08
966000.E-01  211246.E-08  603110.E-08
980000.E-01  222875.E-08  614758.E-08
994000.E-01  237110.E-08  650955.E-08
100800.E+00  250178.E-08  766800.E-08
102200.E+00  255401.E-08  717696.E-08
103600.E+00  275557.E-08  783687.E-08
105000.E+00  300191.E-08  876785.E-08
106400.E+00  323566.E-08  836607.E-08
107800.E+00  358890.E-08  966161.E-08
109200.E+00  404502.E-08  114148.E-07
110600.E+00  464810.E-08  121825.E-07
112000.E+00  554154.E-08  152381.E-07
113400.E+00  680992.E-08  174977.E-07
114800.E+00  915546.E-08  235358.E-07
116200.E+00  128467.E-07  310485.E-07
117600.E+00  176930.E-07  403175.E-07
119000.E+00  224956.E-07  474402.E-07
120400.E+00  247216.E-07  495758.E-07
121800.E+00  227073.E-07  441448.E-07
123200.E+00  172759.E-07  325324.E-07
124600.E+00  103171.E-07  188453.E-07
126000.E+00  535977.E-08  943243.E-08
127400.E+00  199532.E-08  345836.E-08
128800.E+00  633142.E-09  107267.E-08
130200.E+00  146562.E-09  241394.E-09
131600.E+00  230083.E-10  392070.E-10
133000.E+00  512160.E-11  101557.E-10
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
