====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 19 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1671.43E-09  1664.37E-09  
280001.E-02  4928.57E-09  6252.52E-09  
420001.E-02  9757.14E-09  2091.32E-08  
560001.E-02  1458.57E-08  2958.43E-08  
700001.E-02  1835.71E-08  5281.80E-08  
840001.E-02  8928.57E-09  3006.09E-08  
980001.E-02  1172.86E-08  3050.83E-08  
112000.E-01  1357.14E-08  1890.21E-08  
126000.E-01  1454.29E-08  3123.14E-08  
140000.E-01  1490.00E-08  3188.49E-08  
154000.E-01  1624.29E-08  2780.84E-08  
168000.E-01  1581.43E-08  3571.79E-08  
182000.E-01  1591.43E-08  2601.10E-08  
196000.E-01  1610.00E-08  3985.18E-08  
210000.E-01  1647.14E-08  2715.04E-08  
224000.E-01  1691.43E-08  2311.69E-08  
238000.E-01  1577.14E-08  4905.81E-08  
252000.E-01  1581.43E-08  2991.60E-08  
266000.E-01  1687.14E-08  4498.60E-08  
280000.E-01  1624.29E-08  4009.29E-08  
294000.E-01  1621.43E-08  2717.00E-08  
308000.E-01  1762.86E-08  4947.02E-08  
322000.E-01  1768.57E-08  5237.01E-08  
336000.E-01  1780.00E-08  2836.21E-08  
350000.E-01  1857.14E-08  3780.16E-08  
364000.E-01  1731.43E-08  4273.91E-08  
378000.E-01  1852.86E-08  3492.92E-08  
392000.E-01  1850.00E-08  3948.89E-08  
406000.E-01  1825.71E-08  3425.18E-08  
420000.E-01  1882.86E-08  2879.40E-08  
434000.E-01  1920.00E-08  3785.86E-08  
448000.E-01  1924.29E-08  3295.80E-08  
462000.E-01  1950.00E-08  3524.99E-08  
476000.E-01  2054.29E-08  6812.17E-08  
490000.E-01  1932.86E-08  3436.96E-08  
504000.E-01  1984.29E-08  4641.36E-08  
518000.E-01  2065.71E-08  4897.89E-08  
532000.E-01  2128.57E-08  5588.05E-08  
546000.E-01  2191.43E-08  4127.62E-08  
560000.E-01  2232.86E-08  3989.62E-08  
574000.E-01  2227.14E-08  5968.98E-08  
588000.E-01  2268.57E-08  5917.30E-08  
602000.E-01  2275.71E-08  5596.89E-08  
616000.E-01  2350.00E-08  3353.30E-08  
630000.E-01  2304.29E-08  4681.18E-08  
644000.E-01  2362.86E-08  4075.15E-08  
658000.E-01  2540.00E-08  4339.88E-08  
672000.E-01  2461.43E-08  5067.87E-08  
686000.E-01  2515.71E-08  4229.24E-08  
700000.E-01  2625.71E-08  6029.06E-08  
714000.E-01  2624.29E-08  5196.78E-08  
728000.E-01  2668.57E-08  5360.21E-08  
742000.E-01  2744.29E-08  5605.74E-08  
756000.E-01  2897.14E-08  5042.72E-08  
770000.E-01  2848.57E-08  4967.14E-08  
784000.E-01  2931.43E-08  5213.97E-08  
798000.E-01  3174.29E-08  6021.46E-08  
812000.E-01  3080.00E-08  5476.83E-08  
826000.E-01  3124.29E-08  5516.58E-08  
840000.E-01  3284.29E-08  6025.15E-08  
854000.E-01  3337.14E-08  9101.91E-08  
868000.E-01  3492.86E-08  6184.42E-08  
882000.E-01  3624.29E-08  6497.71E-08  
896000.E-01  3834.29E-08  7063.18E-08  
910000.E-01  4034.29E-08  6809.36E-08  
924000.E-01  4117.14E-08  7869.18E-08  
938000.E-01  4261.43E-08  6411.69E-08  
952000.E-01  4370.00E-08  9309.33E-08  
966000.E-01  4562.86E-08  8461.59E-08  
980000.E-01  4894.29E-08  8209.60E-08  
994000.E-01  5415.71E-08  8990.03E-08  
100800.E+00  5621.43E-08  1234.28E-07  
102200.E+00  6028.57E-08  1003.83E-07  
103600.E+00  6451.43E-08  1104.00E-07  
105000.E+00  6878.57E-08  1276.74E-07  
