depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
1.2000100000e+03         	1.2764513333e-03         	6.7195881591e+00         	4.1466615000e-06         	2.7778333333e-01         
2.4000100000e+03         	1.6700166667e-03         	6.7260557837e+00         	1.2330263333e-05         	5.5556666667e-01         
3.6000100000e+03         	2.3442500000e-03         	6.7371384490e+00         	2.9233216667e-05         	2.7778333333e-01         
4.8000100000e+03         	2.7222800000e-03         	6.7582242337e+00         	3.6002033333e-05         	1.1111333333e+00         
6.0000100000e+03         	3.3121586667e-03         	6.7798079888e+00         	4.9240266667e-05         	8.3333333333e-01         
7.2000100000e+03         	3.7977380000e-03         	6.8098357117e+00         	6.1552966667e-05         	8.3333333333e-01         
8.4000100000e+03         	2.1979281667e-03         	6.8332679872e+00         	2.6287035000e-05         	5.5556666667e-01         
9.6000100000e+03         	2.6963616667e-03         	6.8536371387e+00         	4.0405333333e-05         	8.3333333333e-01         
1.0800000000e+04         	2.7739818333e-03         	6.8749573810e+00         	4.1706783333e-05         	5.5556666667e-01         
1.2000000000e+04         	2.8169618333e-03         	6.8996826680e+00         	4.1374483333e-05         	1.3888833333e+00         
1.3200000000e+04         	2.9400915000e-03         	6.9282443827e+00         	4.4027533333e-05         	5.5556666667e-01         
1.4400000000e+04         	2.9654415000e-03         	6.9561589093e+00         	4.5599833333e-05         	8.3335000000e-01         
1.5600000000e+04         	3.3703581667e-03         	6.9854473230e+00         	5.7870916667e-05         	2.2222333333e+00         
1.6800000000e+04         	3.0294176667e-03         	7.0135305115e+00         	4.6379966667e-05         	8.3335000000e-01         
1.8000000000e+04         	3.1194135000e-03         	7.0464379183e+00         	4.8030250000e-05         	5.5556666667e-01         
1.9200000000e+04         	3.2183823333e-03         	7.0746501975e+00         	4.8288516667e-05         	1.3888833333e+00         
2.0400000000e+04         	3.2341108333e-03         	7.1036303977e+00         	5.1237983333e-05         	1.3889000000e+00         
2.1600000000e+04         	3.3096088333e-03         	7.1368450695e+00         	5.3308116667e-05         	1.3889000000e+00         
2.2800000000e+04         	3.4281098333e-03         	7.1664219838e+00         	5.5139183333e-05         	1.9444333333e+00         
2.4000000000e+04         	3.3175315000e-03         	7.1944232940e+00         	5.1169600000e-05         	2.5000166667e+00         
2.5200000000e+04         	3.6031078333e-03         	7.2214875785e+00         	6.2794616667e-05         	1.9444666667e+00         
2.6400000000e+04         	3.4927805000e-03         	7.2516239408e+00         	5.7640583333e-05         	8.3335000000e-01         
2.7600000000e+04         	3.4050650000e-03         	7.2823316327e+00         	5.5210350000e-05         	1.6666666667e+00         
2.8800000000e+04         	3.4690006667e-03         	7.3156408902e+00         	5.4816616667e-05         	8.3335000000e-01         
3.0000000000e+04         	3.3950773333e-03         	7.3488937413e+00         	5.2719750000e-05         	2.7777833333e+00         
3.1200000000e+04         	3.4248246667e-03         	7.3865233575e+00         	5.3914266667e-05         	3.0555666667e+00         
3.2400000000e+04         	3.2597400000e-03         	7.4195299710e+00         	4.6232600000e-05         	8.3335000000e-01         
3.3600000000e+04         	3.7527621667e-03         	7.4579520192e+00         	6.3654350000e-05         	1.3889000000e+00         
3.4800000000e+04         	3.5269715000e-03         	7.4958301352e+00         	5.1900333333e-05         	3.8888833333e+00         
3.6000000000e+04         	3.5717488333e-03         	7.5368257058e+00         	5.8226916667e-05         	1.9444500000e+00         
3.7200000000e+04         	3.5650771667e-03         	7.5788189670e+00         	5.6516133333e-05         	1.9444500000e+00         
3.8400000000e+04         	3.7585613333e-03         	7.6239394388e+00         	6.1337800000e-05         	1.1111333333e+00         
3.9600000000e+04         	3.7311550000e-03         	7.6680050217e+00         	5.9915383333e-05         	3.6111166667e+00         
4.0800000000e+04         	3.5803815000e-03         	7.7117553687e+00         	5.3827983333e-05         	1.6666833333e+00         
4.2000000000e+04         	3.6385943333e-03         	7.7596483775e+00         	5.5451550000e-05         	3.0555500000e+00         
4.3200000000e+04         	3.7529566667e-03         	7.8049879758e+00         	5.7477616667e-05         	3.0555833333e+00         
4.4400000000e+04         	3.8365540000e-03         	7.8544024943e+00         	6.1249333333e-05         	2.2222166667e+00         
4.5600000000e+04         	4.0325198333e-03         	7.9073885150e+00         	6.5807483333e-05         	3.8889000000e+00         
4.6800000000e+04         	3.9504300000e-03         	7.9574576073e+00         	6.3745900000e-05         	3.3333500000e+00         
4.8000000000e+04         	3.9491750000e-03         	8.0047794837e+00         	6.3577533333e-05         	2.5000000000e+00         
4.9200000000e+04         	3.9911200000e-03         	8.0566255610e+00         	6.5705083333e-05         	2.2222166667e+00         
5.0400000000e+04         	4.1895966667e-03         	8.1129959233e+00         	7.0112116667e-05         	3.0555500000e+00         
5.1600000000e+04         	3.9063083333e-03         	8.1698487132e+00         	6.1516433333e-05         	3.0555833333e+00         
5.2800000000e+04         	4.0486583333e-03         	8.2280508538e+00         	6.2708033333e-05         	3.0555500000e+00         
5.4000000000e+04         	4.0027600000e-03         	8.2852509248e+00         	6.3017600000e-05         	4.4444500000e+00         
5.5200000000e+04         	4.2444750000e-03         	8.3452678050e+00         	6.8332883333e-05         	6.6666666667e+00         
5.6400000000e+04         	4.3920833333e-03         	8.4087532892e+00         	6.9548133333e-05         	6.6666000000e+00         
5.7600000000e+04         	4.2556050000e-03         	8.4699430455e+00         	6.8809416667e-05         	5.0000000000e+00         
5.8800000000e+04         	4.2996600000e-03         	8.5407123655e+00         	6.7432983333e-05         	5.5555666667e+00         
6.0000000000e+04         	4.3301383333e-03         	8.6023560807e+00         	6.8181216667e-05         	4.4444500000e+00         
6.1200000000e+04         	4.4326866667e-03         	8.6703010678e+00         	6.8655300000e-05         	6.1111666667e+00         
6.2400000000e+04         	4.6370750000e-03         	8.7420431998e+00         	7.4723233333e-05         	6.6666666667e+00         
6.3600000000e+04         	4.4919616667e-03         	8.8192455670e+00         	7.0971883333e-05         	5.2777833333e+00         
6.4800000000e+04         	4.6721500000e-03         	8.8939137213e+00         	7.4834250000e-05         	6.9443833333e+00         
