====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 7200 keV
 Total Ions calculated =20000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 30000.E+02 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 146984.E+01 A   Straggling = 451184.E-01 A
 Ion Lateral Range = 705732.E-01 A   Straggling = 971395.E-01 A
 Ion Radial  Range = 111389.E+00 A   Straggling = 834382.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3041501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6083001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9124501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1216600.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1520750.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1824900.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2129050.E-01 10720761.E-01 10720761.E-01 13005100.E-01 00000000.E+00 
2433200.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2737350.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3041500.E-01 68600191.E-02 68600191.E-02 12732595.E-01 00000000.E+00 
3345650.E-01 30027575.E-02 30027575.E-02 35318309.E-02 00000000.E+00 
3649800.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3953950.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4258100.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4562250.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4866400.E-01 14854789.E-02 14854789.E-02 10096935.E-01 00000000.E+00 
5170550.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5474700.E-01 51424385.E-02 51424385.E-02 12449555.E-01 00000000.E+00 
5778850.E-01 58919674.E-02 58919674.E-02 77496640.E-02 00000000.E+00 
6083000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6387150.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6691300.E-01 31567738.E-02 31567738.E-02 12399787.E-01 00000000.E+00 
6995450.E-01 36728276.E-02 37264143.E-02 63716754.E-02 12122238.E-02 
7299600.E-01 91162321.E-02 91162321.E-02 10238298.E-01 00000000.E+00 
7603750.E-01 61234854.E-02 61341732.E-02 10864370.E-01 65567252.E-03 
7907900.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8212050.E-01 61562945.E-02 61848529.E-02 10308202.E-01 14244896.E-03 
8516200.E-01 30772210.E-02 30772210.E-02 10737503.E-01 00000000.E+00 
8820350.E-01 77257987.E-02 77793852.E-02 98635713.E-02 72086165.E-03 
9124500.E-01 65877501.E-02 72772321.E-02 97547368.E-02 18448073.E-02 
9428650.E-01 87652443.E-03 97254055.E-03 36360454.E-02 72698955.E-03 
9732800.E-01 64739333.E-02 69463575.E-02 74507580.E-02 31613084.E-02 
1003695.E+00 16541270.E-02 18413943.E-02 51743809.E-02 21673433.E-02 
1034110.E+00 49257620.E-02 51954017.E-02 79005145.E-02 21237976.E-02 
1064525.E+00 15386210.E-02 18642879.E-02 35098785.E-02 93957222.E-03 
1094940.E+00 16538889.E-02 19373858.E-02 38420268.E-02 18119144.E-02 
1125355.E+00 47108935.E-02 52168650.E-02 58701975.E-02 19401246.E-02 
1155770.E+00 29518684.E-02 38750728.E-02 56049627.E-02 20962918.E-02 
1186185.E+00 24448129.E-02 31485633.E-02 56685665.E-02 24321456.E-02 
