====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1215.00E-09  2111.56E-09  
800001.E-02  4350.00E-09  9874.12E-09  
120000.E-01  7890.00E-09  2078.32E-08  
160000.E-01  5310.00E-09  1206.31E-08  
200000.E-01  6265.00E-09  1590.38E-08  
240000.E-01  7295.00E-09  1862.96E-08  
280000.E-01  7585.00E-09  2245.45E-08  
320000.E-01  7770.00E-09  1271.02E-08  
360000.E-01  7525.00E-09  3160.05E-08  
400000.E-01  7545.00E-09  1804.60E-08  
440000.E-01  8210.00E-09  1947.30E-08  
480000.E-01  8030.00E-09  2144.74E-08  
520000.E-01  8260.00E-09  3396.50E-08  
560000.E-01  7925.00E-09  1340.00E-08  
600000.E-01  7795.00E-09  1823.57E-08  
640000.E-01  8080.00E-09  2061.54E-08  
680000.E-01  7900.00E-09  1179.53E-08  
720000.E-01  8320.00E-09  1746.95E-08  
760000.E-01  8485.00E-09  3284.00E-08  
800000.E-01  8360.00E-09  1553.95E-08  
840000.E-01  8550.00E-09  2250.32E-08  
880000.E-01  8340.00E-09  2326.04E-08  
920000.E-01  8675.00E-09  1939.89E-08  
960000.E-01  8570.00E-09  2643.40E-08  
100000.E+00  9170.00E-09  3011.34E-08  
104000.E+00  9305.00E-09  2833.19E-08  
108000.E+00  8660.00E-09  2133.08E-08  
112000.E+00  8995.00E-09  1576.82E-08  
116000.E+00  9275.00E-09  1723.45E-08  
120000.E+00  9070.00E-09  2087.85E-08  
124000.E+00  9495.00E-09  2289.38E-08  
128000.E+00  9690.00E-09  1576.25E-08  
132000.E+00  9695.00E-09  2225.97E-08  
136000.E+00  1002.00E-08  2857.46E-08  
140000.E+00  1024.50E-08  1806.21E-08  
144000.E+00  1024.50E-08  1690.20E-08  
148000.E+00  1012.00E-08  2610.24E-08  
152000.E+00  1034.00E-08  2663.56E-08  
156000.E+00  1105.00E-08  2095.13E-08  
160000.E+00  1078.00E-08  1996.64E-08  
164000.E+00  1097.50E-08  3264.86E-08  
168000.E+00  1070.50E-08  2807.21E-08  
172000.E+00  1076.50E-08  2755.79E-08  
176000.E+00  1127.00E-08  2014.71E-08  
180000.E+00  1142.00E-08  2091.10E-08  
184000.E+00  1173.00E-08  3330.34E-08  
188000.E+00  1171.50E-08  2483.54E-08  
192000.E+00  1152.50E-08  4202.36E-08  
196000.E+00  1208.00E-08  2204.96E-08  
200000.E+00  1258.50E-08  2451.04E-08  
204000.E+00  1293.50E-08  3040.04E-08  
208000.E+00  1327.50E-08  2665.48E-08  
212000.E+00  1362.50E-08  3218.33E-08  
216000.E+00  1352.50E-08  2645.74E-08  
220000.E+00  1430.50E-08  2667.10E-08  
224000.E+00  1415.00E-08  2777.06E-08  
228000.E+00  1470.50E-08  3594.61E-08  
232000.E+00  1483.50E-08  3445.13E-08  
236000.E+00  1523.00E-08  2554.11E-08  
240000.E+00  1545.50E-08  3765.14E-08  
244000.E+00  1612.50E-08  3261.75E-08  
248000.E+00  1635.50E-08  4292.77E-08  
252000.E+00  1713.50E-08  3266.09E-08  
256000.E+00  1776.50E-08  4250.31E-08  
260000.E+00  1790.50E-08  3430.67E-08  
264000.E+00  1920.50E-08  3453.57E-08  
268000.E+00  1923.00E-08  4203.60E-08  
272000.E+00  1996.00E-08  5625.73E-08  
276000.E+00  2080.00E-08  3930.49E-08  
280000.E+00  2204.50E-08  3982.38E-08  
284000.E+00  2311.50E-08  5116.04E-08  
288000.E+00  2405.00E-08  4086.83E-08  
292000.E+00  2489.00E-08  4722.39E-08  
296000.E+00  2627.00E-08  5880.49E-08  
300000.E+00  2859.00E-08  6315.06E-08  
