====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  525711.E-09  233119.E-09
800001.E-02  479119.E-09  728700.E-09
120000.E-01  462045.E-09  140699.E-08
160000.E-01  442231.E-09  859175.E-09
200000.E-01  426046.E-09  104106.E-08
240000.E-01  421923.E-09  116106.E-08
280000.E-01  425206.E-09  135213.E-08
320000.E-01  431559.E-09  108881.E-08
360000.E-01  432063.E-09  158908.E-08
400000.E-01  437080.E-09  120064.E-08
440000.E-01  441717.E-09  122507.E-08
480000.E-01  446230.E-09  130347.E-08
520000.E-01  449152.E-09  167085.E-08
560000.E-01  452057.E-09  108183.E-08
600000.E-01  456301.E-09  131718.E-08
640000.E-01  458925.E-09  132203.E-08
680000.E-01  461260.E-09  109013.E-08
720000.E-01  464416.E-09  133175.E-08
760000.E-01  465756.E-09  169879.E-08
800000.E-01  471535.E-09  122264.E-08
840000.E-01  478041.E-09  140035.E-08
880000.E-01  483825.E-09  144103.E-08
920000.E-01  485026.E-09  130229.E-08
960000.E-01  487498.E-09  157360.E-08
100000.E+00  495770.E-09  168772.E-08
104000.E+00  500304.E-09  159972.E-08
108000.E+00  506089.E-09  140782.E-08
112000.E+00  514875.E-09  130218.E-08
116000.E+00  521921.E-09  130234.E-08
120000.E+00  526426.E-09  144852.E-08
124000.E+00  531520.E-09  148642.E-08
128000.E+00  531570.E-09  127623.E-08
132000.E+00  536932.E-09  157264.E-08
136000.E+00  542266.E-09  166282.E-08
140000.E+00  548611.E-09  145622.E-08
144000.E+00  556833.E-09  134645.E-08
148000.E+00  566309.E-09  163942.E-08
152000.E+00  575943.E-09  165758.E-08
156000.E+00  579908.E-09  158739.E-08
160000.E+00  593397.E-09  152535.E-08
164000.E+00  597280.E-09  187897.E-08
168000.E+00  599217.E-09  180663.E-08
172000.E+00  608714.E-09  182535.E-08
176000.E+00  618603.E-09  162126.E-08
180000.E+00  622313.E-09  155852.E-08
184000.E+00  635617.E-09  199956.E-08
188000.E+00  646875.E-09  171127.E-08
192000.E+00  658143.E-09  225473.E-08
196000.E+00  672425.E-09  175333.E-08
200000.E+00  686607.E-09  190176.E-08
204000.E+00  694409.E-09  200146.E-08
208000.E+00  711692.E-09  196609.E-08
212000.E+00  713753.E-09  204480.E-08
216000.E+00  721907.E-09  187678.E-08
220000.E+00  741477.E-09  190361.E-08
224000.E+00  752368.E-09  199869.E-08
228000.E+00  770388.E-09  229516.E-08
232000.E+00  784570.E-09  228731.E-08
236000.E+00  805611.E-09  201119.E-08
240000.E+00  825533.E-09  249278.E-08
244000.E+00  841976.E-09  232131.E-08
248000.E+00  863360.E-09  265385.E-08
252000.E+00  880018.E-09  238255.E-08
256000.E+00  909039.E-09  272192.E-08
260000.E+00  937964.E-09  253904.E-08
264000.E+00  969026.E-09  259620.E-08
268000.E+00  100091.E-08  289504.E-08
272000.E+00  103837.E-08  334995.E-08
276000.E+00  107971.E-08  283074.E-08
280000.E+00  110404.E-08  289265.E-08
284000.E+00  115267.E-08  344497.E-08
288000.E+00  121024.E-08  315598.E-08
292000.E+00  125242.E-08  344612.E-08
296000.E+00  132079.E-08  385544.E-08
300000.E+00  141250.E-08  407720.E-08
304000.E+00  149584.E-08  404627.E-08
308000.E+00  161207.E-08  472960.E-08
312000.E+00  172377.E-08  504384.E-08
316000.E+00  193556.E-08  540636.E-08
320000.E+00  215907.E-08  624881.E-08
324000.E+00  255032.E-08  689235.E-08
328000.E+00  310466.E-08  845316.E-08
332000.E+00  423211.E-08  112807.E-07
336000.E+00  615746.E-08  150721.E-07
340000.E+00  900059.E-08  209026.E-07
344000.E+00  114890.E-07  247235.E-07
348000.E+00  115273.E-07  241826.E-07
352000.E+00  909668.E-08  185137.E-07
356000.E+00  540171.E-08  106694.E-07
360000.E+00  239974.E-08  455072.E-08
364000.E+00  767360.E-09  142758.E-08
368000.E+00  164033.E-09  304955.E-09
372000.E+00  343979.E-10  632882.E-10
376000.E+00  372496.E-11  586830.E-11
380000.E+00  000000.E+00  000000.E+00
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
