====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1514.29E-09  2948.30E-09  
280001.E-02  4971.43E-09  1593.60E-08  
420001.E-02  9185.71E-09  1232.21E-08  
560001.E-02  1311.43E-08  2068.49E-08  
700001.E-02  1930.00E-08  5144.78E-08  
840001.E-02  8928.57E-09  1478.56E-08  
980001.E-02  1131.43E-08  3556.18E-08  
112000.E-01  1260.00E-08  3445.52E-08  
126000.E-01  1550.00E-08  2641.16E-08  
140000.E-01  1501.43E-08  4301.80E-08  
154000.E-01  1602.86E-08  2891.24E-08  
168000.E-01  1592.86E-08  3685.30E-08  
182000.E-01  1518.57E-08  5250.31E-08  
196000.E-01  1632.86E-08  2595.51E-08  
210000.E-01  1720.00E-08  2639.52E-08  
224000.E-01  1681.43E-08  3681.74E-08  
238000.E-01  1681.43E-08  4379.15E-08  
252000.E-01  1634.29E-08  4862.75E-08  
266000.E-01  1767.14E-08  4254.89E-08  
280000.E-01  1685.71E-08  2636.65E-08  
294000.E-01  1680.00E-08  4752.18E-08  
308000.E-01  1730.00E-08  6090.81E-08  
322000.E-01  1742.86E-08  2488.39E-08  
336000.E-01  1777.14E-08  6034.20E-08  
350000.E-01  1764.29E-08  3930.43E-08  
364000.E-01  1815.71E-08  4255.34E-08  
378000.E-01  1878.57E-08  2169.51E-08  
392000.E-01  1741.43E-08  6355.19E-08  
406000.E-01  1822.86E-08  3158.50E-08  
420000.E-01  1827.14E-08  3546.56E-08  
434000.E-01  1947.14E-08  4016.51E-08  
448000.E-01  2015.71E-08  3992.23E-08  
462000.E-01  1892.86E-08  3688.99E-08  
476000.E-01  2037.14E-08  2668.94E-08  
490000.E-01  2025.71E-08  4381.26E-08  
504000.E-01  2142.86E-08  4862.02E-08  
518000.E-01  2127.14E-08  3115.22E-08  
532000.E-01  2064.29E-08  6394.70E-08  
546000.E-01  2197.14E-08  4091.40E-08  
560000.E-01  2200.00E-08  4338.11E-08  
574000.E-01  2105.71E-08  4970.66E-08  
588000.E-01  2205.71E-08  3391.71E-08  
602000.E-01  2314.29E-08  6914.72E-08  
616000.E-01  2314.29E-08  5992.95E-08  
630000.E-01  2274.29E-08  4951.77E-08  
644000.E-01  2478.57E-08  5971.08E-08  
658000.E-01  2391.43E-08  7747.90E-08  
672000.E-01  2500.00E-08  5530.36E-08  
686000.E-01  2520.00E-08  3862.93E-08  
700000.E-01  2624.29E-08  7811.58E-08  
714000.E-01  2644.29E-08  5503.60E-08  
728000.E-01  2665.71E-08  4131.43E-08  
742000.E-01  2775.71E-08  7754.77E-08  
756000.E-01  2690.00E-08  5164.97E-08  
770000.E-01  3022.86E-08  6431.46E-08  
784000.E-01  3094.29E-08  7072.76E-08  
798000.E-01  2981.43E-08  4989.80E-08  
812000.E-01  3132.86E-08  4395.87E-08  
826000.E-01  3124.29E-08  5360.28E-08  
840000.E-01  3250.00E-08  8619.63E-08  
854000.E-01  3334.29E-08  6034.29E-08  
868000.E-01  3594.29E-08  8178.51E-08  
882000.E-01  3722.86E-08  5982.87E-08  
896000.E-01  3830.00E-08  6890.99E-08  
910000.E-01  3995.71E-08  7963.88E-08  
924000.E-01  4020.00E-08  7292.38E-08  
938000.E-01  4144.29E-08  6558.43E-08  
952000.E-01  4535.71E-08  7868.08E-08  
966000.E-01  4607.14E-08  8007.11E-08  
980000.E-01  4862.86E-08  9362.97E-08  
994000.E-01  5115.71E-08  9011.64E-08  
100800.E+00  5584.29E-08  1213.57E-07  
102200.E+00  5830.00E-08  1188.35E-07  
103600.E+00  6262.86E-08  1093.16E-07  
105000.E+00  7197.14E-08  1291.09E-07  
