# Ic =  nan A, n =  nan , Tavg = 22.15 K, 22k-15e19pm2-03T-0nA-anneal50k-6min
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-27_05:10:04.473000      32791.53        8.37266000e-03       -1.76011333e-09  22.1165  20.0822  20.2738  0.0000
0202-03-27_05:10:04.816000      32791.88        3.10685100e-01       -2.00801333e-09  22.1165  20.0822  20.2738  0.0000
0202-03-27_05:10:05.176000      32792.24        6.09155000e-01        3.32566867e-08  22.1165  20.0822  20.2738  0.0000
0202-03-27_05:10:05.560000      32792.62        9.07057400e-01        2.08238667e-09  22.1250  20.0826  20.2915  0.0000
0202-03-27_05:10:05.906000      32792.97        1.20493100e+00        1.10070867e-08  22.1250  20.0826  20.2915  0.0000
0202-03-27_05:10:06.277000      32793.34        1.50325700e+00        3.63178667e-09  22.1250  20.0826  20.2915  0.0000
0202-03-27_05:10:06.640000      32793.70        1.80168100e+00        1.53453867e-08  22.1140  20.0765  20.2678  0.0000
0202-03-27_05:10:07             32794.06        2.09966800e+00        6.48278667e-09  22.1140  20.0765  20.2678  0.0000
0202-03-27_05:10:07.348000      32794.41        2.39782500e+00        1.24944867e-08  22.1281  20.0881  20.2945  0.0000
0202-03-27_05:10:07.695000      32794.76        2.69629400e+00        4.62348667e-09  22.1281  20.0881  20.2945  0.0000
0202-03-27_05:10:08.043000      32795.11        2.99425300e+00       -3.00061333e-09  22.1281  20.0881  20.2945  0.0000
0202-03-27_05:10:08.390000      32795.45        3.29210400e+00       -5.72911333e-09  22.1225  20.0784  20.2856  0.0000
0202-03-27_05:10:08.750000      32795.81        3.59097500e+00       -5.91501333e-09  22.1225  20.0784  20.2856  0.0000
0202-03-27_05:10:09.098000      32796.16        3.88920500e+00        4.00128667e-09  22.1225  20.0784  20.2856  0.0000
0202-03-27_05:10:09.445000      32796.51        4.18721900e+00        2.38988667e-09  22.1210  20.0852  20.2833  0.0000
0202-03-27_05:10:09.793000      32796.86        4.48575300e+00        9.39318667e-09  22.1210  20.0852  20.2833  0.0000
0202-03-27_05:10:10.140000      32797.20        4.78326800e+00        1.37315867e-08  22.1210  20.0852  20.2833  0.0000
0202-03-27_05:10:10.490000      32797.55        5.08195100e+00        8.33958667e-09  22.1274  20.0851  20.2933  0.0000
0202-03-27_05:10:10.836000      32797.90        5.37995400e+00        5.48868667e-09  22.1274  20.0851  20.2933  0.0000
0202-03-27_05:10:11.190000      32798.25        5.67818400e+00        1.32977867e-08  22.1274  20.0851  20.2933  0.0000
0202-03-27_05:10:11.625000      32798.69        5.97622100e+00        7.40998667e-09  22.1184  20.0791  20.2749  0.0000
0202-03-27_05:10:11.984000      32799.05        6.27459400e+00        1.55908867e-08  22.1184  20.0791  20.2749  0.0000
0202-03-27_05:10:12.344000      32799.41        6.57238400e+00        1.63965867e-08  22.1274  20.0901  20.2909  0.0000
0202-03-27_05:10:12.690000      32799.75        6.87085800e+00        1.76980867e-08  22.1274  20.0901  20.2909  0.0000
0202-03-27_05:10:13.040000      32800.10        7.16884800e+00        8.09168667e-09  22.1274  20.0901  20.2909  0.0000
0202-03-27_05:10:13.387000      32800.45        7.46697500e+00        1.33596867e-08  22.1236  20.0789  20.2824  0.0000
0202-03-27_05:10:13.750000      32800.81        7.76520000e+00        1.07564867e-08  22.1236  20.0789  20.2824  0.0000
0202-03-27_05:10:14.098000      32801.16        8.06315600e+00        1.81922867e-08  22.1236  20.0789  20.2824  0.0000
0202-03-27_05:10:14.445000      32801.51        8.36135300e+00        2.20960867e-08  22.1187  20.0855  20.2732  0.0000
0202-03-27_05:10:14.793000      32801.85        8.65954700e+00        2.31496867e-08  22.1187  20.0855  20.2732  0.0000
0202-03-27_05:10:15.140000      32802.20        8.95746300e+00        1.59603867e-08  22.1187  20.0855  20.2732  0.0000
0202-03-27_05:10:15.500000      32802.56        9.25509800e+00        1.16839867e-08  22.1231  20.0859  20.2950  0.0000
0202-03-27_05:10:15.844000      32802.91        9.55404600e+00        1.93690867e-08  22.1231  20.0859  20.2950  0.0000
0202-03-27_05:10:16.230000      32803.29        9.85134800e+00        2.87895867e-08  22.1231  20.0859  20.2950  0.0000
0202-03-27_05:10:16.586000      32803.65        1.01495500e+01        4.99235867e-08  22.1164  20.0799  20.2742  0.0000
0202-03-27_05:10:16.934000      32804.00        1.04473800e+01        3.75902867e-08  22.1164  20.0799  20.2742  0.0000
0202-03-27_05:10:17.293000      32804.35        1.07456200e+01        3.35617867e-08  22.1164  20.0799  20.2742  0.0000
0202-03-27_05:10:17.645000      32804.71        1.10438600e+01        3.90776867e-08  22.1195  20.0911  20.2910  0.0000
0202-03-27_05:10:17.992000      32805.06        1.13414900e+01        4.06890867e-08  22.1195  20.0911  20.2910  0.0000
0202-03-27_05:10:18.344000      32805.41        1.16401100e+01        4.49034867e-08  22.1295  20.0812  20.2869  0.0000
0202-03-27_05:10:18.690000      32805.75        1.19382200e+01        5.76706867e-08  22.1295  20.0812  20.2869  0.0000
0202-03-27_05:10:19.040000      32806.10        1.22364600e+01        4.27342867e-08  22.1295  20.0812  20.2869  0.0000
0202-03-27_05:10:19.387000      32806.45        1.25343500e+01        4.89939867e-08  22.1243  20.0883  20.2804  0.0000
0202-03-27_05:10:19.734000      32806.80        1.28324700e+01        5.57517867e-08  22.1243  20.0883  20.2804  0.0000
0202-03-27_05:10:20.082000      32807.15        1.31305600e+01        6.39372867e-08  22.1243  20.0883  20.2804  0.0000
0202-03-27_05:10:20.430000      32807.49        1.34287000e+01        5.76164867e-08  22.1304  20.0882  20.2979  0.0000
0202-03-27_05:10:20.790000      32807.85        1.37269700e+01        6.85243867e-08  22.1304  20.0882  20.2979  0.0000
0202-03-27_05:10:21.137000      32808.20        1.40249200e+01        9.08978867e-08  22.1304  20.0882  20.2979  0.0000
0202-03-27_05:10:21.484000      32808.55        1.43234300e+01        9.56700867e-08  22.1144  20.0821  20.2668  0.0000
0202-03-27_05:10:21.832000      32808.89        1.46215400e+01        1.14944887e-07  22.1144  20.0821  20.2668  0.0000
0202-03-27_05:10:22.188000      32809.25        1.49196600e+01        1.37876187e-07  22.1144  20.0821  20.2668  0.0000
0202-03-27_05:10:22.580000      32809.64        1.52172800e+01        1.70351987e-07  22.1239  20.0933  20.2928  0.0000
