depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
3.0415000000e+04         	9.3576600000e-04         	2.7188832970e+00         	6.9043300000e-06         	0.0000000000e+00         
6.0830000000e+04         	7.7397100000e-04         	2.6726561880e+00         	7.3488900000e-06         	0.0000000000e+00         
9.1245000000e+04         	1.2039990000e-03         	3.0136062050e+00         	1.2223440000e-05         	0.0000000000e+00         
1.2166000000e+05         	1.0985490000e-03         	3.0439138020e+00         	9.5735300000e-06         	0.0000000000e+00         
1.5207500000e+05         	1.2143660000e-03         	3.0711919040e+00         	1.1887220000e-05         	0.0000000000e+00         
1.8249000000e+05         	1.1079250000e-03         	3.1091049170e+00         	9.2580300000e-06         	0.0000000000e+00         
2.1290500000e+05         	8.8961100000e-04         	3.1438324540e+00         	6.0153000000e-06         	1.6439000000e-01         
2.4332000000e+05         	9.6157300000e-04         	3.1704029430e+00         	7.0801600000e-06         	0.0000000000e+00         
2.7373500000e+05         	9.4169000000e-04         	3.2019207870e+00         	6.6236100000e-06         	0.0000000000e+00         
3.0415000000e+05         	1.0467660000e-03         	3.2390757550e+00         	8.4759800000e-06         	1.6439000000e-01         
3.3456500000e+05         	9.7265400000e-04         	3.2740403980e+00         	6.9550600000e-06         	1.6439000000e-01         
3.6498000000e+05         	1.2517640000e-03         	3.3103580160e+00         	1.1480540000e-05         	0.0000000000e+00         
3.9539500000e+05         	1.1510340000e-03         	3.3510609680e+00         	9.5862000000e-06         	0.0000000000e+00         
4.2581000000e+05         	1.1694790000e-03         	3.3900247400e+00         	8.7583300000e-06         	0.0000000000e+00         
4.5622500000e+05         	1.0964010000e-03         	3.4337795990e+00         	8.1527600000e-06         	0.0000000000e+00         
4.8664000000e+05         	1.0664070000e-03         	3.4859821800e+00         	7.6221300000e-06         	1.6439000000e-01         
5.1705500000e+05         	1.0366360000e-03         	3.5254199320e+00         	6.6528800000e-06         	0.0000000000e+00         
5.4747000000e+05         	1.1288710000e-03         	3.5763886590e+00         	8.2236200000e-06         	1.6439000000e-01         
