====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1700.00E-09  1333.27E-09  
280001.E-02  5057.14E-09  9086.72E-09  
420001.E-02  8585.71E-09  2582.87E-08  
560001.E-02  1392.86E-08  2788.97E-08  
700001.E-02  1842.86E-08  3673.99E-08  
840001.E-02  8871.43E-09  2459.83E-08  
980001.E-02  1072.86E-08  2331.43E-08  
112000.E-01  1281.43E-08  1873.52E-08  
126000.E-01  1447.14E-08  3069.67E-08  
140000.E-01  1560.00E-08  3156.21E-08  
154000.E-01  1627.14E-08  3877.68E-08  
168000.E-01  1562.86E-08  2474.80E-08  
182000.E-01  1558.57E-08  4042.16E-08  
196000.E-01  1645.71E-08  3650.25E-08  
210000.E-01  1610.00E-08  2913.04E-08  
224000.E-01  1725.71E-08  4247.44E-08  
238000.E-01  1635.71E-08  3714.95E-08  
252000.E-01  1537.14E-08  2347.77E-08  
266000.E-01  1697.14E-08  5298.41E-08  
280000.E-01  1675.71E-08  3906.35E-08  
294000.E-01  1664.29E-08  4433.16E-08  
308000.E-01  1678.57E-08  2244.65E-08  
322000.E-01  1690.00E-08  6133.52E-08  
336000.E-01  1791.43E-08  3718.85E-08  
350000.E-01  1757.14E-08  2402.27E-08  
364000.E-01  1774.29E-08  3183.50E-08  
378000.E-01  1884.29E-08  3482.31E-08  
392000.E-01  1851.43E-08  4615.52E-08  
406000.E-01  1965.71E-08  3192.08E-08  
420000.E-01  1934.29E-08  2489.16E-08  
434000.E-01  1962.86E-08  3532.93E-08  
448000.E-01  2032.86E-08  4292.34E-08  
462000.E-01  2048.57E-08  4636.10E-08  
476000.E-01  1961.43E-08  6116.88E-08  
490000.E-01  2067.14E-08  4386.28E-08  
504000.E-01  1920.00E-08  2790.89E-08  
518000.E-01  2061.43E-08  3470.51E-08  
532000.E-01  2105.71E-08  4138.02E-08  
546000.E-01  2135.71E-08  3942.93E-08  
560000.E-01  2180.00E-08  4658.50E-08  
574000.E-01  2115.71E-08  4826.21E-08  
588000.E-01  2187.14E-08  3594.44E-08  
602000.E-01  2307.14E-08  5048.82E-08  
616000.E-01  2418.57E-08  4916.27E-08  
630000.E-01  2374.29E-08  4438.07E-08  
644000.E-01  2444.29E-08  5769.15E-08  
658000.E-01  2448.57E-08  6761.30E-08  
672000.E-01  2558.57E-08  6168.90E-08  
686000.E-01  2500.00E-08  4244.15E-08  
700000.E-01  2480.00E-08  5501.09E-08  
714000.E-01  2748.57E-08  7523.85E-08  
728000.E-01  2790.00E-08  4333.25E-08  
742000.E-01  2735.71E-08  5842.89E-08  
756000.E-01  2811.43E-08  4482.98E-08  
770000.E-01  2945.71E-08  4492.35E-08  
784000.E-01  2951.43E-08  4703.89E-08  
798000.E-01  2992.86E-08  5219.18E-08  
812000.E-01  3065.71E-08  6012.45E-08  
826000.E-01  3350.00E-08  5663.98E-08  
840000.E-01  3202.86E-08  6458.38E-08  
854000.E-01  3364.29E-08  8125.74E-08  
868000.E-01  3472.86E-08  7188.05E-08  
882000.E-01  3678.57E-08  7563.26E-08  
896000.E-01  3744.29E-08  6611.21E-08  
910000.E-01  3904.29E-08  6127.42E-08  
924000.E-01  4021.43E-08  1020.46E-07  
938000.E-01  4238.57E-08  1077.48E-07  
952000.E-01  4455.71E-08  9058.09E-08  
966000.E-01  4530.00E-08  8338.06E-08  
980000.E-01  5001.43E-08  9575.96E-08  
994000.E-01  5264.29E-08  1011.39E-07  
100800.E+00  5420.00E-08  1015.69E-07  
102200.E+00  5871.43E-08  1021.39E-07  
103600.E+00  6420.00E-08  1242.37E-07  
105000.E+00  6885.71E-08  9886.04E-08  
