====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 14000.E+01 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =050000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
140001.E-02  6720.44E-03  3799.76E-08
280001.E-02  6725.07E-03  2236.16E-07
420001.E-02  6738.05E-03  7411.46E-07
560001.E-02  6763.71E-03  7538.10E-07
700001.E-02  6803.26E-03  8778.92E-07
840001.E-02  6832.88E-03  5365.11E-07
980001.E-02  6851.82E-03  5056.57E-07
112000.E-01  6873.70E-03  4229.66E-07
126000.E-01  6903.33E-03  6905.99E-07
140000.E-01  6937.32E-03  6324.59E-07
154000.E-01  6970.65E-03  9045.82E-07
168000.E-01  7014.74E-03  5395.31E-07
182000.E-01  7045.81E-03  9480.68E-07
196000.E-01  7081.50E-03  8276.28E-07
210000.E-01  7114.40E-03  6287.61E-07
224000.E-01  7145.28E-03  9189.48E-07
238000.E-01  7170.94E-03  8789.61E-07
252000.E-01  7204.21E-03  5081.18E-07
266000.E-01  7243.51E-03  1301.89E-06
280000.E-01  7292.42E-03  7922.64E-07
294000.E-01  7329.41E-03  1108.72E-06
308000.E-01  7361.08E-03  5174.46E-07
322000.E-01  7400.77E-03  1596.60E-06
336000.E-01  7443.38E-03  8168.07E-07
350000.E-01  7490.27E-03  5853.64E-07
364000.E-01  7549.16E-03  7609.17E-07
378000.E-01  7583.01E-03  8740.46E-07
392000.E-01  7636.35E-03  1005.57E-06
406000.E-01  7690.89E-03  7246.01E-07
420000.E-01  7746.68E-03  5883.32E-07
434000.E-01  7809.46E-03  7877.94E-07
448000.E-01  7867.03E-03  1015.45E-06
462000.E-01  7931.83E-03  1068.34E-06
476000.E-01  7984.90E-03  1303.32E-06
490000.E-01  8045.11E-03  9235.34E-07
504000.E-01  8109.41E-03  6555.20E-07
518000.E-01  8183.51E-03  7050.66E-07
532000.E-01  8246.39E-03  8750.05E-07
546000.E-01  8316.77E-03  9839.22E-07
560000.E-01  8378.36E-03  9511.86E-07
574000.E-01  8452.29E-03  1053.56E-06
588000.E-01  8532.18E-03  7807.43E-07
602000.E-01  8619.57E-03  1095.53E-06
616000.E-01  8686.55E-03  1034.46E-06
630000.E-01  8773.14E-03  1056.21E-06
644000.E-01  8865.38E-03  1137.26E-06
658000.E-01  8965.06E-03  1458.33E-06
672000.E-01  9052.96E-03  1361.39E-06
686000.E-01  9140.57E-03  9181.18E-07
700000.E-01  9234.48E-03  1208.65E-06
714000.E-01  9343.92E-03  1859.36E-06
728000.E-01  9450.06E-03  1005.47E-06
742000.E-01  9560.32E-03  1159.97E-06
756000.E-01  9679.41E-03  1006.64E-06
770000.E-01  9812.11E-03  1000.36E-06
784000.E-01  9922.16E-03  1142.07E-06
798000.E-01  1006.59E-02  1134.22E-06
812000.E-01  1021.78E-02  1408.83E-06
826000.E-01  1038.25E-02  1344.62E-06
840000.E-01  1053.25E-02  1440.66E-06
854000.E-01  1070.13E-02  1808.27E-06
868000.E-01  1086.84E-02  1572.03E-06
882000.E-01  1104.98E-02  1666.75E-06
896000.E-01  1122.40E-02  1438.76E-06
910000.E-01  1143.36E-02  1300.60E-06
924000.E-01  1165.73E-02  2669.85E-06
938000.E-01  1189.84E-02  2203.38E-06
952000.E-01  1215.92E-02  1967.61E-06
966000.E-01  1243.43E-02  1702.57E-06
980000.E-01  1272.88E-02  2019.98E-06
994000.E-01  1304.51E-02  2211.92E-06
100800.E+00  1339.42E-02  2184.14E-06
102200.E+00  1376.67E-02  2075.63E-06
103600.E+00  1418.87E-02  2537.70E-06
105000.E+00  1463.78E-02  2161.59E-06
106400.E+00  1513.13E-02  2766.57E-06
107800.E+00  1566.85E-02  3312.82E-06
109200.E+00  1623.26E-02  3309.77E-06
110600.E+00  1678.70E-02  3844.44E-06
112000.E+00  1732.83E-02  4034.12E-06
113400.E+00  1774.78E-02  4899.32E-06
114800.E+00  1786.68E-02  6046.54E-06
116200.E+00  1734.40E-02  7937.15E-06
117600.E+00  1589.57E-02  9261.29E-06
119000.E+00  1351.78E-02  1064.75E-05
120400.E+00  1030.49E-02  1075.45E-05
121800.E+00  6921.88E-03  9132.46E-06
123200.E+00  4022.41E-03  6565.48E-06
124600.E+00  1963.94E-03  3930.40E-06
126000.E+00  7924.91E-04  1819.01E-06
127400.E+00  2670.38E-04  7032.23E-07
128800.E+00  7221.48E-05  2210.86E-07
130200.E+00  1231.30E-05  4457.52E-08
131600.E+00  1397.50E-06  6584.88E-09
133000.E+00  1264.70E-08  1203.04E-10
134400.E+00  0000.00E+00  0000.00E+00
135800.E+00  0000.00E+00  0000.00E+00
137200.E+00  0000.00E+00  0000.00E+00
138600.E+00  0000.00E+00  0000.00E+00
140000.E+00  0000.00E+00  0000.00E+00
