====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  991795.E-09  222845.E-09
280001.E-02  932347.E-09  846767.E-09
420001.E-02  891643.E-09  185583.E-08
560001.E-02  865484.E-09  226916.E-08
700001.E-02  853724.E-09  290347.E-08
840001.E-02  833745.E-09  146303.E-08
980001.E-02  806156.E-09  166053.E-08
112000.E-01  794386.E-09  164102.E-08
126000.E-01  795238.E-09  217426.E-08
140000.E-01  795951.E-09  217361.E-08
154000.E-01  802654.E-09  249950.E-08
168000.E-01  813321.E-09  196265.E-08
182000.E-01  824885.E-09  251370.E-08
196000.E-01  834526.E-09  244859.E-08
210000.E-01  842409.E-09  206375.E-08
224000.E-01  849092.E-09  259692.E-08
238000.E-01  861270.E-09  242192.E-08
252000.E-01  869445.E-09  189677.E-08
266000.E-01  882060.E-09  313265.E-08
280000.E-01  895052.E-09  249374.E-08
294000.E-01  895722.E-09  272676.E-08
308000.E-01  898039.E-09  204394.E-08
322000.E-01  904057.E-09  332569.E-08
336000.E-01  914927.E-09  252242.E-08
350000.E-01  930262.E-09  218831.E-08
364000.E-01  935805.E-09  259352.E-08
378000.E-01  940333.E-09  262969.E-08
392000.E-01  948446.E-09  286453.E-08
406000.E-01  958051.E-09  251166.E-08
420000.E-01  965529.E-09  227520.E-08
434000.E-01  974712.E-09  266793.E-08
448000.E-01  987898.E-09  301680.E-08
462000.E-01  100194.E-08  311635.E-08
476000.E-01  101654.E-08  335480.E-08
490000.E-01  103627.E-08  296021.E-08
504000.E-01  104555.E-08  248432.E-08
518000.E-01  106853.E-08  259089.E-08
532000.E-01  107803.E-08  285982.E-08
546000.E-01  108819.E-08  300099.E-08
560000.E-01  110133.E-08  307772.E-08
574000.E-01  112069.E-08  324087.E-08
588000.E-01  113327.E-08  284508.E-08
602000.E-01  116180.E-08  331661.E-08
616000.E-01  116201.E-08  330841.E-08
630000.E-01  118523.E-08  335458.E-08
644000.E-01  120503.E-08  357268.E-08
658000.E-01  122200.E-08  397805.E-08
672000.E-01  126083.E-08  389775.E-08
686000.E-01  126898.E-08  328742.E-08
700000.E-01  128716.E-08  359489.E-08
714000.E-01  132481.E-08  452204.E-08
728000.E-01  134509.E-08  345466.E-08
742000.E-01  135489.E-08  385463.E-08
756000.E-01  138096.E-08  353712.E-08
770000.E-01  141501.E-08  359400.E-08
784000.E-01  144506.E-08  382707.E-08
798000.E-01  148995.E-08  388011.E-08
812000.E-01  151509.E-08  421184.E-08
826000.E-01  157087.E-08  441200.E-08
840000.E-01  159823.E-08  452817.E-08
854000.E-01  162888.E-08  516014.E-08
868000.E-01  167621.E-08  478221.E-08
882000.E-01  171689.E-08  500683.E-08
896000.E-01  178316.E-08  483874.E-08
910000.E-01  184489.E-08  468768.E-08
924000.E-01  189238.E-08  633048.E-08
938000.E-01  196983.E-08  641440.E-08
952000.E-01  201910.E-08  613452.E-08
966000.E-01  214214.E-08  584115.E-08
980000.E-01  225516.E-08  652827.E-08
994000.E-01  233145.E-08  688524.E-08
100800.E+00  246567.E-08  712293.E-08
102200.E+00  262292.E-08  719060.E-08
103600.E+00  280907.E-08  823365.E-08
105000.E+00  302574.E-08  789533.E-08
106400.E+00  330911.E-08  941451.E-08
107800.E+00  364245.E-08  107263.E-07
109200.E+00  407709.E-08  113126.E-07
110600.E+00  461718.E-08  131370.E-07
112000.E+00  539420.E-08  147449.E-07
113400.E+00  689804.E-08  181935.E-07
114800.E+00  930196.E-08  235454.E-07
116200.E+00  130605.E-07  314886.E-07
117600.E+00  175435.E-07  395337.E-07
119000.E+00  223681.E-07  475147.E-07
120400.E+00  243481.E-07  495845.E-07
121800.E+00  226445.E-07  439226.E-07
123200.E+00  172516.E-07  322414.E-07
124600.E+00  107240.E-07  197120.E-07
126000.E+00  527930.E-08  935381.E-08
127400.E+00  218517.E-08  373537.E-08
128800.E+00  666249.E-09  117212.E-08
130200.E+00  161788.E-09  252463.E-09
131600.E+00  201332.E-10  369080.E-10
133000.E+00  109840.E-11  123939.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
