# Tc_lossless =  nan K, Tc_50 = 1.97 K, Tc_superconducting = 0.00 K, pr
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  1319.38        4.74441600e-03        1.03318529e-04  94.0225  92.1050
    1  1320.31        4.46848400e-03        1.03299211e-04  93.9610  92.0399
    2  1321.19        4.58274400e-03        1.03333639e-04  94.0667  92.1512
    3  1322.07        4.80718400e-03        1.03426729e-04  94.0663  92.1517
    4  1322.96        4.54423600e-03        1.03378108e-04  93.9936  92.0670
    5  1324.02        4.40192900e-03        1.03384677e-04  94.0246  92.1038
    6  1325.03        4.73640100e-03        1.03380335e-04  93.9771  92.0497
    7  1325.99        4.65026100e-03        1.03283633e-04  94.0698  92.1462
    8  1326.97        4.71815000e-03        1.03312825e-04  94.1017  92.1825
    9  1328.02        4.37514500e-03        1.03389274e-04  93.9974  92.0670
   10  1328.96        4.74886600e-03        1.03395782e-04  94.0429  92.1113
   11  1329.86        4.52331300e-03        1.03431791e-04  93.9725  92.0374
   12  1330.76        4.63616400e-03        1.03408032e-04  94.0764  92.1462
   13  1331.70        4.80035900e-03        1.03392899e-04  94.0681  92.1346
   14  1332.63        4.76110800e-03        1.03323546e-04  94.0196  92.0800
   15  1333.55        4.65293100e-03        1.03359648e-04  94.0362  92.0976
   16  1334.55        4.55907400e-03        1.03376754e-04  94.0362  92.0976
   17  1335.68        4.62013700e-03        1.03388468e-04  93.9863  92.0371
   18  1336.72        4.78010200e-03        1.03465935e-04  94.0660  92.1211
   19  1337.67        4.72949900e-03        1.03347630e-04  94.0012  92.0543
   20  1338.64        4.69180700e-03        1.03378587e-04  94.0294  92.0740
   21  1339.57        4.76845100e-03        1.03328726e-04  93.9706  92.0157
   22  1340.77        4.85859700e-03        1.03408274e-04  94.0807  92.1278
   23  1341.66        4.73654700e-03        1.03335761e-04  94.0807  92.1278
   24  1342.58        5.05966700e-03        1.03272060e-04  94.0145  92.0562
   25  1343.61        4.75613500e-03        1.03257064e-04  94.0201  92.0611
   26  1344.66        4.84835900e-03        1.03456321e-04  94.0201  92.0611
   27  1345.60        4.87558800e-03        1.03473737e-04  94.0546  92.0902
   28  1346.49        4.77675900e-03        1.03455763e-04  94.0850  92.1226
