# Tc_lossless =  nan K, Tc_50 = 2.00 K, Tc_superconducting = 0.00 K, pristine
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  19002.66        4.49838500e-03        1.03377270e-04  93.9139  92.0524
    1  19003.55        4.34813900e-03        1.03435466e-04  94.0058  92.1466
    2  19004.46        4.47983600e-03        1.03400666e-04  93.9812  92.1169
    3  19005.42        4.25227900e-03        1.03429767e-04  93.9812  92.1169
    4  19006.33        4.31297100e-03        1.03400513e-04  93.9131  92.0514
    5  19007.24        4.28403500e-03        1.03327691e-04  93.9570  92.0964
    6  19008.20        4.41380200e-03        1.03428405e-04  93.9224  92.0534
    7  19009.10        4.21607200e-03        1.03398934e-04  94.0023  92.1336
    8  19009.98        4.18862000e-03        1.03399492e-04  93.9889  92.1229
    9  19010.98        4.08103600e-03        1.03502305e-04  93.9198  92.0499
   10  19011.88        4.13408600e-03        1.03397835e-04  93.9593  92.0847
   11  19012.82        4.12332800e-03        1.03442397e-04  93.9027  92.0260
   12  19013.75        4.55922500e-03        1.03400748e-04  94.0164  92.1465
   13  19014.65        4.18476200e-03        1.03429413e-04  93.9952  92.1234
   14  19015.56        4.24211500e-03        1.03380947e-04  93.9256  92.0452
   15  19016.50        4.44563300e-03        1.03378015e-04  93.9445  92.0607
   16  19017.42        4.29316100e-03        1.03374455e-04  93.9333  92.0509
   17  19018.32        4.42359700e-03        1.03390693e-04  93.9333  92.0509
   18  19019.22        4.52049500e-03        1.03413067e-04  93.9905  92.1062
   19  19020.16        4.43123800e-03        1.03412292e-04  94.0415  92.1625
   20  19021.08        4.33404200e-03        1.03390290e-04  93.9605  92.0729
   21  19021.98        4.56567900e-03        1.03431505e-04  93.9490  92.0558
   22  19022.92        4.36846700e-03        1.03374167e-04  93.9312  92.0343
   23  19023.82        4.56219000e-03        1.03398803e-04  93.9760  92.0867
   24  19024.77        4.26615100e-03        1.03395518e-04  94.0592  92.1750
   25  19025.70        4.31000000e-03        1.03360036e-04  93.9666  92.0690
   26  19026.62        4.58808400e-03        1.03379528e-04  93.9871  92.0864
   27  19027.54        4.28863200e-03        1.03319721e-04  93.9154  92.0040
   28  19028.42        4.59943500e-03        1.03414668e-04  93.9782  92.0751
   29  19029.32        4.21043000e-03        1.03338715e-04  93.9782  92.0751
   30  19030.21        4.26444300e-03        1.03445409e-04  94.0436  92.1397
   31  19031.12        4.37848100e-03        1.03373702e-04  93.9604  92.0498
   32  19032.00        4.46781200e-03        1.03400321e-04  93.9432  92.0276
   33  19032.89        4.33248000e-03        1.03385509e-04  93.9280  92.0107
   34  19033.76        4.25056900e-03        1.03465436e-04  93.9762  92.0608
   35  19034.71        4.27015600e-03        1.03420918e-04  94.0639  92.1536
   36  19035.70        4.11850100e-03        1.03344283e-04  93.9724  92.0505
   37  19036.66        4.21666100e-03        1.03427952e-04  93.9279  92.0052
   38  19037.57        4.44369800e-03        1.03400899e-04  93.9758  92.0508
   39  19038.55        4.20939100e-03        1.03404183e-04  93.9373  92.0056
   40  19039.51        4.35703900e-03        1.03349068e-04  93.9817  92.0569
   41  19040.42        4.02939400e-03        1.03307175e-04  93.9815  92.0541
   42  19041.31        4.42589300e-03        1.03420037e-04  93.9815  92.0541
   43  19042.19        4.07836300e-03        1.03416069e-04  93.8659  91.9234
   44  19043.10        3.96113600e-03        1.03405131e-04  93.9416  92.0114
   45  19044.07        4.18439000e-03        1.03355642e-04  93.9463  92.0121
   46  19045.01        4.26860200e-03        1.03412694e-04  93.9614  92.0289
   47  19045.98        4.41217100e-03        1.03388056e-04  93.9866  92.0518
   48  19046.87        4.32721800e-03        1.03428063e-04  93.7818  91.8259
   49  19047.76        4.40608800e-03        1.03364133e-04  93.9665  92.0275
   50  19048.67        4.45617000e-03        1.03422795e-04  93.8617  91.8786
   51  19049.56        4.28574300e-03        1.03362243e-04  94.0050  92.0688
   52  19050.47        4.14766500e-03        1.03352668e-04  93.9581  92.0124
   53  19051.40        4.22208300e-03        1.03295085e-04  93.9062  91.9533
   54  19052.31        4.30377200e-03        1.03363229e-04  93.9062  91.9533
   55  19053.24        4.45201400e-03        1.03409247e-04  93.9265  91.9721
   56  19054.15        4.48933400e-03        1.03379312e-04  93.8798  91.9160
   57  19055.03        4.40950100e-03        1.03357806e-04  93.9182  91.9623
   58  19055.92        4.39214000e-03        1.03394063e-04  93.9324  91.9768
   59  19056.84        4.39622100e-03        1.03350851e-04  93.8909  91.9298
   60  19057.76        4.40764700e-03        1.03357368e-04  93.9155  91.9579
   61  19058.66        4.45780300e-03        1.03369299e-04  93.8602  91.8915
