# Tc_lossless =  nan K, Tc_50 =  nan K, Tc_superconducting =  nan K, afterstep16
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  4304.67       -2.87590800e-04        1.03738365e-04  93.9560  92.1237
    1  4305.62       -1.54786100e-04        1.03817278e-04  93.9552  92.1236
    2  4306.56        2.36476400e-05        1.03745598e-04  93.9552  92.1201
    3  4307.50       -6.61249700e-05        1.03775659e-04  93.9577  92.1232
    4  4308.39       -1.83201100e-04        1.03728988e-04  93.9543  92.1195
    5  4309.30        1.04593000e-04        1.03768004e-04  93.9519  92.1171
    6  4310.20       -1.56740000e-05        1.03776528e-04  93.9542  92.1195
    7  4311.21        4.34571300e-05        1.03790809e-04  93.9579  92.1148
    8  4312.13        2.01739600e-07        1.03786967e-04  93.9570  92.1164
    9  4313.17       -3.13709800e-04        1.03727094e-04  93.9483  92.1048
   10  4314.08       -8.30445400e-05        1.03742496e-04  93.9410  92.0971
   11  4315.04        3.52929200e-05        1.03774106e-04  93.9564  92.1115
   12  4315.99       -2.36772800e-04        1.03730354e-04  93.9577  92.1106
   13  4316.94       -4.19658500e-04        1.03770579e-04  93.9519  92.1001
   14  4317.85       -2.49533500e-04        1.03769308e-04  93.9579  92.1065
   15  4318.79       -8.18346200e-06        1.03755207e-04  93.9579  92.1065
   16  4319.70       -7.40667300e-05        1.03753162e-04  93.9566  92.1027
   17  4320.64       -1.30799000e-05        1.03749754e-04  93.9520  92.0957
   18  4321.56       -8.72727700e-05        1.03769357e-04  93.9541  92.0934
   19  4322.50        1.57267600e-04        1.03690241e-04  93.9441  92.0830
   20  4323.38       -3.25283300e-04        1.03810172e-04  93.9494  92.0844
   21  4324.27        8.09976800e-05        1.03725879e-04  93.9521  92.0888
   22  4325.16       -2.53315800e-04        1.03741343e-04  93.9451  92.0795
   23  4326.05        2.83944400e-05        1.03765794e-04  93.9527  92.0844
   24  4326.97       -2.33878400e-04        1.03762478e-04  93.9396  92.0664
   25  4327.92       -2.30391600e-04        1.03749890e-04  93.9249  92.0491
   26  4328.86       -1.50856300e-04        1.03738795e-04  93.9522  92.0760
   27  4329.76        1.35158000e-04        1.03745831e-04  93.9522  92.0760
   28  4330.68        1.46287600e-04        1.03762038e-04  93.9475  92.0708
   29  4331.55        2.43258500e-04        1.03776263e-04  93.9497  92.0694
   30  4332.41       -1.49073100e-04        1.03748929e-04  93.9361  92.0567
   31  4333.30        2.80207500e-04        1.03707062e-04  93.9331  92.0500
   32  4334.22        1.07041100e-04        1.03739200e-04  93.9470  92.0605
   33  4335.17        2.30201500e-04        1.03708582e-04  93.9393  92.0518
   34  4336.08       -8.69735200e-05        1.03700245e-04  93.9449  92.0560
   35  4337.09       -1.34309100e-04        1.03660175e-04  93.9396  92.0467
   36  4338.01       -1.96038300e-04        1.03772049e-04  93.9381  92.0470
   37  4338.95       -1.28671800e-04        1.03678199e-04  93.9397  92.0435
   38  4339.85       -8.05950700e-05        1.03744523e-04  93.9357  92.0396
   39  4340.75       -1.26372300e-04        1.03704824e-04  93.9357  92.0396
   40  4341.67       -2.65632500e-04        1.03707707e-04  93.9345  92.0393
   41  4342.64        2.20434800e-06        1.03743283e-04  93.9341  92.0361
   42  4343.59       -2.24751900e-04        1.03688369e-04  93.9335  92.0334
   43  4344.48        7.07587500e-05        1.03704948e-04  93.9312  92.0261
   44  4345.45       -4.36498200e-04        1.03716429e-04  93.9275  92.0243
   45  4346.36       -1.76525800e-04        1.03737905e-04  93.9281  92.0226
   46  4347.25       -5.19560400e-05        1.03726346e-04  93.9258  92.0145
   47  4348.22        4.72705500e-06        1.03688755e-04  93.9207  92.0136
   48  4349.14       -2.33507800e-04        1.03692877e-04  93.9202  92.0088
   49  4350.11       -2.29576200e-04        1.03734093e-04  93.9200  92.0038
   50  4351.17       -9.98127200e-05        1.03719764e-04  93.9163  92.0029
   51  4352.09       -6.85032000e-05        1.03671791e-04  93.9147  91.9966
   52  4353.10       -4.37835900e-04        1.03739969e-04  93.9139  91.9969
   53  4354.04       -1.70295600e-04        1.03676873e-04  93.9113  91.9896
   54  4354.96       -4.55770400e-05        1.03665717e-04  93.9079  91.9862
   55  4355.86       -2.79581900e-04        1.03705136e-04  93.9068  91.9830
   56  4356.77       -1.93666100e-04        1.03690760e-04  93.9015  91.9754
   57  4357.65       -1.50782200e-04        1.03697919e-04  93.9015  91.9754
   58  4358.58       -1.53452900e-04        1.03685028e-04  93.9002  91.9735
   59  4359.47        1.03922500e-04        1.03699283e-04  93.8967  91.9663
   60  4360.36       -9.22210900e-06        1.03694976e-04  93.8899  91.9591
   61  4361.24       -6.99123100e-05        1.03693922e-04  93.8908  91.9607
   62  4362.26        1.98073300e-04        1.03709226e-04  93.8900  91.9597
   63  4363.21        9.30901400e-05        1.03646055e-04  93.8879  91.9587
   64  4364.12        8.82673000e-05        1.03541031e-04  93.8800  91.9415
   65  4365.17        1.91766300e-04        1.03666974e-04  93.8848  91.9526
   66  4366.09       -2.97166000e-04        1.03617978e-04  93.8702  91.9338
   67  4367.11        2.89256400e-04        1.03629972e-04  93.8564  91.9201
   68  4368.08        2.80353600e-04        1.03638115e-04  93.8772  91.9408
   69  4369.04        1.97183000e-04        1.03733057e-04  93.8254  91.8826
   70  4369.96       -5.06732600e-06        1.03657225e-04  93.8447  91.9059
   71  4370.85        2.67518000e-04        1.03670891e-04  93.8447  91.9005
   72  4371.78       -2.96989800e-05        1.03665251e-04  93.8447  91.9005
   73  4372.66        8.66359000e-05        1.03640242e-04  93.7264  91.7168
   74  4373.61        1.75944900e-06        1.03652553e-04  93.8677  91.9287
   75  4374.61       -2.73347800e-04        1.03704779e-04  93.7368  91.7159
   76  4375.55       -2.76909100e-04        1.03711069e-04  93.8852  91.9455
   77  4376.45       -1.96821500e-05        1.03701152e-04  93.7499  91.8277
   78  4377.40       -6.84653700e-06        1.03651753e-04  93.8022  91.8614
   79  4378.29       -2.22970400e-04        1.03707721e-04  93.8321  91.8935
   80  4379.22       -3.68944100e-05        1.03669418e-04  93.8339  91.8887
   81  4380.23       -3.02505500e-04        1.03633637e-04  93.8625  91.9276
   82  4381.13       -2.64964600e-04        1.03655051e-04  93.8168  91.8729
   83  4382.13       -2.91897200e-04        1.03664813e-04  93.8471  91.9000
   84  4383.17       -1.68662600e-04        1.03633792e-04  93.8173  91.8670
   85  4384.07        9.16810800e-05        1.03575996e-04  93.7420  91.7159
   86  4385.02       -9.12042600e-05        1.03629547e-04  93.8488  91.9060
   87  4385.98        8.09978500e-05        1.03692824e-04  93.8458  91.9021
   88  4386.93       -1.69923200e-04        1.03605805e-04  93.8475  91.8986
   89  4387.85        3.70753200e-05        1.03643240e-04  93.8004  91.8468
   90  4388.74        2.98042900e-05        1.03517173e-04  93.8004  91.8468
   91  4389.65       -1.52191400e-04        1.03611972e-04  93.8389  91.8869
   92  4390.65       -8.63825600e-05        1.03650741e-04  93.8405  91.8833
   93  4391.63       -2.55543100e-04        1.03675188e-04  93.8090  91.8478
   94  4392.52       -2.32395200e-04        1.03664776e-04  93.8373  91.8745
   95  4393.41       -1.60650500e-04        1.03607072e-04  93.8067  91.8405
   96  4394.36        3.67030800e-05        1.03784365e-04  93.8137  91.8406
   97  4395.27       -1.29322600e-05        1.03596319e-04  93.8302  91.8614
   98  4396.17       -3.38640100e-04        1.03650426e-04  93.7907  91.8138
   99  4397.10       -8.74220400e-05        1.03463419e-04  93.8232  91.8485
  100  4398.11        1.24399400e-04        1.03638465e-04  93.7947  91.8170
  101  4399.06        4.85003700e-05        1.03681665e-04  93.7964  91.8169
  102  4400.07       -2.49829500e-04        1.03672553e-04  93.8169  91.8394
