# Tc_lossless =  nan K, Tc_50 =  nan K, Tc_superconducting =  nan K, afterstep10_part2
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  7018.55        6.35520200e-04        2.40522640e-05  86.4679  84.0913
    1  7019.46        7.06893700e-04        2.40167605e-05  86.4710  84.0962
    2  7020.39        5.52647000e-04        2.39097212e-05  86.4658  84.0923
    3  7021.34        5.75572600e-04        2.38044794e-05  86.4472  84.0685
    4  7022.30        3.57594000e-04        2.40508804e-05  86.4684  84.0926
    5  7023.21        5.13843900e-04        2.39072731e-05  86.4934  84.1213
    6  7024.09        6.37151900e-04        2.39977326e-05  86.4634  84.0846
    7  7024.97        8.02750300e-04        2.39745110e-05  86.4706  84.0972
    8  7025.89        8.22856500e-04        2.39990914e-05  86.4649  84.0923
    9  7026.81        7.02961200e-04        2.40279741e-05  86.4403  84.0593
   10  7027.77        6.06659400e-04        2.39572860e-05  86.4672  84.0858
   11  7028.74        7.61722300e-04        2.40085743e-05  86.4723  84.0980
   12  7029.73        8.38066600e-04        2.40100929e-05  86.4566  84.0780
   13  7030.64        7.00958800e-04        2.39147662e-05  86.4508  84.0679
   14  7031.58        5.42483700e-04        2.39364688e-05  86.4455  84.0645
   15  7032.47        6.67053300e-04        2.38842197e-05  86.4455  84.0645
   16  7033.39        8.40812400e-04        2.39563024e-05  86.4738  84.0954
   17  7034.31        9.40082300e-04        2.39351672e-05  86.4506  84.0699
   18  7035.30        5.21042800e-04        2.38433129e-05  86.4642  84.0873
   19  7036.33        6.65199200e-04        2.38055677e-05  86.4470  84.0624
   20  7037.33        6.19422300e-04        2.39296784e-05  86.4523  84.0688
   21  7038.25        6.53922100e-04        2.38455717e-05  86.4344  84.0502
   22  7039.18        8.67522300e-04        2.39290277e-05  86.4320  84.0493
   23  7040.22        6.62750800e-04        2.39243171e-05  86.4422  84.0562
   24  7041.14        8.89334800e-04        2.38119785e-05  86.4284  84.0442
   25  7042.03        6.19125300e-04        2.38386912e-05  86.4221  84.0372
   26  7042.96        7.06895000e-04        2.38897417e-05  86.4559  84.0684
   27  7043.86        6.01689700e-04        2.38432877e-05  86.4283  84.0447
   28  7044.81        6.06140800e-04        2.38067505e-05  86.4233  84.0373
   29  7045.80        7.20545500e-04        2.38232991e-05  86.4012  84.0096
   30  7046.72        7.94589200e-04        2.38739058e-05  86.3621  83.9686
   31  7047.64        8.49120800e-04        2.38683587e-05  86.4285  84.0329
   32  7048.52        5.88481800e-04        2.37969333e-05  86.4126  84.0226
   33  7049.40        9.22645900e-04        2.38603697e-05  86.4126  84.0226
   34  7050.29        7.75150800e-04        2.37859938e-05  86.3930  83.9998
   35  7051.20        6.37449300e-04        2.37318234e-05  86.3955  84.0012
   36  7052.14        7.52077100e-04        2.38140397e-05  86.4012  84.0093
   37  7053.07        6.32552800e-04        2.38800793e-05  86.4085  84.0137
   38  7054.01        7.55638500e-04        2.38008389e-05  86.4119  84.0198
   39  7054.92        8.15289500e-04        2.37568611e-05  86.3943  84.0030
   40  7055.88        6.42272400e-04        2.38011148e-05  86.3409  83.9248
   41  7056.86        7.79306300e-04        2.38178184e-05  86.3857  84.0002
   42  7057.83        8.39105900e-04        2.37731929e-05  86.4103  84.0188
   43  7058.77        7.62391000e-04        2.37210677e-05  86.3907  83.9955
   44  7059.68        7.82571500e-04        2.37023761e-05  86.3844  83.9868
   45  7060.56        7.06672900e-04        2.37492491e-05  86.3713  83.9684
   46  7061.46        5.96571300e-04        2.36248554e-05  86.3713  83.9684
   47  7062.34        7.91252900e-04        2.37544244e-05  86.3664  83.9702
   48  7063.27        6.48951800e-04        2.36604939e-05  86.3808  83.9870
   49  7064.15        7.88582200e-04        2.36716503e-05  86.3550  83.9581
   50  7065.05        6.89164700e-04        2.36720841e-05  86.3682  83.9684
   51  7065.99        7.15874100e-04        2.37033305e-05  86.3467  83.9478
   52  7066.91        9.41048100e-04        2.36858212e-05  86.3348  83.9410
   53  7067.88        8.90226000e-04        2.36538396e-05  86.3534  83.9425
   54  7068.80        6.62232400e-04        2.36310000e-05  86.3405  83.9393
   55  7069.70        5.96052400e-04        2.37124726e-05  86.3424  83.9461
   56  7070.63        7.84501100e-04        2.35786888e-05  86.3368  83.9425
   57  7071.52        6.75512100e-04        2.35847630e-05  86.3368  83.9425
   58  7072.44        7.12237400e-04        2.35954915e-05  86.3342  83.9364
   59  7073.34        6.69724900e-04        2.35595431e-05  86.3238  83.9107
   60  7074.26        7.79158700e-04        2.35690570e-05  86.3188  83.8990
   61  7075.22        7.59423100e-04        2.35975988e-05  86.3311  83.9351
   62  7076.11        5.52648100e-04        2.35657721e-05  86.3163  83.9230
   63  7076.98        7.67880700e-04        2.35743210e-05  86.3119  83.9245
   64  7077.89        6.64975400e-04        2.35558347e-05  86.3113  83.9061
   65  7078.79        7.62167600e-04        2.35123248e-05  86.3212  83.9177
   66  7079.67        8.73976000e-04        2.35970205e-05  86.3149  83.9118
   67  7080.59        7.52448400e-04        2.35384804e-05  86.2978  83.9007
   68  7081.54        6.63714000e-04        2.35494819e-05  86.2978  83.9007
   69  7082.42        7.47106700e-04        2.35175002e-05  86.2979  83.9063
   70  7083.36        8.55279500e-04        2.35467466e-05  86.2781  83.8759
   71  7084.22        8.71527700e-04        2.34454404e-05  86.2886  83.8952
   72  7085.21        6.24540300e-04        2.34587660e-05  86.2953  83.8986
   73  7086.08        6.21943300e-04        2.34229106e-05  86.2593  83.8608
   74  7086.99        7.61351300e-04        2.33942139e-05  86.2935  83.8991
   75  7087.93        7.68028500e-04        2.34399241e-05  86.2640  83.8669
   76  7088.87        4.10568000e-04        2.33966640e-05  86.2920  83.8990
   77  7089.77        5.98349400e-04        2.34373383e-05  86.2800  83.8861
   78  7090.70        7.53634600e-04        2.34116166e-05  86.2543  83.8554
   79  7091.63        7.92363100e-04        2.33324062e-05  86.2489  83.8492
   80  7092.55        5.75423700e-04        2.32815517e-05  86.2489  83.8492
   81  7093.44        6.83522600e-04        2.33751415e-05  86.2604  83.8676
   82  7094.33        6.11036400e-04        2.33152682e-05  86.2567  83.8623
   83  7095.22        8.36285400e-04        2.32910981e-05  86.2475  83.8450
   84  7096.13        4.56418600e-04        2.33375210e-05  86.2405  83.8478
   85  7097.03        5.86849100e-04        2.32563583e-05  86.2287  83.8337
   86  7097.92        9.65751100e-04        2.32537861e-05  86.2176  83.8175
   87  7098.88        6.10293200e-04        2.32818320e-05  86.2432  83.8443
   88  7099.81        5.31500400e-04        2.32718533e-05  86.1983  83.7940
   89  7100.78        6.74544200e-04        2.32791916e-05  86.2202  83.8243
   90  7101.71        6.47018900e-04        2.31728340e-05  86.2033  83.8064
   91  7102.64        3.99808800e-04        2.33242510e-05  86.2172  83.8227
   92  7103.53        5.75942800e-04        2.32089683e-05  86.2069  83.8102
   93  7104.41        6.46277700e-04        2.31097075e-05  86.2069  83.8102
   94  7105.29        4.03593600e-04        2.31204920e-05  86.2176  83.8218
   95  7106.22        7.50667300e-04        2.31142328e-05  86.2148  83.8212
   96  7107.18        8.49566400e-04        2.31778181e-05  86.1989  83.8042
   97  7108.09        7.54080700e-04        2.30527427e-05  86.1976  83.7964
   98  7108.98        8.96085500e-04        2.30914181e-05  86.2113  83.8141
   99  7109.89        5.51164100e-04        2.31305894e-05  86.1936  83.7970
  100  7110.81        6.57927300e-04        2.31440080e-05  86.1751  83.7807
  101  7111.75        3.04028700e-04        2.30508832e-05  86.1726  83.7811
  102  7112.69        5.69044900e-04        2.30241083e-05  86.1762  83.7831
  103  7113.61        6.29066900e-04        2.31306828e-05  86.1651  83.7712
  104  7114.54        6.37154200e-04        2.30373410e-05  86.1651  83.7712
  105  7115.46        5.64074900e-04        2.29790799e-05  86.1713  83.7750
  106  7116.35        5.85294000e-04        2.30790846e-05  86.1530  83.7576
  107  7117.31        7.31378900e-04        2.29570151e-05  86.1404  83.7449
  108  7118.18        6.67350400e-04        2.30132618e-05  86.1529  83.7498
  109  7119.05        6.09479900e-04        2.29771894e-05  86.1303  83.7345
  110  7119.96        6.41308300e-04        2.26985277e-05  86.1302  83.7371
  111  7120.91        6.75436700e-04        2.29322850e-05  86.1638  83.7670
  112  7121.87        7.46661400e-04        2.30264634e-05  86.1361  83.7390
  113  7122.77        6.65049100e-04        2.28602023e-05  86.1357  83.7339
  114  7123.74        8.05495800e-04        2.29308928e-05  86.1215  83.7222
  115  7124.65        6.87158700e-04        2.27848681e-05  86.1169  83.7262
  116  7125.54        6.94949200e-04        2.28758236e-05  86.0716  83.6575
  117  7126.46        6.47836900e-04        2.27994024e-05  86.0716  83.6575
  118  7127.34        3.19534400e-04        2.29076503e-05  86.1301  83.7390
  119  7128.32        7.81902700e-04        2.28122012e-05  86.1106  83.7155
  120  7129.26        6.96655200e-04        2.28454801e-05  86.1183  83.7251
  121  7130.21        7.23586700e-04        2.28127999e-05  86.0948  83.7042
  122  7131.30        7.97260100e-04        2.27705916e-05  86.1039  83.7104
  123  7132.20        2.95939900e-04        2.27152745e-05  86.1060  83.7138
  124  7133.09        4.41060800e-04        2.28132028e-05  86.0985  83.7041
  125  7134.01        3.80074100e-04        2.27223402e-05  86.0848  83.6869
  126  7134.95        5.06795700e-04        2.27564337e-05  86.0941  83.6982
  127  7135.88        5.27199200e-04        2.27923362e-05  86.0803  83.6810
  128  7136.80        4.51448900e-04        2.28007036e-05  86.0805  83.6840
  129  7137.75        6.39601500e-04        2.26976620e-05  86.0388  83.6350
  130  7138.66        5.50941300e-04        2.27843098e-05  86.0746  83.6753
  131  7139.64        4.82609900e-04        2.26335748e-05  86.0716  83.6740
  132  7140.57        6.90275200e-04        2.26671703e-05  86.0716  83.6740
  133  7141.46        5.65631800e-04        2.26416451e-05  86.0628  83.6697
  134  7142.40        6.20089100e-04        2.25759774e-05  86.0614  83.6643
  135  7143.32        6.39082200e-04        2.27314539e-05  86.0613  83.6418
  136  7144.24        5.61699100e-04        2.26867663e-05  86.0422  83.6407
  137  7145.14        4.53451800e-04        2.26885328e-05  86.0393  83.6382
  138  7146.02        5.87666200e-04        2.24857037e-05  86.0591  83.6775
  139  7146.91        6.64084800e-04        2.25296140e-05  86.0544  83.6552
  140  7147.88        5.12954600e-04        2.26439292e-05  86.0518  83.6479
  141  7148.83        7.57196900e-04        2.25706071e-05  86.0257  83.6209
  142  7149.85        6.42866200e-04        2.25650599e-05  86.0676  83.6712
  143  7150.77        6.54588800e-04        2.26278145e-05  86.0386  83.6356
  144  7151.70        7.64764800e-04        2.25405159e-05  86.0142  83.6108
  145  7152.59        6.87901200e-04        2.24968821e-05  86.0220  83.6171
  146  7153.51        3.09963900e-04        2.24019556e-05  86.0220  83.6171
  147  7154.45        6.60153100e-04        2.25386831e-05  86.0151  83.6108
  148  7155.35        6.71133500e-04        2.24156841e-05  86.0336  83.6280
  149  7156.31        4.04040100e-04        2.25359870e-05  86.0133  83.6101
  150  7157.23        4.88397100e-04        2.25133023e-05  86.0043  83.5977
  151  7158.13        1.59946200e-04        2.24583839e-05  86.0269  83.6196
  152  7159.04        4.96261400e-04        2.24667341e-05  86.0156  83.6113
  153  7159.96        5.09022200e-04        2.23865631e-05  85.9978  83.5938
  154  7160.95        5.39960300e-04        2.25353148e-05  86.0104  83.6352
  155  7161.86        5.68153600e-04        2.24615278e-05  86.0069  83.5985
  156  7162.75        6.57704200e-04        2.24382234e-05  85.9955  83.5631
  157  7163.67        6.60894400e-04        2.23646214e-05  85.9807  83.5704
  158  7164.56        6.26024000e-04        2.23791661e-05  85.9819  83.5713
  159  7165.45        7.97334800e-04        2.23965824e-05  85.9819  83.5713
  160  7166.38        5.18296000e-04        2.24401852e-05  85.9840  83.5842
  161  7167.28        4.11161700e-04        2.23358731e-05  85.9793  83.5709
  162  7168.22        2.68563000e-04        2.23063397e-05  85.9133  83.5060
  163  7169.13        3.09888100e-04        2.23254294e-05  85.9802  83.5714
  164  7170.02        5.84178500e-04        2.23615026e-05  85.9698  83.5639
  165  7170.92        5.37288600e-04        2.23478120e-05  85.9486  83.5393
  166  7171.86        4.74075900e-04        2.22586229e-05  85.9582  83.5549
  167  7172.82        4.65691900e-04        2.22816485e-05  85.9502  83.5253
  168  7173.74        5.78984200e-04        2.22715148e-05  85.9427  83.5381
  169  7174.73        1.88136500e-04        2.23080829e-05  85.9356  83.5312
  170  7175.70        5.85290500e-04        2.22740905e-05  85.9356  83.5312
  171  7176.62        3.54773500e-04        2.23160054e-05  85.9449  83.5417
