# Ic = 29.93 A, n = 26.25 , Tavg = 0.00 K, afterRTannealing
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  4080.16       -8.80589000e-02        5.00785000e-09  25.9635  20.2452
    1  4080.46        8.84253800e-01        3.87248500e-08  25.9635  19.8873
    2  4080.71        1.88971000e+00        6.58718500e-08  25.9635  19.8873
    3  4080.96        2.88745100e+00        6.77308500e-08  25.9635  19.8873
    4  4081.24        3.90242200e+00        6.48798500e-08  25.9635  20.3447
    5  4081.53        4.89133400e+00        6.30208500e-08  25.9635  20.3447
    6  4081.78        5.92770800e+00        7.51068500e-08  25.9635  20.3447
    7  4082.05        6.85714500e+00        9.81008500e-08  25.9635  20.3447
    8  4082.32        7.90301100e+00        1.18368850e-07  25.9635  19.8154
    9  4082.58        8.96420200e+00        1.25743850e-07  25.9635  19.8154
   10  4082.82        1.00018800e+01        1.33863850e-07  25.9635  19.8154
   11  4083.34        1.09688200e+01        1.28222850e-07  25.9635  19.8154
   12  4083.58        1.19583900e+01        7.78338500e-08  25.9635  20.2411
   13  4083.82        1.29617200e+01        9.53118500e-08  25.9635  20.2411
   14  4084.11        1.39119200e+01        1.02253850e-07  25.9635  20.2411
   15  4084.46        1.49555500e+01        1.11736850e-07  25.9635  20.1137
   16  4084.71        1.58999400e+01        1.13671850e-07  25.9635  20.1137
   17  4084.97        1.68667300e+01        1.17412850e-07  25.9635  20.1137
   18  4085.25        1.78917300e+01        1.16925850e-07  25.9635  20.1137
   19  4085.50        1.88818700e+01        9.65958500e-08  25.9635  19.8834
   20  4085.75        1.98488100e+01        1.08372850e-07  25.9635  19.8834
   21  4085.99        2.09735500e+01        1.14322850e-07  25.9635  19.8834
   22  4086.28        2.19264900e+01        1.04777850e-07  25.9635  20.3481
   23  4086.55        2.29680200e+01        9.12658500e-08  25.9635  20.3481
   24  4086.79        2.39024800e+01        1.03847850e-07  25.9635  20.3481
   25  4087.04        2.49330700e+01        1.25416850e-07  25.9635  20.3481
   26  4087.32        2.59214800e+01        1.41903850e-07  25.9635  19.8084
   27  4087.57        2.69277800e+01        1.43576850e-07  25.9635  19.8084
   28  4087.82        2.79223900e+01        1.52005850e-07  25.9635  19.8084
   29  4088.09        2.89405300e+01        1.86094850e-07  25.9635  19.8084
   30  4088.48        2.99422800e+01        2.83899850e-07  25.9635  20.2525
   31  4088.74        3.09286200e+01        4.84527850e-07  25.9635  20.2525
   32  4089.00        3.19497700e+01        1.58609585e-06  25.9635  20.2525
   33  4089.28        3.29059100e+01        3.17092085e-06  25.9635  20.1032
   34  4089.54        3.39783900e+01        5.90305485e-06  25.9635  20.1032
   35  4089.80        3.49582700e+01        1.17469498e-05  25.9635  20.1032
   36  4090.05        3.59805500e+01        2.17690918e-05  25.9635  20.1032
