====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 800 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 559858.E-01 A   Straggling = 341384.E-02 A
 Ion Lateral Range = 470032.E-02 A   Straggling = 645205.E-02 A
 Ion Radial  Range = 738360.E-02 A   Straggling = 530879.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
6150100.E-04 22223813.E-03 24573691.E-03 30272916.E-03 97045957.E-04 
1230010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1845010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2460010.E-03 32267557.E-03 32267557.E-03 42731092.E-03 00000000.E+00 
3075010.E-03 30758580.E-03 32656784.E-03 40281809.E-03 59636799.E-04 
3690010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4305010.E-03 27009380.E-03 32199697.E-03 35027998.E-03 12022070.E-03 
4920010.E-03 22133997.E-03 22632208.E-03 34864253.E-03 53980964.E-04 
5535010.E-03 22727502.E-03 26009432.E-03 26317970.E-03 10069789.E-03 
6150010.E-03 55419015.E-04 55419015.E-04 29086543.E-03 00000000.E+00 
6765010.E-03 21941212.E-03 30421534.E-03 47149375.E-03 22041398.E-04 
7380010.E-03 25650528.E-03 30814525.E-03 34190530.E-03 11496505.E-03 
7995010.E-03 31927103.E-03 34013016.E-03 39583949.E-03 63792237.E-04 
8610010.E-03 20114169.E-03 24234557.E-03 32088684.E-03 41096316.E-04 
9225010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9840010.E-03 28068483.E-03 28068483.E-03 33553185.E-03 00000000.E+00 
1045501.E-02 34419356.E-03 34419356.E-03 47700831.E-03 00000000.E+00 
1107001.E-02 29396875.E-03 30914228.E-03 34556467.E-03 44681289.E-04 
1168501.E-02 26308656.E-03 30707273.E-03 38557799.E-03 10456508.E-03 
1230001.E-02 22251037.E-03 22251037.E-03 28157830.E-03 00000000.E+00 
1291501.E-02 16441283.E-03 18074388.E-03 29817952.E-03 10559358.E-03 
1353001.E-02 27938682.E-03 32715607.E-03 35752365.E-03 15576072.E-03 
1414501.E-02 26479104.E-03 29125699.E-03 36408574.E-03 49092983.E-04 
1476001.E-02 34947459.E-03 34947459.E-03 37697052.E-03 00000000.E+00 
1537501.E-02 19006197.E-03 21786896.E-03 32731795.E-03 10610109.E-03 
1599001.E-02 20932761.E-03 22694945.E-03 23048736.E-03 78886840.E-04 
1660501.E-02 22395165.E-03 23559373.E-03 32715336.E-03 13878334.E-03 
1722001.E-02 13717409.E-03 13717409.E-03 36738258.E-03 00000000.E+00 
1783501.E-02 31758067.E-03 32558662.E-03 33780905.E-03 83685775.E-04 
1845001.E-02 28161560.E-03 29256161.E-03 35904747.E-03 12040714.E-04 
1906501.E-02 17124732.E-03 20592390.E-03 34438809.E-03 37107015.E-04 
1968001.E-02 24456357.E-03 25228941.E-03 27331665.E-03 55709772.E-04 
2029501.E-02 14703757.E-04 14703757.E-04 46742735.E-03 00000000.E+00 
2091001.E-02 20638414.E-03 24730825.E-03 39323575.E-03 67488781.E-04 
2152501.E-02 35080469.E-03 35463283.E-03 42849478.E-03 36505490.E-04 
2214001.E-02 26502084.E-03 28639225.E-03 32536177.E-03 84537051.E-04 
2275501.E-02 26123262.E-03 28266920.E-03 35986301.E-03 70161621.E-04 
2337001.E-02 10492635.E-03 12689727.E-03 34945359.E-03 78348605.E-04 
2398501.E-02 21269935.E-03 25347151.E-03 32029829.E-03 93841308.E-04 
