====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1255.00E-09  2589.64E-09  
800001.E-02  4125.00E-09  7405.55E-09  
120000.E-01  8050.00E-09  1508.71E-08  
160000.E-01  5450.00E-09  1113.31E-08  
200000.E-01  6315.00E-09  1167.89E-08  
240000.E-01  7610.00E-09  1713.75E-08  
280000.E-01  7535.00E-09  1565.82E-08  
320000.E-01  7155.00E-09  2879.36E-08  
360000.E-01  7730.00E-09  1991.65E-08  
400000.E-01  8095.00E-09  1743.57E-08  
440000.E-01  8140.00E-09  2069.17E-08  
480000.E-01  7880.00E-09  1340.55E-08  
520000.E-01  8145.00E-09  1566.17E-08  
560000.E-01  8095.00E-09  1431.64E-08  
600000.E-01  8370.00E-09  1340.96E-08  
640000.E-01  8225.00E-09  2117.28E-08  
680000.E-01  8330.00E-09  1715.25E-08  
720000.E-01  8390.00E-09  1796.29E-08  
760000.E-01  8450.00E-09  3563.11E-08  
800000.E-01  8095.00E-09  1730.10E-08  
840000.E-01  8280.00E-09  1971.98E-08  
880000.E-01  8620.00E-09  1980.65E-08  
920000.E-01  8640.00E-09  1732.34E-08  
960000.E-01  9055.00E-09  1931.20E-08  
100000.E+00  8945.00E-09  2164.88E-08  
104000.E+00  8965.00E-09  1560.49E-08  
108000.E+00  9125.00E-09  1973.47E-08  
112000.E+00  8925.00E-09  1843.78E-08  
116000.E+00  9070.00E-09  1598.47E-08  
120000.E+00  9430.00E-09  1423.79E-08  
124000.E+00  9475.00E-09  2054.25E-08  
128000.E+00  9835.00E-09  2248.54E-08  
132000.E+00  9715.00E-09  2191.56E-08  
136000.E+00  1036.50E-08  2398.67E-08  
140000.E+00  1002.00E-08  2474.05E-08  
144000.E+00  1022.00E-08  1679.39E-08  
148000.E+00  1035.50E-08  2593.92E-08  
152000.E+00  1045.00E-08  1880.48E-08  
156000.E+00  1109.50E-08  2259.50E-08  
160000.E+00  1113.50E-08  3664.18E-08  
164000.E+00  1099.00E-08  4235.40E-08  
168000.E+00  1094.50E-08  2124.90E-08  
172000.E+00  1101.00E-08  2243.67E-08  
176000.E+00  1183.50E-08  3573.84E-08  
180000.E+00  1159.00E-08  2374.06E-08  
184000.E+00  1197.00E-08  1880.06E-08  
188000.E+00  1172.50E-08  2249.26E-08  
192000.E+00  1140.50E-08  2775.87E-08  
196000.E+00  1248.00E-08  2500.11E-08  
200000.E+00  1255.00E-08  3036.85E-08  
204000.E+00  1253.00E-08  4309.04E-08  
208000.E+00  1318.00E-08  2531.88E-08  
212000.E+00  1326.00E-08  2886.95E-08  
216000.E+00  1325.50E-08  2560.15E-08  
220000.E+00  1421.00E-08  4743.33E-08  
224000.E+00  1413.50E-08  2464.37E-08  
228000.E+00  1475.00E-08  3671.55E-08  
232000.E+00  1482.50E-08  2717.26E-08  
236000.E+00  1465.00E-08  3179.76E-08  
240000.E+00  1553.00E-08  3592.11E-08  
244000.E+00  1638.00E-08  3372.13E-08  
248000.E+00  1674.00E-08  4439.19E-08  
252000.E+00  1731.50E-08  4566.80E-08  
256000.E+00  1752.00E-08  3796.83E-08  
260000.E+00  1831.50E-08  3978.70E-08  
264000.E+00  1926.50E-08  4862.22E-08  
268000.E+00  1919.50E-08  4264.84E-08  
272000.E+00  2020.00E-08  4526.65E-08  
276000.E+00  2077.00E-08  4382.87E-08  
280000.E+00  2164.00E-08  4196.51E-08  
284000.E+00  2278.00E-08  4837.90E-08  
288000.E+00  2462.00E-08  5833.30E-08  
292000.E+00  2549.50E-08  4199.37E-08  
296000.E+00  2667.00E-08  6464.65E-08  
300000.E+00  2882.00E-08  6128.50E-08  
