====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1370.00E-09  1600.14E-09  
800001.E-02  4600.00E-09  1294.62E-08  
120000.E-01  8175.00E-09  1441.93E-08  
160000.E-01  5195.00E-09  1659.44E-08  
200000.E-01  6285.00E-09  1704.98E-08  
240000.E-01  7355.00E-09  1648.28E-08  
280000.E-01  7605.00E-09  1698.17E-08  
320000.E-01  7500.00E-09  2753.23E-08  
360000.E-01  7685.00E-09  2183.65E-08  
400000.E-01  7615.00E-09  1519.43E-08  
440000.E-01  8050.00E-09  1414.26E-08  
480000.E-01  7440.00E-09  1357.26E-08  
520000.E-01  7975.00E-09  1678.80E-08  
560000.E-01  8185.00E-09  1993.08E-08  
600000.E-01  8070.00E-09  1799.81E-08  
640000.E-01  8290.00E-09  2471.60E-08  
680000.E-01  8575.00E-09  1448.76E-08  
720000.E-01  8250.00E-09  1462.04E-08  
760000.E-01  8540.00E-09  2734.55E-08  
800000.E-01  8435.00E-09  1639.64E-08  
840000.E-01  8670.00E-09  2183.48E-08  
880000.E-01  8665.00E-09  1751.59E-08  
920000.E-01  8370.00E-09  1812.19E-08  
960000.E-01  9185.00E-09  2027.24E-08  
100000.E+00  9035.00E-09  3081.00E-08  
104000.E+00  9035.00E-09  2150.91E-08  
108000.E+00  9025.00E-09  1791.08E-08  
112000.E+00  8900.00E-09  2551.32E-08  
116000.E+00  8860.00E-09  2206.29E-08  
120000.E+00  9140.00E-09  1280.18E-08  
124000.E+00  9445.00E-09  2593.93E-08  
128000.E+00  9745.00E-09  1684.53E-08  
132000.E+00  9935.00E-09  2398.20E-08  
136000.E+00  1015.00E-08  2083.83E-08  
140000.E+00  9910.00E-09  4528.56E-08  
144000.E+00  1031.00E-08  1942.53E-08  
148000.E+00  1039.50E-08  2757.50E-08  
152000.E+00  1046.00E-08  1844.45E-08  
156000.E+00  1045.50E-08  1755.48E-08  
160000.E+00  1074.00E-08  3906.40E-08  
164000.E+00  1068.00E-08  2317.23E-08  
168000.E+00  1060.50E-08  3227.42E-08  
172000.E+00  1180.00E-08  1915.53E-08  
176000.E+00  1176.50E-08  2692.27E-08  
180000.E+00  1143.00E-08  2315.72E-08  
184000.E+00  1181.00E-08  2334.63E-08  
188000.E+00  1208.00E-08  2901.33E-08  
192000.E+00  1218.00E-08  2156.78E-08  
196000.E+00  1257.00E-08  2640.55E-08  
200000.E+00  1267.50E-08  2502.98E-08  
204000.E+00  1263.00E-08  2186.99E-08  
208000.E+00  1277.00E-08  2715.41E-08  
212000.E+00  1350.50E-08  2331.07E-08  
216000.E+00  1360.50E-08  2782.34E-08  
220000.E+00  1369.00E-08  3951.41E-08  
224000.E+00  1454.50E-08  2717.54E-08  
228000.E+00  1412.50E-08  3087.55E-08  
232000.E+00  1480.00E-08  3196.14E-08  
236000.E+00  1518.00E-08  2933.09E-08  
240000.E+00  1577.50E-08  3360.75E-08  
244000.E+00  1603.00E-08  3006.22E-08  
248000.E+00  1628.00E-08  4262.27E-08  
252000.E+00  1660.00E-08  3193.18E-08  
256000.E+00  1786.50E-08  5465.65E-08  
260000.E+00  1830.50E-08  3177.75E-08  
264000.E+00  1863.00E-08  4208.20E-08  
268000.E+00  1955.50E-08  4052.33E-08  
272000.E+00  2026.50E-08  4169.54E-08  
276000.E+00  2122.50E-08  5088.88E-08  
280000.E+00  2165.50E-08  4703.55E-08  
284000.E+00  2332.00E-08  4322.47E-08  
288000.E+00  2327.50E-08  5149.82E-08  
292000.E+00  2511.00E-08  5391.24E-08  
296000.E+00  2697.00E-08  4777.68E-08  
300000.E+00  2910.00E-08  6005.32E-08  
