====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1600.00E-08  1603.33E-08  
400010.E-03  3320.00E-08  4078.06E-08  
600010.E-03  6810.00E-08  7870.05E-08  
800010.E-03  9820.00E-08  1029.46E-07  
100001.E-02  1376.00E-07  1453.08E-07  
120001.E-02  1449.00E-07  1854.63E-07  
140001.E-02  9610.00E-08  1162.90E-07  
160001.E-02  1150.00E-07  1176.13E-07  
180001.E-02  1342.00E-07  1367.80E-07  
200001.E-02  1449.00E-07  1619.17E-07  
220001.E-02  1561.00E-07  1637.11E-07  
240001.E-02  1717.00E-07  2020.28E-07  
260001.E-02  1829.00E-07  1804.20E-07  
280001.E-02  1830.00E-07  1900.38E-07  
300001.E-02  1873.00E-07  1995.48E-07  
320001.E-02  2147.00E-07  1934.99E-07  
340001.E-02  2241.00E-07  2341.31E-07  
360001.E-02  2443.00E-07  2307.54E-07  
380001.E-02  2600.00E-07  2439.20E-07  
400001.E-02  2655.00E-07  2171.83E-07  
420001.E-02  2987.00E-07  2489.39E-07  
440001.E-02  3269.00E-07  2839.97E-07  
460001.E-02  3616.00E-07  2826.88E-07  
480001.E-02  3834.00E-07  2671.84E-07  
500001.E-02  4294.00E-07  3018.02E-07  
520001.E-02  4823.00E-07  3038.13E-07  
540001.E-02  5385.00E-07  3218.01E-07  
560001.E-02  6029.00E-07  3168.00E-07  
580001.E-02  6563.00E-07  3471.53E-07  
600001.E-02  7287.00E-07  3160.57E-07  
620001.E-02  8059.00E-07  3526.31E-07  
640001.E-02  8841.00E-07  3208.19E-07  
660001.E-02  9334.00E-07  3062.19E-07  
680001.E-02  9494.00E-07  2608.54E-07  
700001.E-02  9848.00E-07  2312.80E-07  
720001.E-02  9106.00E-07  1691.30E-07  
740001.E-02  8061.00E-07  1278.82E-07  
760001.E-02  6651.00E-07  8582.65E-08  
780001.E-02  4973.00E-07  5568.32E-08  
800001.E-02  3381.00E-07  2569.52E-08  
820001.E-02  2102.00E-07  1451.67E-08  
840001.E-02  1202.00E-07  6813.73E-09  
860001.E-02  5860.00E-08  2923.08E-09  
880001.E-02  2610.00E-08  1020.68E-09  
900001.E-02  9400.00E-09  2568.44E-10  
920001.E-02  3400.00E-09  7206.82E-11  
940001.E-02  1500.00E-09  0000.00E+00  
960001.E-02  9000.00E-10  2009.51E-11  
980001.E-02  0000.00E+00  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
