# Ic = 36.17 A, n = 27.47 , Tavg = 25.89 K, 20Kafterstep10afterTc
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  2687.21        2.49073200e+01        6.63421550e-08  25.8338  19.8163
    1  2687.45        2.51961200e+01        4.94835550e-08  25.8338  19.8163
    2  2687.70        2.55012500e+01       -5.32793450e-08  25.8338  19.8163
    3  2687.96        2.58322000e+01       -6.12748450e-08  25.8614  20.2366
    4  2688.24        2.61517300e+01       -1.16288450e-08  25.8614  20.2366
    5  2688.49        2.63977900e+01       -6.30112450e-08  25.8614  20.2366
    6  2688.74        2.66922600e+01       -2.37788450e-08  25.8614  20.2366
    7  2689.02        2.70516900e+01       -4.13816450e-08  25.8574  19.6870
    8  2689.29        2.73791700e+01       -4.32410450e-08  25.8574  19.6870
    9  2689.54        2.76067700e+01        1.01237550e-08  25.8574  19.6870
   10  2689.86        2.79364300e+01        9.31795500e-09  25.8574  19.6870
   11  2690.14        2.82397500e+01       -2.96674450e-08  25.8341  20.1925
   12  2690.42        2.84991900e+01       -8.16034500e-09  25.8341  20.1925
   13  2690.66        2.88072400e+01       -3.25185450e-08  25.8341  20.1925
   14  2690.92        2.91440200e+01       -4.70838450e-08  25.8781  19.9460
   15  2691.17        2.94650500e+01        8.38825500e-09  25.8781  19.9460
   16  2691.43        2.97779000e+01       -5.06134500e-09  25.8781  19.9460
   17  2691.68        3.00676100e+01       -7.54054500e-09  25.8781  19.9460
   18  2691.96        3.03354100e+01       -4.11957450e-08  25.8333  19.8130
   19  2692.22        3.06110300e+01       -6.56158450e-08  25.8333  19.8130
   20  2692.46        3.08943500e+01       -1.46654500e-09  25.8333  19.8130
   21  2692.71        3.12007300e+01       -4.73317450e-08  25.8333  19.8130
   22  2692.97        3.15307200e+01       -3.42539450e-08  25.8624  20.2400
   23  2693.21        3.18585300e+01        1.48342550e-08  25.8624  20.2400
   24  2693.46        3.21231500e+01       -5.34677450e-08  25.8624  20.2400
   25  2693.70        3.24011600e+01       -2.15480450e-08  25.8624  20.2400
   26  2694.00        3.27712600e+01       -7.22477450e-08  25.8581  19.6906
   27  2694.25        3.30544500e+01       -4.75171450e-08  25.8581  19.6906
   28  2694.51        3.33165600e+01       -3.75356450e-08  25.8581  19.6906
   29  2694.77        3.36126600e+01       -1.07447045e-07  25.8581  19.6906
   30  2695.05        3.39639900e+01       -5.72431450e-08  25.8413  20.2012
   31  2695.30        3.42399400e+01       -1.22456450e-08  25.8413  20.2012
   32  2695.55        3.45272400e+01       -8.71175450e-08  25.8413  20.2012
   33  2695.86        3.48687600e+01       -3.44964450e-08  25.8413  20.2012
   34  2696.15        3.51632900e+01        1.65750550e-08  25.8859  19.9614
   35  2696.42        3.54187900e+01       -2.21624450e-08  25.8859  19.9614
   36  2696.66        3.57357800e+01        2.35788550e-08  25.8859  19.9614
   37  2696.93        3.60645900e+01        3.58508550e-08  25.8432  19.8224
   38  2697.20        3.63658800e+01        1.09855055e-07  25.8432  19.8224
   39  2697.45        3.66227400e+01        2.02701255e-07  25.8432  19.8224
   40  2697.69        3.69038200e+01        2.48628455e-07  25.8432  19.8224
   41  2697.96        3.72717900e+01        3.56225855e-07  25.8720  20.2536
   42  2698.23        3.75761500e+01        5.64974655e-07  25.8720  20.2536
   43  2698.47        3.78369100e+01        6.39164755e-07  25.8720  20.2536
   44  2698.71        3.81402500e+01        8.59317955e-07  25.8720  20.2536
   45  2698.97        3.84744600e+01        9.87368755e-07  25.8746  19.7130
   46  2699.23        3.87425100e+01        1.26640295e-06  25.8746  19.7130
   47  2699.48        3.90644800e+01        1.60140515e-06  25.8746  19.7130
   48  2699.74        3.93495100e+01        1.82403755e-06  25.8746  19.7130
   49  2700.09        3.96623400e+01        2.42295085e-06  25.8485  20.2057
   50  2700.34        3.99547800e+01        3.53772455e-06  25.8485  20.2057
   51  2700.58        4.02564700e+01        3.60249375e-06  25.8485  20.2057
   52  2700.94        4.05481500e+01        5.01390365e-06  25.8485  20.2057
   53  2701.21        4.08865600e+01        6.30587786e-06  25.8918  19.9711
   54  2701.46        4.11533900e+01        6.45785295e-06  25.8918  19.9711
   55  2701.70        4.14355900e+01        8.72997996e-06  25.8918  19.9711
   56  2701.99        4.17828300e+01        1.03186528e-05  25.8525  19.8357
   57  2702.25        4.20740400e+01        1.23973399e-05  25.8525  19.8357
   58  2702.50        4.23415900e+01        1.40492323e-05  25.8525  19.8357
   59  2702.75        4.26355500e+01        1.78592702e-05  25.8525  19.8357
   60  2703.03        4.29879200e+01        2.14068225e-05  25.8860  20.2715
