====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  527640.E-09  612815.E-09
800001.E-02  480485.E-09  648029.E-09
120000.E-01  459626.E-09  120645.E-08
160000.E-01  441203.E-09  811565.E-09
200000.E-01  424319.E-09  910090.E-09
240000.E-01  422078.E-09  969121.E-09
280000.E-01  426850.E-09  157653.E-08
320000.E-01  428627.E-09  109940.E-08
360000.E-01  431093.E-09  110818.E-08
400000.E-01  438939.E-09  115587.E-08
440000.E-01  442673.E-09  109557.E-08
480000.E-01  445467.E-09  111204.E-08
520000.E-01  448594.E-09  197381.E-08
560000.E-01  452304.E-09  104146.E-08
600000.E-01  454386.E-09  138617.E-08
640000.E-01  457248.E-09  104369.E-08
680000.E-01  461463.E-09  119806.E-08
720000.E-01  466273.E-09  121151.E-08
760000.E-01  470249.E-09  146120.E-08
800000.E-01  475293.E-09  175723.E-08
840000.E-01  477766.E-09  123799.E-08
880000.E-01  480586.E-09  161872.E-08
920000.E-01  483682.E-09  125524.E-08
960000.E-01  492865.E-09  124267.E-08
100000.E+00  494835.E-09  118066.E-08
104000.E+00  499091.E-09  164836.E-08
108000.E+00  503083.E-09  145153.E-08
112000.E+00  508037.E-09  127691.E-08
116000.E+00  513063.E-09  126359.E-08
120000.E+00  523487.E-09  188670.E-08
124000.E+00  531459.E-09  172461.E-08
128000.E+00  534017.E-09  177850.E-08
132000.E+00  541342.E-09  145553.E-08
136000.E+00  547969.E-09  182191.E-08
140000.E+00  553006.E-09  158306.E-08
144000.E+00  558939.E-09  172738.E-08
148000.E+00  566303.E-09  154729.E-08
152000.E+00  566427.E-09  218408.E-08
156000.E+00  571085.E-09  151907.E-08
160000.E+00  582579.E-09  149772.E-08
164000.E+00  600324.E-09  199111.E-08
168000.E+00  606932.E-09  156234.E-08
172000.E+00  608863.E-09  148665.E-08
176000.E+00  619581.E-09  176671.E-08
180000.E+00  623095.E-09  212291.E-08
184000.E+00  630815.E-09  182681.E-08
188000.E+00  638928.E-09  206115.E-08
192000.E+00  647495.E-09  164743.E-08
196000.E+00  665907.E-09  196041.E-08
200000.E+00  679003.E-09  199553.E-08
204000.E+00  690671.E-09  190050.E-08
208000.E+00  699683.E-09  173892.E-08
212000.E+00  714185.E-09  220370.E-08
216000.E+00  723290.E-09  197472.E-08
220000.E+00  737161.E-09  187416.E-08
224000.E+00  756010.E-09  208996.E-08
228000.E+00  767124.E-09  210645.E-08
232000.E+00  783000.E-09  208086.E-08
236000.E+00  799164.E-09  261732.E-08
240000.E+00  813114.E-09  202345.E-08
244000.E+00  840657.E-09  228154.E-08
248000.E+00  865662.E-09  233301.E-08
252000.E+00  885283.E-09  260289.E-08
256000.E+00  910431.E-09  257379.E-08
260000.E+00  942557.E-09  270968.E-08
264000.E+00  975278.E-09  253973.E-08
268000.E+00  994939.E-09  279353.E-08
272000.E+00  102263.E-08  286763.E-08
276000.E+00  106806.E-08  292455.E-08
280000.E+00  110895.E-08  290015.E-08
284000.E+00  116523.E-08  341640.E-08
288000.E+00  120176.E-08  341830.E-08
292000.E+00  126566.E-08  369052.E-08
296000.E+00  133236.E-08  375381.E-08
300000.E+00  139472.E-08  384548.E-08
304000.E+00  148369.E-08  430401.E-08
308000.E+00  161173.E-08  471628.E-08
312000.E+00  176056.E-08  487462.E-08
316000.E+00  193599.E-08  551338.E-08
320000.E+00  218729.E-08  646432.E-08
324000.E+00  254209.E-08  731771.E-08
328000.E+00  307490.E-08  847406.E-08
332000.E+00  418929.E-08  113069.E-07
336000.E+00  616497.E-08  152584.E-07
340000.E+00  885121.E-08  209914.E-07
344000.E+00  113883.E-07  248438.E-07
348000.E+00  116158.E-07  245606.E-07
352000.E+00  916329.E-08  184237.E-07
356000.E+00  534818.E-08  104864.E-07
360000.E+00  241678.E-08  460058.E-08
364000.E+00  775483.E-09  144817.E-08
368000.E+00  200671.E-09  358975.E-09
372000.E+00  333080.E-10  608764.E-10
376000.E+00  500781.E-11  123473.E-10
380000.E+00  766126.E-12  189805.E-11
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
