====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = He   Energy = 7200 keV
 Total Ions calculated =20000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 36000.E+01 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 173257.E+00 A   Straggling = 383681.E-02 A
 Ion Lateral Range = 625065.E-02 A   Straggling = 875579.E-02 A
 Ion Radial  Range = 987698.E-02 A   Straggling = 745805.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4015010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8030010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1204501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1606001.E-02 53634929.E-04 53634929.E-04 33497271.E-03 00000000.E+00 
2007501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2409001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2810501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3212001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3613501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4015001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4416501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4818001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5219501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5621001.E-02 15126383.E-03 15126383.E-03 10063836.E-02 00000000.E+00 
6022501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6424001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6825501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7227001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7628501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8030001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8431501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8833001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9234501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9636001.E-02 12025416.E-02 12025416.E-02 13351962.E-02 00000000.E+00 
1003750.E-01 68762070.E-03 68762070.E-03 90132821.E-03 00000000.E+00 
1043900.E-01 61738273.E-03 63017722.E-03 83854030.E-03 26967417.E-03 
1084050.E-01 90273230.E-04 90273230.E-04 68672030.E-03 00000000.E+00 
1124200.E-01 52335156.E-03 53708403.E-03 88447024.E-03 38706366.E-03 
1164350.E-01 88712741.E-03 88712741.E-03 89117503.E-03 00000000.E+00 
1204500.E-01 10825662.E-02 10825662.E-02 11584554.E-02 00000000.E+00 
1244650.E-01 71330742.E-03 75006971.E-03 87884179.E-03 12525688.E-03 
1284800.E-01 82565677.E-03 82952356.E-03 96511970.E-03 20447809.E-03 
1324950.E-01 43077532.E-03 55498649.E-03 72053217.E-03 17566258.E-03 
1365100.E-01 44474682.E-03 48822664.E-03 55961699.E-03 24850174.E-03 
1405250.E-01 46998764.E-04 58902135.E-04 30800098.E-03 21202654.E-03 
1445400.E-01 30568416.E-03 34593625.E-03 47342496.E-03 16343572.E-03 
1485550.E-01 35538833.E-03 42464858.E-03 51470949.E-03 21915670.E-03 
1525700.E-01 29358670.E-03 37610244.E-03 40958506.E-03 22490681.E-03 
1565850.E-01 26894843.E-03 34055220.E-03 45507989.E-03 21062303.E-03 
