# Ic = 29.22 A, n = 32.41 , Tavg = 25.76 K, 20Kafterstep12
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  124.14        1.98188800e+01        6.92684460e-08  25.7426  19.7197
    1  124.63        2.05173400e+01        2.27837160e-08  25.7426  19.7197
    2  124.87        2.10785600e+01        1.11313260e-08  25.7147  20.1942
    3  125.12        2.16628500e+01        1.15649760e-08  25.7147  20.1942
    4  125.64        2.23225300e+01        2.93530260e-08  25.7147  20.1942
    5  125.90        2.28960300e+01        3.06545960e-08  25.7599  19.9926
    6  126.14        2.34660500e+01        6.92679160e-08  25.7599  19.9926
    7  126.46        2.40828000e+01        9.18904960e-08  25.7186  19.8115
    8  126.72        2.47275300e+01        1.06021856e-07  25.7186  19.8115
    9  126.96        2.52744900e+01        1.50957096e-07  25.7186  19.8115
   10  127.22        2.58577200e+01        1.75934896e-07  25.7186  19.8115
   11  127.52        2.65163900e+01        2.15291976e-07  25.7430  20.2773
   12  127.76        2.70778900e+01        2.45909926e-07  25.7430  20.2773
   13  128.00        2.76765200e+01        2.67540826e-07  25.7430  20.2773
   14  128.30        2.82563600e+01        3.65592626e-07  25.7430  20.2773
   15  128.62        2.89121500e+01        4.70028346e-07  25.7453  19.7233
   16  128.87        2.94800600e+01        5.90764706e-07  25.7453  19.7233
   17  129.11        3.00592700e+01        8.26039456e-07  25.7453  19.7233
   18  129.40        3.07107700e+01        1.30991459e-06  25.7160  20.1904
   19  129.65        3.13132000e+01        2.82054462e-06  25.7160  20.1904
   20  129.90        3.19106100e+01        3.38536669e-06  25.7160  20.1904
   21  130.15        3.24779300e+01        6.89200632e-06  25.7160  20.1904
   22  130.45        3.31011200e+01        1.14047098e-05  25.7622  20.0030
   23  130.70        3.37455500e+01        2.18613617e-05  25.7622  20.0030
