====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 150 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 685797.E-02 A   Straggling = 117306.E-02 A
 Ion Lateral Range = 128850.E-02 A   Straggling = 162247.E-02 A
 Ion Radial  Range = 202341.E-02 A   Straggling = 108230.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
2000100.E-04 28226151.E-04 34061556.E-04 50272031.E-04 14630500.E-04 
4000100.E-04 25590173.E-04 31565870.E-04 41509808.E-04 14331331.E-04 
6000100.E-04 25075094.E-04 30112910.E-04 40505977.E-04 18870376.E-04 
8000100.E-04 25626741.E-04 29769821.E-04 37203829.E-04 13582612.E-04 
1000010.E-03 26500084.E-04 31335108.E-04 44373155.E-04 16982354.E-04 
1200010.E-03 25971915.E-04 32668974.E-04 42056840.E-04 20847164.E-04 
1400010.E-03 24086682.E-04 29308371.E-04 38128319.E-04 14718859.E-04 
1600010.E-03 26812530.E-04 32451424.E-04 39914764.E-04 17930306.E-04 
1800010.E-03 28634938.E-04 32517058.E-04 39829763.E-04 12847281.E-04 
2000010.E-03 23471275.E-04 27886464.E-04 38449463.E-04 14009092.E-04 
2200010.E-03 22348461.E-04 27283253.E-04 37412983.E-04 17780146.E-04 
2400010.E-03 22755096.E-04 27085946.E-04 38343682.E-04 15624879.E-04 
2600010.E-03 23947093.E-04 29491858.E-04 38194219.E-04 15734987.E-04 
2800010.E-03 22936523.E-04 27909915.E-04 36566342.E-04 15549283.E-04 
3000010.E-03 23339147.E-04 27536490.E-04 35991386.E-04 15043282.E-04 
3200010.E-03 26601770.E-04 31483951.E-04 38033090.E-04 15738645.E-04 
3400010.E-03 25118621.E-04 29474677.E-04 37920454.E-04 14542681.E-04 
3600010.E-03 19835737.E-04 24243965.E-04 33073596.E-04 14390661.E-04 
3800010.E-03 21435960.E-04 25952522.E-04 34436081.E-04 15278912.E-04 
4000010.E-03 22090304.E-04 26280953.E-04 33645147.E-04 13604519.E-04 
4200010.E-03 23416227.E-04 27531261.E-04 35116145.E-04 13782342.E-04 
4400010.E-03 21744205.E-04 25867228.E-04 33988832.E-04 13168100.E-04 
4600010.E-03 21168055.E-04 25350326.E-04 32463955.E-04 13056969.E-04 
