# Ic = 0.35 A, n = 8.28 , Tavg = 59.91 K, afterTc-60k-45e19pm2-03T-0nA
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-04-02_13:45:33.387000      100852.51        7.99367700e-03        8.59431667e-09  59.9930  58.8740  59.3680  0.0000
0202-04-02_13:45:33.766000      100852.89        2.24896200e-02        5.74331667e-09  59.9511  58.8757  59.3899  0.0000
0202-04-02_13:45:34.125000      100853.25        3.23964900e-02        7.60261667e-09  59.9511  58.8757  59.3899  0.0000
0202-04-02_13:45:34.473000      100853.60        4.22093500e-02        5.55741667e-09  59.9025  58.8768  59.4265  0.0000
0202-04-02_13:45:34.820000      100853.95        5.21459100e-02        1.59697167e-08  59.9025  58.8768  59.4265  0.0000
0202-04-02_13:45:35.170000      100854.30        6.19310800e-02        2.34071167e-08  59.9025  58.8768  59.4265  0.0000
0202-04-02_13:45:35.527000      100854.65        7.20861200e-02        2.14858167e-08  59.9049  58.8773  59.4173  0.0000
0202-04-02_13:45:35.875000      100855.00        8.18163700e-02        2.37789167e-08  59.9049  58.8773  59.4173  0.0000
0202-04-02_13:45:36.223000      100855.35        9.18031000e-02        1.89447167e-08  59.9049  58.8773  59.4173  0.0000
0202-04-02_13:45:36.574000      100855.70        1.01818300e-01        1.99983167e-08  59.9689  58.8758  59.3027  0.0000
0202-04-02_13:45:36.920000      100856.05        1.11924100e-01        2.61341167e-08  59.9689  58.8758  59.3027  0.0000
0202-04-02_13:45:37.280000      100856.41        1.21720300e-01        2.59482167e-08  59.9689  58.8758  59.3027  0.0000
0202-04-02_13:45:37.630000      100856.75        1.31376300e-01        3.08445167e-08  59.9845  58.8754  59.3132  0.0000
0202-04-02_13:45:37.977000      100857.10        1.41574100e-01        2.78075167e-08  59.9845  58.8754  59.3132  0.0000
0202-04-02_13:45:38.332000      100857.46        1.51153400e-01        3.43772167e-08  59.9845  58.8754  59.3132  0.0000
0202-04-02_13:45:38.742000      100857.87        1.61465400e-01        4.62770167e-08  59.9891  58.8772  59.3966  0.0000
0202-04-02_13:45:39.090000      100858.21        1.70941100e-01        2.73737167e-08  59.9891  58.8772  59.3966  0.0000
0202-04-02_13:45:39.445000      100858.57        1.81009700e-01        2.82414167e-08  59.9891  58.8772  59.3966  0.0000
0202-04-02_13:45:39.800000      100858.93        1.91029400e-01        3.74761167e-08  59.9300  58.8755  59.3224  0.0000
0202-04-02_13:45:40.160000      100859.29        2.00719000e-01        4.30542167e-08  59.9300  58.8755  59.3224  0.0000
0202-04-02_13:45:40.523000      100859.65        2.11212100e-01        5.28467167e-08  59.9621  58.8744  59.2862  0.0000
0202-04-02_13:45:40.867000      100859.99        2.20660400e-01        3.02247167e-08  59.9621  58.8744  59.2862  0.0000
0202-04-02_13:45:41.215000      100860.34        2.30565700e-01        3.34476167e-08  59.9621  58.8744  59.2862  0.0000
