depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
4.0150100000e+03         	7.5435600000e-03         	2.4347184050e+01         	5.4950500000e-05         	0.0000000000e+00         
8.0300100000e+03         	1.1768370000e-02         	2.4475773170e+01         	1.2887740000e-04         	0.0000000000e+00         
1.2045000000e+04         	1.0549480000e-02         	2.4639885420e+01         	1.0526460000e-04         	0.0000000000e+00         
1.6060000000e+04         	1.0088240000e-02         	2.4815315240e+01         	9.8465000000e-05         	0.0000000000e+00         
2.0075000000e+04         	1.6305250000e-02         	2.4893250410e+01         	1.7628670000e-04         	0.0000000000e+00         
2.4090000000e+04         	3.6992600000e-03         	1.8622210076e+01         	4.4384200000e-05         	0.0000000000e+00         
2.8105000000e+04         	6.2457400000e-03         	1.8722040290e+01         	1.0841880000e-04         	0.0000000000e+00         
3.2120000000e+04         	7.5667000000e-03         	1.8817787410e+01         	1.5882140000e-04         	0.0000000000e+00         
3.6135000000e+04         	7.9771800000e-03         	1.8913867930e+01         	1.3481650000e-04         	0.0000000000e+00         
4.0150000000e+04         	9.3063500000e-03         	1.9052139430e+01         	1.5978220000e-04         	0.0000000000e+00         
4.4165000000e+04         	7.1550500000e-03         	2.3505151730e+01         	5.3078300000e-05         	1.2453000000e+00         
4.8180000000e+04         	9.7335000000e-03         	2.6486785320e+01         	7.5567400000e-05         	0.0000000000e+00         
5.2195000000e+04         	9.7558200000e-03         	2.6686232250e+01         	8.1428200000e-05         	0.0000000000e+00         
5.6210000000e+04         	9.3922200000e-03         	2.6866070740e+01         	7.5416600000e-05         	0.0000000000e+00         
6.0225000000e+04         	1.1833880000e-02         	2.7060621700e+01         	1.1288780000e-04         	0.0000000000e+00         
6.4240000000e+04         	1.3194870000e-02         	2.7236375330e+01         	1.4008230000e-04         	1.2453000000e+00         
6.8255000000e+04         	1.1207500000e-02         	2.7448001010e+01         	1.0114860000e-04         	1.2453000000e+00         
7.2270000000e+04         	1.1364330000e-02         	2.7681252630e+01         	1.0278050000e-04         	0.0000000000e+00         
7.6285000000e+04         	1.1203440000e-02         	2.7887637640e+01         	1.0387550000e-04         	0.0000000000e+00         
8.0300000000e+04         	1.1574040000e-02         	2.8201344870e+01         	1.0102970000e-04         	2.4907000000e+00         
8.4315000000e+04         	1.2058150000e-02         	2.8433375150e+01         	1.1341840000e-04         	0.0000000000e+00         
8.8330000000e+04         	1.1369320000e-02         	2.8781350710e+01         	9.6869800000e-05         	1.2453000000e+00         
9.2345000000e+04         	1.3922420000e-02         	2.9076198990e+01         	1.3925220000e-04         	0.0000000000e+00         
9.6360000000e+04         	1.3559300000e-02         	2.9385552390e+01         	1.3863920000e-04         	0.0000000000e+00         
1.0037500000e+05         	1.4513950000e-02         	2.9715491190e+01         	1.1737000000e-04         	1.2453000000e+00         
1.0439000000e+05         	1.8097090000e-02         	3.0096766200e+01         	1.6672850000e-04         	1.2453000000e+00         
1.0840500000e+05         	1.6116620000e-02         	3.0336238300e+01         	1.8448440000e-04         	0.0000000000e+00         
1.1242000000e+05         	1.5397170000e-02         	3.0630669060e+01         	1.3835650000e-04         	0.0000000000e+00         
1.1643500000e+05         	1.2124990000e-02         	3.0977011150e+01         	1.0110460000e-04         	2.4907000000e+00         
1.2045000000e+05         	1.2919090000e-02         	3.1352136640e+01         	1.1199580000e-04         	0.0000000000e+00         
