# Ic = 1.32 A, n = 17.75 , Tavg = 70.00 K, 70k-30p4pm2-anneal300k-720min-0T
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-04-01_02:59:40.453000      48554.25        1.10343700e-02        5.03389444e-09  70.0102  68.7993  69.3110  0.0000
0202-04-01_02:59:40.800000      48554.60        4.52182300e-02        3.23654444e-10  70.0102  68.7993  69.3110  0.0000
0202-04-01_02:59:41.150000      48554.95        7.47139200e-02       -4.94437556e-09  70.0087  68.8037  69.3198  0.0000
0202-04-01_02:59:41.496000      48555.30        1.04654900e-01        1.12935444e-09  70.0087  68.8037  69.3198  0.0000
0202-04-01_02:59:41.875000      48555.68        1.34512200e-01       -2.27936556e-09  70.0087  68.8037  69.3198  0.0000
0202-04-01_02:59:42.242000      48556.05        1.64242400e-01       -9.90252556e-09  69.9865  68.8055  69.3027  0.0000
0202-04-01_02:59:42.590000      48556.39        1.93589700e-01        2.61680444e-09  69.9865  68.8055  69.3027  0.0000
0202-04-01_02:59:42.950000      48556.75        2.24056600e-01       -3.51890556e-09  69.9909  68.8059  69.3115  0.0000
0202-04-01_02:59:43.297000      48557.10        2.53675400e-01       -1.34971756e-08  69.9909  68.8059  69.3115  0.0000
0202-04-01_02:59:43.645000      48557.45        2.83182300e-01       -2.40332556e-09  69.9909  68.8059  69.3115  0.0000
0202-04-01_02:59:43.996000      48557.80        3.12973300e-01        6.95518444e-09  69.9992  68.8059  69.3234  0.0000
0202-04-01_02:59:44.344000      48558.14        3.43239300e-01        3.72834444e-09  69.9992  68.8059  69.3234  0.0000
0202-04-01_02:59:44.703000      48558.50        3.72894500e-01        2.95067044e-08  69.9992  68.8059  69.3234  0.0000
0202-04-01_02:59:45.050000      48558.85        4.02347100e-01        3.32253244e-08  69.9816  68.8047  69.3104  0.0000
0202-04-01_02:59:45.400000      48559.20        4.32259800e-01        4.40606444e-09  69.9816  68.8047  69.3104  0.0000
0202-04-01_02:59:45.746000      48559.55        4.61790600e-01       -9.16688556e-09  69.9816  68.8047  69.3104  0.0000
0202-04-01_02:59:46.094000      48559.90        4.92000200e-01       -4.39465556e-09  70.0007  68.8033  69.3037  0.0000
0202-04-01_02:59:46.453000      48560.26        5.22175800e-01        1.90326144e-08  70.0007  68.8033  69.3037  0.0000
0202-04-01_02:59:46.800000      48560.60        5.50755700e-01        4.34408444e-09  70.0007  68.8033  69.3037  0.0000
0202-04-01_02:59:47.203000      48561.00        5.81685100e-01       -5.69617556e-09  70.0165  68.8028  69.3126  0.0000
0202-04-01_02:59:47.547000      48561.35        6.11271300e-01       -8.67106556e-09  70.0165  68.8028  69.3126  0.0000
0202-04-01_02:59:47.910000      48561.71        6.40985100e-01        1.30208544e-08  70.0165  68.8028  69.3126  0.0000
0202-04-01_02:59:48.258000      48562.06        6.71227300e-01       -1.10881656e-08  70.0162  68.8026  69.3261  0.0000
0202-04-01_02:59:48.605000      48562.41        7.01028800e-01       -7.12164556e-09  70.0162  68.8026  69.3261  0.0000
0202-04-01_02:59:48.953000      48562.76        7.30252800e-01        2.78333344e-08  70.0162  68.8026  69.3261  0.0000
0202-04-01_02:59:49.300000      48563.10        7.60814800e-01        4.22119744e-08  69.9985  68.8024  69.3189  0.0000
0202-04-01_02:59:49.650000      48563.45        7.90775000e-01        8.12467444e-09  69.9985  68.8024  69.3189  0.0000
0202-04-01_02:59:50.008000      48563.81        8.20669900e-01        4.15300644e-08  69.9950  68.8025  69.3151  0.0000
0202-04-01_02:59:50.355000      48564.16        8.50095600e-01        6.59480044e-08  69.9950  68.8025  69.3151  0.0000
0202-04-01_02:59:50.703000      48564.51        8.79128200e-01        4.71685144e-08  69.9950  68.8025  69.3151  0.0000
