====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1305.00E-09  1412.55E-09  
800001.E-02  4325.00E-09  7806.80E-09  
120000.E-01  8245.00E-09  2395.60E-08  
160000.E-01  5280.00E-09  1407.64E-08  
200000.E-01  6035.00E-09  1230.82E-08  
240000.E-01  7430.00E-09  1219.34E-08  
280000.E-01  7485.00E-09  1261.24E-08  
320000.E-01  7790.00E-09  1392.48E-08  
360000.E-01  7245.00E-09  1955.97E-08  
400000.E-01  7600.00E-09  2334.17E-08  
440000.E-01  7895.00E-09  3423.49E-08  
480000.E-01  8255.00E-09  2029.35E-08  
520000.E-01  8195.00E-09  1325.37E-08  
560000.E-01  7830.00E-09  1612.12E-08  
600000.E-01  7640.00E-09  1330.99E-08  
640000.E-01  7785.00E-09  2734.03E-08  
680000.E-01  8555.00E-09  1342.97E-08  
720000.E-01  8360.00E-09  3010.61E-08  
760000.E-01  8340.00E-09  2435.37E-08  
800000.E-01  8445.00E-09  2020.44E-08  
840000.E-01  8070.00E-09  1838.56E-08  
880000.E-01  8785.00E-09  1461.76E-08  
920000.E-01  8770.00E-09  1434.76E-08  
960000.E-01  8700.00E-09  1809.33E-08  
100000.E+00  8970.00E-09  1554.13E-08  
104000.E+00  8930.00E-09  1740.80E-08  
108000.E+00  9120.00E-09  2368.77E-08  
112000.E+00  9200.00E-09  2860.53E-08  
116000.E+00  9315.00E-09  1929.64E-08  
120000.E+00  9385.00E-09  1855.88E-08  
124000.E+00  9520.00E-09  1922.50E-08  
128000.E+00  9740.00E-09  2226.41E-08  
132000.E+00  9745.00E-09  2363.46E-08  
136000.E+00  9725.00E-09  2614.43E-08  
140000.E+00  9670.00E-09  2310.38E-08  
144000.E+00  1023.50E-08  2424.24E-08  
148000.E+00  1017.00E-08  2660.62E-08  
152000.E+00  1039.00E-08  3051.73E-08  
156000.E+00  1010.00E-08  2290.07E-08  
160000.E+00  1072.00E-08  3194.56E-08  
164000.E+00  1093.00E-08  1878.58E-08  
168000.E+00  1082.50E-08  1943.49E-08  
172000.E+00  1123.50E-08  2807.82E-08  
176000.E+00  1127.50E-08  2583.45E-08  
180000.E+00  1154.00E-08  2277.49E-08  
184000.E+00  1162.00E-08  3299.27E-08  
188000.E+00  1162.50E-08  3045.96E-08  
192000.E+00  1216.50E-08  3797.70E-08  
196000.E+00  1183.00E-08  3172.97E-08  
200000.E+00  1250.00E-08  2133.25E-08  
204000.E+00  1303.00E-08  2859.89E-08  
208000.E+00  1341.00E-08  2897.01E-08  
212000.E+00  1357.00E-08  2580.27E-08  
216000.E+00  1385.00E-08  4102.39E-08  
220000.E+00  1366.00E-08  2539.28E-08  
224000.E+00  1432.50E-08  3702.78E-08  
228000.E+00  1451.00E-08  2982.47E-08  
232000.E+00  1484.50E-08  3340.46E-08  
236000.E+00  1538.50E-08  3225.19E-08  
240000.E+00  1565.50E-08  3647.48E-08  
244000.E+00  1621.50E-08  2651.47E-08  
248000.E+00  1624.00E-08  3219.06E-08  
252000.E+00  1708.50E-08  2947.15E-08  
256000.E+00  1786.50E-08  3879.08E-08  
260000.E+00  1777.00E-08  3505.96E-08  
264000.E+00  1910.00E-08  4757.24E-08  
268000.E+00  1960.50E-08  3540.07E-08  
272000.E+00  2032.50E-08  4766.76E-08  
276000.E+00  2114.00E-08  4628.24E-08  
280000.E+00  2145.50E-08  4284.71E-08  
284000.E+00  2254.50E-08  5123.48E-08  
288000.E+00  2447.00E-08  4595.85E-08  
292000.E+00  2484.00E-08  4926.71E-08  
296000.E+00  2662.00E-08  5744.04E-08  
300000.E+00  2866.00E-08  5690.48E-08  
