====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  529378.E-09  194874.E-09
800001.E-02  479930.E-09  706312.E-09
120000.E-01  463179.E-09  147755.E-08
160000.E-01  442975.E-09  926478.E-09
200000.E-01  422694.E-09  888923.E-09
240000.E-01  417848.E-09  101837.E-08
280000.E-01  423528.E-09  102612.E-08
320000.E-01  428541.E-09  111534.E-08
360000.E-01  431905.E-09  124413.E-08
400000.E-01  435570.E-09  130166.E-08
440000.E-01  438769.E-09  169374.E-08
480000.E-01  443793.E-09  131358.E-08
520000.E-01  448845.E-09  108006.E-08
560000.E-01  452928.E-09  123368.E-08
600000.E-01  453153.E-09  117923.E-08
640000.E-01  454217.E-09  164148.E-08
680000.E-01  459473.E-09  112983.E-08
720000.E-01  465332.E-09  156353.E-08
760000.E-01  470824.E-09  141829.E-08
800000.E-01  474343.E-09  125504.E-08
840000.E-01  477003.E-09  128521.E-08
880000.E-01  483275.E-09  120390.E-08
920000.E-01  486862.E-09  115400.E-08
960000.E-01  491883.E-09  125978.E-08
100000.E+00  497951.E-09  125035.E-08
104000.E+00  501981.E-09  126561.E-08
108000.E+00  504436.E-09  156819.E-08
112000.E+00  507249.E-09  164750.E-08
116000.E+00  515067.E-09  133960.E-08
120000.E+00  524148.E-09  133312.E-08
124000.E+00  531250.E-09  139809.E-08
128000.E+00  534547.E-09  154427.E-08
132000.E+00  539909.E-09  161419.E-08
136000.E+00  545532.E-09  152973.E-08
140000.E+00  553052.E-09  156783.E-08
144000.E+00  557645.E-09  166755.E-08
148000.E+00  565703.E-09  164520.E-08
152000.E+00  572234.E-09  182029.E-08
156000.E+00  579777.E-09  162818.E-08
160000.E+00  580632.E-09  188782.E-08
164000.E+00  587078.E-09  146315.E-08
168000.E+00  599487.E-09  154447.E-08
172000.E+00  612749.E-09  186202.E-08
176000.E+00  620668.E-09  169539.E-08
180000.E+00  629226.E-09  161741.E-08
184000.E+00  631967.E-09  199047.E-08
188000.E+00  637229.E-09  194807.E-08
192000.E+00  649225.E-09  217364.E-08
196000.E+00  662831.E-09  198786.E-08
200000.E+00  680403.E-09  169694.E-08
204000.E+00  691419.E-09  196468.E-08
208000.E+00  700631.E-09  197779.E-08
212000.E+00  709651.E-09  189293.E-08
216000.E+00  728776.E-09  235587.E-08
220000.E+00  737789.E-09  193177.E-08
224000.E+00  758302.E-09  221908.E-08
228000.E+00  771297.E-09  215339.E-08
232000.E+00  788668.E-09  228684.E-08
236000.E+00  798810.E-09  222839.E-08
240000.E+00  822109.E-09  238672.E-08
244000.E+00  841136.E-09  220551.E-08
248000.E+00  864542.E-09  231100.E-08
252000.E+00  885299.E-09  229271.E-08
256000.E+00  910845.E-09  264420.E-08
260000.E+00  934059.E-09  259813.E-08
264000.E+00  959810.E-09  301058.E-08
268000.E+00  995296.E-09  256631.E-08
272000.E+00  102829.E-08  303969.E-08
276000.E+00  105865.E-08  310860.E-08
280000.E+00  110987.E-08  314414.E-08
284000.E+00  114247.E-08  332062.E-08
288000.E+00  120478.E-08  332057.E-08
292000.E+00  126374.E-08  341797.E-08
296000.E+00  132484.E-08  384362.E-08
300000.E+00  139428.E-08  390842.E-08
304000.E+00  149558.E-08  468317.E-08
308000.E+00  159765.E-08  428130.E-08
312000.E+00  173890.E-08  485251.E-08
316000.E+00  193691.E-08  517110.E-08
320000.E+00  217208.E-08  666825.E-08
324000.E+00  249713.E-08  696782.E-08
328000.E+00  307212.E-08  831591.E-08
332000.E+00  418189.E-08  108613.E-07
336000.E+00  618900.E-08  150672.E-07
340000.E+00  900454.E-08  208950.E-07
344000.E+00  112865.E-07  248245.E-07
348000.E+00  116033.E-07  239843.E-07
352000.E+00  906395.E-08  183685.E-07
356000.E+00  549889.E-08  108881.E-07
360000.E+00  243962.E-08  470433.E-08
364000.E+00  812022.E-09  150053.E-08
368000.E+00  205847.E-09  386300.E-09
372000.E+00  293304.E-10  485235.E-10
376000.E+00  241060.E-11  389690.E-11
380000.E+00  467182.E-12  633970.E-12
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
