====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  528829.E-09  326341.E-09
800001.E-02  485685.E-09  674910.E-09
120000.E-01  462786.E-09  204220.E-08
160000.E-01  448676.E-09  878334.E-09
200000.E-01  428704.E-09  987326.E-09
240000.E-01  424670.E-09  123955.E-08
280000.E-01  424555.E-09  125046.E-08
320000.E-01  429642.E-09  119085.E-08
360000.E-01  433270.E-09  116595.E-08
400000.E-01  436720.E-09  116804.E-08
440000.E-01  441641.E-09  111304.E-08
480000.E-01  443782.E-09  108271.E-08
520000.E-01  445085.E-09  133362.E-08
560000.E-01  447682.E-09  130366.E-08
600000.E-01  452786.E-09  128810.E-08
640000.E-01  456387.E-09  147109.E-08
680000.E-01  463563.E-09  124501.E-08
720000.E-01  469665.E-09  142661.E-08
760000.E-01  473163.E-09  119204.E-08
800000.E-01  475376.E-09  123734.E-08
840000.E-01  473782.E-09  132043.E-08
880000.E-01  479995.E-09  164997.E-08
920000.E-01  487004.E-09  135308.E-08
960000.E-01  492284.E-09  119863.E-08
100000.E+00  496642.E-09  138152.E-08
104000.E+00  500068.E-09  159958.E-08
108000.E+00  506811.E-09  172542.E-08
112000.E+00  512198.E-09  129346.E-08
116000.E+00  518322.E-09  150390.E-08
120000.E+00  523367.E-09  147112.E-08
124000.E+00  529287.E-09  146575.E-08
128000.E+00  537352.E-09  159847.E-08
132000.E+00  548457.E-09  187039.E-08
136000.E+00  547414.E-09  163738.E-08
140000.E+00  554473.E-09  173400.E-08
144000.E+00  560012.E-09  179894.E-08
148000.E+00  563944.E-09  145720.E-08
152000.E+00  568805.E-09  187770.E-08
156000.E+00  574094.E-09  153927.E-08
160000.E+00  585556.E-09  153734.E-08
164000.E+00  594528.E-09  210838.E-08
168000.E+00  604574.E-09  175686.E-08
172000.E+00  609237.E-09  184580.E-08
176000.E+00  618531.E-09  164675.E-08
180000.E+00  628872.E-09  163310.E-08
184000.E+00  638154.E-09  191266.E-08
188000.E+00  643514.E-09  170990.E-08
192000.E+00  655033.E-09  170389.E-08
196000.E+00  663523.E-09  204573.E-08
200000.E+00  679628.E-09  242153.E-08
204000.E+00  694221.E-09  179846.E-08
208000.E+00  702906.E-09  181250.E-08
212000.E+00  708700.E-09  182119.E-08
216000.E+00  724239.E-09  217004.E-08
220000.E+00  739572.E-09  189523.E-08
224000.E+00  758851.E-09  192056.E-08
228000.E+00  778651.E-09  209944.E-08
232000.E+00  786249.E-09  229939.E-08
236000.E+00  810085.E-09  214270.E-08
240000.E+00  829120.E-09  251126.E-08
244000.E+00  851354.E-09  261258.E-08
248000.E+00  869051.E-09  233336.E-08
252000.E+00  889638.E-09  248391.E-08
256000.E+00  916708.E-09  241789.E-08
260000.E+00  945548.E-09  288818.E-08
264000.E+00  972029.E-09  281903.E-08
268000.E+00  998191.E-09  282597.E-08
272000.E+00  102427.E-08  299188.E-08
276000.E+00  106313.E-08  307812.E-08
280000.E+00  110425.E-08  295242.E-08
284000.E+00  114977.E-08  338479.E-08
288000.E+00  120997.E-08  324439.E-08
292000.E+00  125447.E-08  359851.E-08
296000.E+00  132961.E-08  400873.E-08
300000.E+00  140288.E-08  367825.E-08
304000.E+00  149710.E-08  405521.E-08
308000.E+00  159944.E-08  455879.E-08
312000.E+00  172496.E-08  493353.E-08
316000.E+00  190286.E-08  549961.E-08
320000.E+00  217291.E-08  593771.E-08
324000.E+00  250535.E-08  691980.E-08
328000.E+00  307167.E-08  828083.E-08
332000.E+00  422707.E-08  107947.E-07
336000.E+00  622244.E-08  154708.E-07
340000.E+00  900689.E-08  211017.E-07
344000.E+00  113866.E-07  248980.E-07
348000.E+00  114856.E-07  239876.E-07
352000.E+00  913899.E-08  187217.E-07
356000.E+00  539879.E-08  106266.E-07
360000.E+00  239810.E-08  469747.E-08
364000.E+00  803240.E-09  146904.E-08
368000.E+00  190282.E-09  366308.E-09
372000.E+00  309354.E-10  604856.E-10
376000.E+00  216395.E-11  390117.E-11
380000.E+00  000000.E+00  000000.E+00
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
