====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1335.00E-09  6127.58E-09  
800001.E-02  4480.00E-09  7622.15E-09  
120000.E-01  8015.00E-09  4378.55E-08  
160000.E-01  5305.00E-09  1230.93E-08  
200000.E-01  6360.00E-09  1281.31E-08  
240000.E-01  6990.00E-09  1958.94E-08  
280000.E-01  7440.00E-09  1868.52E-08  
320000.E-01  7495.00E-09  1755.83E-08  
360000.E-01  7835.00E-09  1647.85E-08  
400000.E-01  7585.00E-09  1472.78E-08  
440000.E-01  7850.00E-09  1343.42E-08  
480000.E-01  7850.00E-09  1272.17E-08  
520000.E-01  7920.00E-09  2115.37E-08  
560000.E-01  8115.00E-09  1858.75E-08  
600000.E-01  8080.00E-09  1843.42E-08  
640000.E-01  8250.00E-09  2540.61E-08  
680000.E-01  8170.00E-09  1599.02E-08  
720000.E-01  8255.00E-09  2031.51E-08  
760000.E-01  8520.00E-09  1451.83E-08  
800000.E-01  7990.00E-09  1741.46E-08  
840000.E-01  8460.00E-09  2029.84E-08  
880000.E-01  8875.00E-09  2969.41E-08  
920000.E-01  8730.00E-09  2130.04E-08  
960000.E-01  8760.00E-09  1523.93E-08  
100000.E+00  8835.00E-09  2061.94E-08  
104000.E+00  9110.00E-09  2554.96E-08  
108000.E+00  9410.00E-09  2998.68E-08  
112000.E+00  8880.00E-09  1646.73E-08  
116000.E+00  9055.00E-09  2569.68E-08  
120000.E+00  9420.00E-09  2336.16E-08  
124000.E+00  9435.00E-09  2191.84E-08  
128000.E+00  9785.00E-09  2637.08E-08  
132000.E+00  1003.50E-08  3276.95E-08  
136000.E+00  1020.50E-08  2554.83E-08  
140000.E+00  9550.00E-09  2824.12E-08  
144000.E+00  1004.50E-08  3387.75E-08  
148000.E+00  1016.50E-08  1811.66E-08  
152000.E+00  1054.00E-08  3386.38E-08  
156000.E+00  1047.00E-08  2172.11E-08  
160000.E+00  1037.50E-08  2187.72E-08  
164000.E+00  1077.50E-08  3358.74E-08  
168000.E+00  1079.00E-08  2803.09E-08  
172000.E+00  1115.00E-08  2847.92E-08  
176000.E+00  1168.00E-08  2359.01E-08  
180000.E+00  1191.00E-08  2151.34E-08  
184000.E+00  1200.00E-08  2903.83E-08  
188000.E+00  1152.00E-08  2350.58E-08  
192000.E+00  1222.50E-08  2480.00E-08  
196000.E+00  1254.50E-08  3198.64E-08  
200000.E+00  1292.00E-08  4350.16E-08  
204000.E+00  1279.50E-08  2479.18E-08  
208000.E+00  1290.00E-08  2195.48E-08  
212000.E+00  1293.00E-08  2381.03E-08  
216000.E+00  1370.00E-08  3421.77E-08  
220000.E+00  1413.00E-08  2424.89E-08  
224000.E+00  1435.50E-08  2382.79E-08  
228000.E+00  1477.00E-08  2885.25E-08  
232000.E+00  1485.00E-08  3614.04E-08  
236000.E+00  1538.00E-08  2866.53E-08  
240000.E+00  1569.50E-08  4004.07E-08  
244000.E+00  1670.50E-08  3517.64E-08  
248000.E+00  1629.00E-08  3083.47E-08  
252000.E+00  1720.50E-08  3523.94E-08  
256000.E+00  1700.00E-08  3219.92E-08  
260000.E+00  1819.50E-08  4694.36E-08  
264000.E+00  1856.00E-08  4513.61E-08  
268000.E+00  1918.00E-08  4206.46E-08  
272000.E+00  1967.50E-08  4717.79E-08  
276000.E+00  2097.50E-08  4388.37E-08  
280000.E+00  2150.00E-08  3952.59E-08  
284000.E+00  2342.50E-08  5259.72E-08  
288000.E+00  2398.00E-08  4273.03E-08  
292000.E+00  2503.00E-08  5396.23E-08  
296000.E+00  2749.00E-08  6179.84E-08  
300000.E+00  2887.00E-08  4776.77E-08  
