# Ic = 69.27 A, n = 33.81 , Tavg = 25.87 K, 20Ktargetstep1b15sec
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  4480.42        6.00983100e+01        3.18883915e-07  25.8232  19.8360
    1  4480.67        6.05586000e+01        2.47297215e-07  25.8232  19.8360
    2  4480.91        6.10616500e+01        1.69016615e-07  25.8232  19.8360
    3  4481.22        6.15903900e+01        1.80420915e-07  25.8065  20.2470
    4  4481.47        6.20948700e+01        1.23833315e-07  25.8065  20.2470
    5  4481.72        6.26128800e+01        1.02512315e-07  25.8065  20.2470
    6  4481.99        6.30507500e+01        1.41807515e-07  25.8065  20.2470
    7  4482.24        6.35991300e+01        4.95195150e-08  25.8519  20.1642
    8  4482.48        6.40744900e+01        1.00466915e-07  25.8519  20.1642
    9  4482.73        6.45903700e+01        1.10383715e-07  25.8519  20.1642
   10  4483.06        6.50777800e+01        1.45154415e-07  25.8519  20.1642
   11  4483.35        6.55614100e+01        2.00247815e-07  25.8130  19.8917
   12  4483.61        6.60684600e+01        1.78674315e-07  25.8130  19.8917
   13  4483.85        6.65525300e+01        1.21095115e-07  25.8130  19.8917
   14  4484.17        6.70940300e+01        2.05573615e-07  25.8327  20.3928
   15  4484.44        6.76319700e+01        2.06007415e-07  25.8327  20.3928
   16  4484.70        6.81081800e+01        1.28222815e-07  25.8327  20.3928
   17  4484.94        6.85986000e+01        2.03466315e-07  25.8327  20.3928
   18  4485.22        6.91472200e+01        1.75947215e-07  25.8506  19.8674
   19  4485.47        6.96002400e+01        2.67801315e-07  25.8506  19.8674
   20  4485.72        7.00879100e+01        3.73910815e-07  25.8506  19.8674
   21  4486.03        7.05983600e+01        3.95355815e-07  25.8506  19.8674
   22  4486.31        7.11568100e+01        4.91920415e-07  25.8199  20.2611
   23  4486.58        7.16205800e+01        6.99800715e-07  25.8199  20.2611
   24  4486.82        7.21181600e+01        7.78019215e-07  25.8199  20.2611
   25  4487.10        7.26431700e+01        1.04732161e-06  25.8626  20.1808
   26  4487.40        7.31771700e+01        1.35009301e-06  25.8626  20.1808
   27  4487.64        7.36583000e+01        1.58084391e-06  25.8626  20.1808
   28  4487.89        7.41313700e+01        1.91844801e-06  25.8626  20.1808
   29  4488.19        7.46811200e+01        2.38713951e-06  25.8626  20.1808
   30  4488.44        7.52089800e+01        3.59004391e-06  25.8343  19.9202
   31  4488.69        7.56506400e+01        4.70313962e-06  25.8343  19.9202
   32  4488.93        7.61647000e+01        4.82115061e-06  25.8343  19.9202
   33  4489.21        7.67145400e+01        7.01413441e-06  25.8543  20.4171
   34  4489.47        7.72262200e+01        8.49123821e-06  25.8543  20.4171
   35  4489.71        7.76797000e+01        9.62168871e-06  25.8543  20.4171
   36  4490.01        7.81554500e+01        1.11211052e-05  25.8543  20.4171
   37  4490.27        7.87054200e+01        1.46372840e-05  25.8667  19.8880
   38  4490.54        7.92351600e+01        1.71748010e-05  25.8667  19.8880
   39  4490.80        7.97275500e+01        2.02538979e-05  25.8667  19.8880
