====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 4200 keV
 Total Ions calculated =20000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 30000.E+02 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 615443.E+00 A   Straggling = 216433.E-01 A
 Ion Lateral Range = 319110.E-01 A   Straggling = 443158.E-01 A
 Ion Radial  Range = 503252.E-01 A   Straggling = 372062.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3041501.E-02 27208855.E-02 27208855.E-02 49290668.E-02 00000000.E+00 
6083001.E-02 19071565.E-02 19071565.E-02 21862394.E-02 00000000.E+00 
9124501.E-02 13594680.E-02 18095084.E-02 41469197.E-02 85543741.E-03 
1216600.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1520750.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1824900.E-01 20197034.E-02 26340847.E-02 30928785.E-02 13493693.E-02 
2129050.E-01 22560131.E-02 22801164.E-02 40097787.E-02 74152565.E-03 
2433200.E-01 28670811.E-02 32967772.E-02 43158941.E-02 29693164.E-03 
2737350.E-01 32173010.E-02 35747183.E-02 38607348.E-02 12818714.E-02 
3041500.E-01 55965560.E-04 55965560.E-04 16033533.E-03 00000000.E+00 
3345650.E-01 18919865.E-02 19610045.E-02 28310863.E-02 16861424.E-03 
3649800.E-01 24255320.E-02 27168179.E-02 30897267.E-02 12953780.E-02 
3953950.E-01 28634531.E-02 30885856.E-02 34612934.E-02 11137204.E-02 
4258100.E-01 24892371.E-02 27785682.E-02 31662244.E-02 89951427.E-03 
4562250.E-01 15508974.E-02 17320107.E-02 25594298.E-02 11989902.E-02 
4866400.E-01 14199895.E-02 16993419.E-02 19815225.E-02 69203415.E-03 
5170550.E-01 14498813.E-02 16667280.E-02 19902613.E-02 88381164.E-03 
5474700.E-01 11257377.E-02 13435691.E-02 18372889.E-02 77772405.E-03 
5778850.E-01 91173381.E-03 11088391.E-02 14689283.E-02 61947590.E-03 
6083000.E-01 41247048.E-03 53326500.E-03 64853285.E-03 38157408.E-03 
6387150.E-01 27262734.E-03 34797479.E-03 43177132.E-03 24313634.E-03 
6691300.E-01 21606967.E-03 26878397.E-03 34061666.E-03 18836101.E-03 
6995450.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7299600.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7603750.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7907900.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8212050.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8516200.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8820350.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9124500.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9428650.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9732800.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1003695.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1034110.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1064525.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1094940.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1125355.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1155770.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1186185.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
