depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
1.1150100000e+03         	2.2920603500e-03         	8.8534187372e+00         	5.0231085000e-06         	7.1748000000e-01         
2.2300100000e+03         	3.1439885000e-03         	8.8680428910e+00         	1.5023877500e-05         	1.3452750000e+00         
3.3450100000e+03         	4.1259025000e-03         	8.8920908442e+00         	2.7004022500e-05         	1.6143400000e+00         
4.4600100000e+03         	5.2889625000e-03         	8.9339897778e+00         	4.1585410000e-05         	2.2421300000e+00         
5.5750100000e+03         	5.8417975000e-03         	8.9916838026e+00         	4.8526200000e-05         	1.5246450000e+00         
6.6900100000e+03         	3.9216480000e-03         	9.0328800382e+00         	2.6897428500e-05         	1.3452750000e+00         
7.8050100000e+03         	4.4087530000e-03         	9.0670613647e+00         	3.3209365000e-05         	1.5246500000e+00         
8.9200100000e+03         	4.9795735000e-03         	9.1083243957e+00         	4.1432290000e-05         	1.8833900000e+00         
1.0035000000e+04         	5.1556940000e-03         	9.1555413405e+00         	4.3591300000e-05         	1.8834000000e+00         
1.1150000000e+04         	5.1950135000e-03         	9.2071664374e+00         	4.3471505000e-05         	2.6008850000e+00         
1.2265000000e+04         	5.4084945000e-03         	9.2560807908e+00         	4.6740850000e-05         	1.5246500000e+00         
1.3380000000e+04         	5.2467940000e-03         	9.3071728729e+00         	4.3465065000e-05         	1.8833900000e+00         
1.4495000000e+04         	5.3842025000e-03         	9.3566619364e+00         	4.5636390000e-05         	1.8834000000e+00         
1.5610000000e+04         	5.4882570000e-03         	9.4095385166e+00         	4.6597800000e-05         	1.8833950000e+00         
1.6725000000e+04         	6.0270315000e-03         	9.4656751420e+00         	5.0404795000e-05         	1.8833950000e+00         
1.7840000000e+04         	7.1854805000e-03         	9.5255635604e+00         	6.0539910000e-05         	1.8834050000e+00         
1.8955000000e+04         	8.9795255000e-03         	9.5999011950e+00         	7.6129915000e-05         	1.8833900000e+00         
2.0070000000e+04         	1.2200420500e-02         	9.5435447935e+00         	1.0359523000e-04         	2.4215150000e+00         
2.1185000000e+04         	1.4728770000e-03         	7.3708096106e+00         	5.1757870000e-06         	2.1524550000e+00         
2.2300000000e+04         	1.8233203500e-03         	7.3775636801e+00         	1.3474093000e-05         	1.7040250000e+00         
2.3415000000e+04         	2.3836057000e-03         	7.3901796937e+00         	2.7460146500e-05         	2.6905700000e+00         
2.4530000000e+04         	2.7824842500e-03         	7.4108337031e+00         	3.9416405000e-05         	2.6008850000e+00         
2.5645000000e+04         	3.1110095000e-03         	7.4333112416e+00         	4.5670960000e-05         	2.4215250000e+00         
2.6760000000e+04         	3.5530515000e-03         	7.4652145287e+00         	5.6554245000e-05         	2.8699350000e+00         
2.7875000000e+04         	3.7611984000e-03         	7.5006426296e+00         	6.0855815000e-05         	2.6905650000e+00         
2.8990000000e+04         	3.6215393500e-03         	7.5404771890e+00         	5.8462300000e-05         	2.5112050000e+00         
3.0105000000e+04         	3.5591859500e-03         	7.5769469152e+00         	5.5705700000e-05         	3.4977450000e+00         
3.1220000000e+04         	3.6785727000e-03         	7.6187477769e+00         	6.0433255000e-05         	2.3318200000e+00         
3.2335000000e+04         	3.6858367000e-03         	7.6582572505e+00         	5.9766030000e-05         	2.6008850000e+00         
3.3450000000e+04         	3.6739136000e-03         	7.7006630356e+00         	5.7161995000e-05         	2.2421450000e+00         
3.4565000000e+04         	3.7274202500e-03         	7.7440438401e+00         	5.8372325000e-05         	2.9596250000e+00         
3.5680000000e+04         	3.9965020000e-03         	7.7869726352e+00         	6.3064040000e-05         	3.2286900000e+00         
3.6795000000e+04         	4.5620765000e-03         	7.8375356574e+00         	7.3323585000e-05         	4.3049350000e+00         
3.7910000000e+04         	5.2663265000e-03         	7.8941005899e+00         	7.9327445000e-05         	3.8564700000e+00         
3.9025000000e+04         	6.7545600000e-03         	7.9662042895e+00         	1.0395293000e-04         	3.3183750000e+00         
4.0140000000e+04         	8.9279030000e-03         	8.1363674745e+00         	1.3074608500e-04         	4.1255600000e+00         
4.1255000000e+04         	5.3799615000e-03         	7.8688929248e+00         	5.4141940000e-05         	5.3811650000e+00         
4.2370000000e+04         	4.0670395000e-03         	1.0485787390e+01         	2.2376092000e-05         	4.3049300000e+00         
4.3485000000e+04         	4.0616550000e-03         	1.1146322039e+01         	1.8281299500e-05         	5.7399000000e+00         
4.4600000000e+04         	5.1730170000e-03         	1.1192382193e+01         	3.2690500000e-05         	5.5605150000e+00         
4.5715000000e+04         	6.3385150000e-03         	1.1263342470e+01         	4.7931680000e-05         	6.0089750000e+00         
4.6830000000e+04         	7.0399575000e-03         	1.1361966215e+01         	5.6688550000e-05         	5.2914600000e+00         
4.7945000000e+04         	7.1267225000e-03         	1.1461485620e+01         	5.7380500000e-05         	6.4573500000e+00         
4.9060000000e+04         	7.1282605000e-03         	1.1568969535e+01         	5.6948220000e-05         	6.9954800000e+00         
5.0175000000e+04         	7.1828895000e-03         	1.1673886241e+01         	5.6065015000e-05         	8.2510950000e+00         
5.1290000000e+04         	7.5812920000e-03         	1.1788920767e+01         	6.1846515000e-05         	7.9820300000e+00         
5.2405000000e+04         	7.3410170000e-03         	1.1903753825e+01         	5.7094705000e-05         	1.0582865000e+01         
5.3520000000e+04         	7.6013055000e-03         	1.2019855019e+01         	6.0754515000e-05         	8.7891550000e+00         
5.4635000000e+04         	7.7885100000e-03         	1.2142166526e+01         	6.1447770000e-05         	8.6995400000e+00         
5.5750000000e+04         	8.0112370000e-03         	1.2267083582e+01         	6.4914725000e-05         	1.2825050000e+01         
5.6865000000e+04         	8.1029005000e-03         	1.2401580060e+01         	6.4957095000e-05         	1.2017810000e+01         
5.7980000000e+04         	8.4288440000e-03         	1.2538279690e+01         	6.8711510000e-05         	1.3094045000e+01         
5.9095000000e+04         	8.3886265000e-03         	1.2679819048e+01         	6.7186795000e-05         	1.2825045000e+01         
6.0210000000e+04         	8.5572040000e-03         	1.2823662785e+01         	6.8510375000e-05         	1.6143400000e+01         
6.1325000000e+04         	8.7888920000e-03         	1.2976220516e+01         	7.0113770000e-05         	1.6053605000e+01         
6.2440000000e+04         	9.0464295000e-03         	1.3132180508e+01         	7.2443250000e-05         	1.6950560000e+01         
6.3555000000e+04         	9.1702070000e-03         	1.3294621071e+01         	7.3156475000e-05         	1.7847465000e+01         
6.4670000000e+04         	9.4528505000e-03         	1.3471101545e+01         	7.5592090000e-05         	1.9461880000e+01         
6.5785000000e+04         	9.5045500000e-03         	1.3655920403e+01         	7.5184080000e-05         	2.2869900000e+01         
6.6900000000e+04         	9.9559205000e-03         	1.3848294667e+01         	7.9808325000e-05         	2.5022430000e+01         
6.8015000000e+04         	1.0237470000e-02         	1.4040383354e+01         	8.3435725000e-05         	2.7443950000e+01         
6.9130000000e+04         	1.0266816000e-02         	1.4250348305e+01         	8.0299870000e-05         	2.7892350000e+01         
7.0245000000e+04         	1.1011029500e-02         	1.4472368947e+01         	8.9562185000e-05         	2.9865450000e+01         
7.1360000000e+04         	1.1157546500e-02         	1.4708287222e+01         	8.9771945000e-05         	3.5067300000e+01         
7.2475000000e+04         	1.1777134000e-02         	1.4952610889e+01         	9.7110275000e-05         	4.1345350000e+01         
7.3590000000e+04         	1.2031837500e-02         	1.5210569238e+01         	9.8240215000e-05         	4.2152350000e+01         
7.4705000000e+04         	1.2350201000e-02         	1.5487181335e+01         	9.9209470000e-05         	4.7892400000e+01         
7.5820000000e+04         	1.2942901500e-02         	1.5779644853e+01         	1.0447973000e-04         	5.8654700000e+01         
7.6935000000e+04         	1.3437943000e-02         	1.6093737954e+01         	1.0842770000e-04         	6.8161400000e+01         
7.8050000000e+04         	1.4069637500e-02         	1.6425470920e+01         	1.1400354000e-04         	7.1928200000e+01         
7.9165000000e+04         	1.4785364000e-02         	1.6788175146e+01         	1.1950126000e-04         	8.5201750000e+01         
8.0280000000e+04         	1.5312646000e-02         	1.7173423889e+01         	1.2130950500e-04         	9.7579350000e+01         
8.1395000000e+04         	1.6582179000e-02         	1.7587948265e+01         	1.3420568000e-04         	1.2053950000e+02         
8.2510000000e+04         	1.7353537000e-02         	1.8033167948e+01         	1.3744494500e-04         	1.4313950000e+02         
8.3625000000e+04         	1.9018859000e-02         	1.8512784644e+01         	1.5520738000e-04         	1.7443900000e+02         
8.4740000000e+04         	2.0223248500e-02         	1.9026507976e+01         	1.6105841500e-04         	2.1757900000e+02         
8.5855000000e+04         	2.2236004000e-02         	1.9567367573e+01         	1.7742806500e-04         	2.7650200000e+02         
8.6970000000e+04         	2.4784848500e-02         	2.0128394672e+01         	1.9866959500e-04         	3.7731000000e+02         
8.8085000000e+04         	2.7944680500e-02         	2.0686433371e+01         	2.2082930000e-04         	5.1488850000e+02         
8.9200000000e+04         	3.2289880000e-02         	2.1204332988e+01         	2.5387920000e-04         	7.2358700000e+02         
9.0315000000e+04         	3.8607460000e-02         	2.1585916745e+01         	2.9849800000e-04         	1.1391000000e+03         
9.1430000000e+04         	4.8163995000e-02         	2.1714854621e+01         	3.6444390000e-04         	1.8996550000e+03         
9.2545000000e+04         	6.2424415000e-02         	2.1347193046e+01         	4.5772275000e-04         	3.2744400000e+03         
9.3660000000e+04         	8.2270675000e-02         	2.0210583525e+01         	5.7383605000e-04         	5.6925600000e+03         
9.4775000000e+04         	1.0455966500e-01         	1.8065542390e+01         	6.8660875000e-04         	9.1801800000e+03         
9.5890000000e+04         	1.2137611000e-01         	1.4865936250e+01         	7.5102145000e-04         	1.2806500000e+04         
9.7005000000e+04         	1.2319957500e-01         	1.0986353855e+01         	7.1970665000e-04         	1.5031600000e+04         
9.8120000000e+04         	1.0459581500e-01         	7.0896790750e+00         	5.7932635000e-04         	1.4318200000e+04         
9.9235000000e+04         	7.3054360000e-02         	3.9168179375e+00         	3.8513699500e-04         	1.0992800000e+04         
1.0035000000e+05         	4.1326830000e-02         	1.8081389040e+00         	2.0792303500e-04         	6.7270000000e+03         
1.0146500000e+05         	1.8798819500e-02         	6.8897028800e-01         	9.0173130000e-05         	3.3086000000e+03         
