====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  101127.E-08  276655.E-09
280001.E-02  924312.E-09  740154.E-09
420001.E-02  895712.E-09  128985.E-08
560001.E-02  873725.E-09  192701.E-08
700001.E-02  867029.E-09  260604.E-08
840001.E-02  841607.E-09  124646.E-08
980001.E-02  814142.E-09  230466.E-08
112000.E-01  801765.E-09  198430.E-08
126000.E-01  801791.E-09  220555.E-08
140000.E-01  821271.E-09  252382.E-08
154000.E-01  826081.E-09  225126.E-08
168000.E-01  828097.E-09  371171.E-08
182000.E-01  832308.E-09  359115.E-08
196000.E-01  841318.E-09  246189.E-08
210000.E-01  848266.E-09  246183.E-08
224000.E-01  850460.E-09  217345.E-08
238000.E-01  854486.E-09  245651.E-08
252000.E-01  862163.E-09  266491.E-08
266000.E-01  870758.E-09  233437.E-08
280000.E-01  880166.E-09  397277.E-08
294000.E-01  889524.E-09  261396.E-08
308000.E-01  907968.E-09  293227.E-08
322000.E-01  913502.E-09  236922.E-08
336000.E-01  921019.E-09  287278.E-08
350000.E-01  926254.E-09  276685.E-08
364000.E-01  928046.E-09  283626.E-08
378000.E-01  936403.E-09  245141.E-08
392000.E-01  952485.E-09  263674.E-08
406000.E-01  958213.E-09  263900.E-08
420000.E-01  972686.E-09  304727.E-08
434000.E-01  984375.E-09  358067.E-08
448000.E-01  100283.E-08  303472.E-08
462000.E-01  101153.E-08  289096.E-08
476000.E-01  103099.E-08  278562.E-08
490000.E-01  104127.E-08  326392.E-08
504000.E-01  105495.E-08  250244.E-08
518000.E-01  105410.E-08  266462.E-08
532000.E-01  107842.E-08  348358.E-08
546000.E-01  108914.E-08  423308.E-08
560000.E-01  110057.E-08  297420.E-08
574000.E-01  111670.E-08  306404.E-08
588000.E-01  113352.E-08  311725.E-08
602000.E-01  114912.E-08  337039.E-08
616000.E-01  116904.E-08  313362.E-08
630000.E-01  118206.E-08  302951.E-08
644000.E-01  120091.E-08  358902.E-08
658000.E-01  123393.E-08  351668.E-08
672000.E-01  124936.E-08  327317.E-08
686000.E-01  126741.E-08  356469.E-08
700000.E-01  128474.E-08  419802.E-08
714000.E-01  130574.E-08  375823.E-08
728000.E-01  134240.E-08  334158.E-08
742000.E-01  135457.E-08  424621.E-08
756000.E-01  138904.E-08  366036.E-08
770000.E-01  141168.E-08  426865.E-08
784000.E-01  144662.E-08  386277.E-08
798000.E-01  149096.E-08  384020.E-08
812000.E-01  151157.E-08  460114.E-08
826000.E-01  155642.E-08  410519.E-08
840000.E-01  160623.E-08  486292.E-08
854000.E-01  162948.E-08  465487.E-08
868000.E-01  168182.E-08  521840.E-08
882000.E-01  173394.E-08  506493.E-08
896000.E-01  177815.E-08  522028.E-08
910000.E-01  185253.E-08  516451.E-08
924000.E-01  191212.E-08  622504.E-08
938000.E-01  198364.E-08  543717.E-08
952000.E-01  207167.E-08  686492.E-08
966000.E-01  214550.E-08  625548.E-08
980000.E-01  225804.E-08  661658.E-08
994000.E-01  237922.E-08  618238.E-08
100800.E+00  249962.E-08  683430.E-08
102200.E+00  262659.E-08  729084.E-08
103600.E+00  282550.E-08  792143.E-08
105000.E+00  297010.E-08  931650.E-08
106400.E+00  330710.E-08  906621.E-08
107800.E+00  359611.E-08  103453.E-07
109200.E+00  401583.E-08  110670.E-07
110600.E+00  470286.E-08  121499.E-07
112000.E+00  552664.E-08  153162.E-07
113400.E+00  696856.E-08  180094.E-07
114800.E+00  924610.E-08  238036.E-07
116200.E+00  128262.E-07  310511.E-07
117600.E+00  174205.E-07  385068.E-07
119000.E+00  221919.E-07  473027.E-07
120400.E+00  247840.E-07  498160.E-07
121800.E+00  226358.E-07  438674.E-07
123200.E+00  172619.E-07  318072.E-07
124600.E+00  105673.E-07  191056.E-07
126000.E+00  502393.E-08  894433.E-08
127400.E+00  198605.E-08  355256.E-08
128800.E+00  656903.E-09  109191.E-08
130200.E+00  168388.E-09  261639.E-09
131600.E+00  279200.E-10  463300.E-10
133000.E+00  167146.E-11  269498.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
