====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  100329.E-08  206472.E-09
280001.E-02  941749.E-09  913154.E-09
420001.E-02  897933.E-09  130120.E-08
560001.E-02  872426.E-09  180166.E-08
700001.E-02  867915.E-09  237981.E-08
840001.E-02  844735.E-09  125726.E-08
980001.E-02  813768.E-09  173863.E-08
112000.E-01  804759.E-09  197319.E-08
126000.E-01  801417.E-09  215578.E-08
140000.E-01  806830.E-09  164822.E-08
154000.E-01  817862.E-09  248188.E-08
168000.E-01  824897.E-09  218389.E-08
182000.E-01  831414.E-09  197020.E-08
196000.E-01  840514.E-09  236820.E-08
210000.E-01  849809.E-09  252558.E-08
224000.E-01  851229.E-09  258373.E-08
238000.E-01  855086.E-09  213390.E-08
252000.E-01  861363.E-09  346284.E-08
266000.E-01  866663.E-09  235922.E-08
280000.E-01  876893.E-09  223486.E-08
294000.E-01  891455.E-09  232893.E-08
308000.E-01  891191.E-09  275563.E-08
322000.E-01  898550.E-09  273068.E-08
336000.E-01  910288.E-09  361476.E-08
350000.E-01  921976.E-09  275639.E-08
364000.E-01  932454.E-09  320872.E-08
378000.E-01  948855.E-09  263066.E-08
392000.E-01  958568.E-09  247684.E-08
406000.E-01  965411.E-09  274672.E-08
420000.E-01  969868.E-09  254149.E-08
434000.E-01  982314.E-09  250494.E-08
448000.E-01  100080.E-08  280521.E-08
462000.E-01  100643.E-08  221144.E-08
476000.E-01  101689.E-08  238897.E-08
490000.E-01  102211.E-08  313312.E-08
504000.E-01  103576.E-08  308207.E-08
518000.E-01  105773.E-08  286030.E-08
532000.E-01  107326.E-08  341324.E-08
546000.E-01  108971.E-08  291665.E-08
560000.E-01  111432.E-08  335966.E-08
574000.E-01  112634.E-08  292620.E-08
588000.E-01  113276.E-08  312358.E-08
602000.E-01  115410.E-08  396307.E-08
616000.E-01  116264.E-08  327294.E-08
630000.E-01  118729.E-08  335780.E-08
644000.E-01  119859.E-08  362183.E-08
658000.E-01  122855.E-08  376526.E-08
672000.E-01  122889.E-08  378028.E-08
686000.E-01  125164.E-08  334761.E-08
700000.E-01  127278.E-08  402917.E-08
714000.E-01  130287.E-08  334124.E-08
728000.E-01  133542.E-08  325393.E-08
742000.E-01  136812.E-08  394690.E-08
756000.E-01  140520.E-08  436568.E-08
770000.E-01  142810.E-08  408335.E-08
784000.E-01  142867.E-08  404162.E-08
798000.E-01  146189.E-08  373634.E-08
812000.E-01  150521.E-08  362807.E-08
826000.E-01  156062.E-08  454984.E-08
840000.E-01  157001.E-08  538958.E-08
854000.E-01  161924.E-08  416851.E-08
868000.E-01  166160.E-08  514634.E-08
882000.E-01  172987.E-08  572699.E-08
896000.E-01  178074.E-08  516027.E-08
910000.E-01  185250.E-08  529976.E-08
924000.E-01  189191.E-08  538362.E-08
938000.E-01  197621.E-08  553185.E-08
952000.E-01  203181.E-08  548104.E-08
966000.E-01  213220.E-08  561279.E-08
980000.E-01  222693.E-08  602523.E-08
994000.E-01  233934.E-08  685103.E-08
100800.E+00  240663.E-08  634915.E-08
102200.E+00  259480.E-08  723267.E-08
103600.E+00  277088.E-08  759381.E-08
105000.E+00  299232.E-08  794612.E-08
106400.E+00  323254.E-08  857055.E-08
107800.E+00  357690.E-08  980527.E-08
109200.E+00  399503.E-08  111716.E-07
110600.E+00  466143.E-08  132878.E-07
112000.E+00  558299.E-08  154653.E-07
113400.E+00  704756.E-08  183027.E-07
114800.E+00  921269.E-08  234638.E-07
116200.E+00  129303.E-07  310822.E-07
117600.E+00  177907.E-07  404380.E-07
119000.E+00  224577.E-07  479256.E-07
120400.E+00  245683.E-07  495950.E-07
121800.E+00  224503.E-07  434295.E-07
123200.E+00  172861.E-07  319566.E-07
124600.E+00  106027.E-07  192171.E-07
126000.E+00  513689.E-08  899387.E-08
127400.E+00  207919.E-08  351036.E-08
128800.E+00  659569.E-09  111327.E-08
130200.E+00  177549.E-09  307370.E-09
131600.E+00  260651.E-10  428207.E-10
133000.E+00  357196.E-11  581203.E-11
134400.E+00  477125.E-11  479881.E-11
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
