====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 19 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1300.00E-09  1211.19E-09  
280001.E-02  4742.86E-09  1106.67E-08  
420001.E-02  9328.57E-09  1321.60E-08  
560001.E-02  1367.14E-08  1984.72E-08  
700001.E-02  1848.57E-08  2395.68E-08  
840001.E-02  9128.57E-09  1550.50E-08  
980001.E-02  1125.71E-08  2073.12E-08  
112000.E-01  1280.00E-08  2296.68E-08  
126000.E-01  1480.00E-08  3357.89E-08  
140000.E-01  1530.00E-08  1535.89E-08  
154000.E-01  1540.00E-08  4242.52E-08  
168000.E-01  1582.86E-08  2941.46E-08  
182000.E-01  1537.14E-08  2171.09E-08  
196000.E-01  1605.71E-08  3436.79E-08  
210000.E-01  1570.00E-08  4387.47E-08  
224000.E-01  1647.14E-08  4195.06E-08  
238000.E-01  1612.86E-08  2427.01E-08  
252000.E-01  1704.29E-08  7114.53E-08  
266000.E-01  1661.43E-08  3522.72E-08  
280000.E-01  1681.43E-08  2995.44E-08  
294000.E-01  1717.14E-08  3269.04E-08  
308000.E-01  1724.29E-08  4428.66E-08  
322000.E-01  1801.43E-08  4557.97E-08  
336000.E-01  1838.57E-08  6889.02E-08  
350000.E-01  1735.71E-08  3926.75E-08  
364000.E-01  1712.86E-08  5702.30E-08  
378000.E-01  1857.14E-08  3551.02E-08  
392000.E-01  1760.00E-08  3740.28E-08  
406000.E-01  1867.14E-08  3940.91E-08  
420000.E-01  1818.57E-08  3404.07E-08  
434000.E-01  1961.43E-08  3171.04E-08  
448000.E-01  1905.71E-08  4290.02E-08  
462000.E-01  1967.14E-08  2410.84E-08  
476000.E-01  2007.14E-08  2551.74E-08  
490000.E-01  2117.14E-08  4698.63E-08  
504000.E-01  2018.57E-08  5107.75E-08  
518000.E-01  2071.43E-08  3735.15E-08  
532000.E-01  2242.86E-08  5709.49E-08  
546000.E-01  2180.00E-08  3458.81E-08  
560000.E-01  2302.86E-08  5416.88E-08  
574000.E-01  2185.71E-08  3734.95E-08  
588000.E-01  2265.71E-08  4416.15E-08  
602000.E-01  2382.86E-08  6775.04E-08  
616000.E-01  2262.86E-08  4758.70E-08  
630000.E-01  2357.14E-08  4841.86E-08  
644000.E-01  2478.57E-08  5660.78E-08  
658000.E-01  2521.43E-08  6074.01E-08  
672000.E-01  2452.86E-08  6198.06E-08  
686000.E-01  2642.86E-08  4419.81E-08  
700000.E-01  2571.43E-08  6272.71E-08  
714000.E-01  2670.00E-08  4521.99E-08  
728000.E-01  2648.57E-08  3954.11E-08  
742000.E-01  2871.43E-08  5810.87E-08  
756000.E-01  2988.57E-08  7011.07E-08  
770000.E-01  2874.29E-08  6729.95E-08  
784000.E-01  2890.00E-08  5867.83E-08  
798000.E-01  2995.71E-08  4824.28E-08  
812000.E-01  3101.43E-08  4281.20E-08  
826000.E-01  3218.57E-08  6973.66E-08  
840000.E-01  3244.29E-08  9031.00E-08  
854000.E-01  3430.00E-08  5071.02E-08  
868000.E-01  3458.57E-08  8453.52E-08  
882000.E-01  3662.86E-08  9238.96E-08  
896000.E-01  3681.43E-08  7711.08E-08  
910000.E-01  3962.86E-08  7563.37E-08  
924000.E-01  4131.43E-08  7667.05E-08  
938000.E-01  4405.71E-08  7224.67E-08  
952000.E-01  4417.14E-08  7181.56E-08  
966000.E-01  4608.57E-08  7115.11E-08  
980000.E-01  4794.29E-08  8465.91E-08  
994000.E-01  4974.29E-08  1062.09E-07  
100800.E+00  5410.00E-08  8242.42E-08  
102200.E+00  5945.71E-08  1014.73E-07  
103600.E+00  6404.29E-08  1043.76E-07  
105000.E+00  6998.57E-08  9646.68E-08  
