====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  101645.E-08  219442.E-09
280001.E-02  941840.E-09  735816.E-09
420001.E-02  900493.E-09  149337.E-08
560001.E-02  873933.E-09  199706.E-08
700001.E-02  865521.E-09  283258.E-08
840001.E-02  843830.E-09  176132.E-08
980001.E-02  811857.E-09  149191.E-08
112000.E-01  802869.E-09  185902.E-08
126000.E-01  802544.E-09  238864.E-08
140000.E-01  805375.E-09  249500.E-08
154000.E-01  815330.E-09  197227.E-08
168000.E-01  835501.E-09  228028.E-08
182000.E-01  831216.E-09  206757.E-08
196000.E-01  837459.E-09  230030.E-08
210000.E-01  846792.E-09  204895.E-08
224000.E-01  849947.E-09  236808.E-08
238000.E-01  856666.E-09  236199.E-08
252000.E-01  866322.E-09  278278.E-08
266000.E-01  867082.E-09  276940.E-08
280000.E-01  873928.E-09  211298.E-08
294000.E-01  887299.E-09  265338.E-08
308000.E-01  894248.E-09  269988.E-08
322000.E-01  909200.E-09  293216.E-08
336000.E-01  918043.E-09  312922.E-08
350000.E-01  926969.E-09  281439.E-08
364000.E-01  935148.E-09  256156.E-08
378000.E-01  942732.E-09  259140.E-08
392000.E-01  954053.E-09  287101.E-08
406000.E-01  965197.E-09  332262.E-08
420000.E-01  974995.E-09  220632.E-08
434000.E-01  981108.E-09  315069.E-08
448000.E-01  997078.E-09  318556.E-08
462000.E-01  100611.E-08  296977.E-08
476000.E-01  101604.E-08  291125.E-08
490000.E-01  103442.E-08  341326.E-08
504000.E-01  104340.E-08  315601.E-08
518000.E-01  105827.E-08  256842.E-08
532000.E-01  107252.E-08  300690.E-08
546000.E-01  108623.E-08  278563.E-08
560000.E-01  110577.E-08  317265.E-08
574000.E-01  112108.E-08  346385.E-08
588000.E-01  113216.E-08  327606.E-08
602000.E-01  113002.E-08  284272.E-08
616000.E-01  114719.E-08  284849.E-08
630000.E-01  117963.E-08  375047.E-08
644000.E-01  121305.E-08  321055.E-08
658000.E-01  121385.E-08  353326.E-08
672000.E-01  123521.E-08  304389.E-08
686000.E-01  127229.E-08  355448.E-08
700000.E-01  128966.E-08  371400.E-08
714000.E-01  131869.E-08  377399.E-08
728000.E-01  134704.E-08  341971.E-08
742000.E-01  136779.E-08  436442.E-08
756000.E-01  138863.E-08  387527.E-08
770000.E-01  140502.E-08  429480.E-08
784000.E-01  142809.E-08  460908.E-08
798000.E-01  147784.E-08  384064.E-08
812000.E-01  152819.E-08  451828.E-08
826000.E-01  155107.E-08  425304.E-08
840000.E-01  161618.E-08  454835.E-08
854000.E-01  164148.E-08  428998.E-08
868000.E-01  167430.E-08  495667.E-08
882000.E-01  172859.E-08  488977.E-08
896000.E-01  177301.E-08  511170.E-08
910000.E-01  186478.E-08  522088.E-08
924000.E-01  191883.E-08  525449.E-08
938000.E-01  201186.E-08  529460.E-08
952000.E-01  205387.E-08  608021.E-08
966000.E-01  213283.E-08  548657.E-08
980000.E-01  224224.E-08  620350.E-08
994000.E-01  233022.E-08  684668.E-08
100800.E+00  247544.E-08  705427.E-08
102200.E+00  262344.E-08  723070.E-08
103600.E+00  281042.E-08  787886.E-08
105000.E+00  301571.E-08  854675.E-08
106400.E+00  326880.E-08  903463.E-08
107800.E+00  354245.E-08  964303.E-08
109200.E+00  399921.E-08  106087.E-07
110600.E+00  461539.E-08  123079.E-07
112000.E+00  543728.E-08  144209.E-07
113400.E+00  692940.E-08  185294.E-07
114800.E+00  916688.E-08  228529.E-07
116200.E+00  127917.E-07  305531.E-07
117600.E+00  175511.E-07  396200.E-07
119000.E+00  224533.E-07  474036.E-07
120400.E+00  246306.E-07  494869.E-07
121800.E+00  225195.E-07  435211.E-07
123200.E+00  173782.E-07  322377.E-07
124600.E+00  108138.E-07  195345.E-07
126000.E+00  515515.E-08  908266.E-08
127400.E+00  207243.E-08  362273.E-08
128800.E+00  703334.E-09  123165.E-08
130200.E+00  148242.E-09  247707.E-09
131600.E+00  225093.E-10  396860.E-10
133000.E+00  616815.E-11  103092.E-10
134400.E+00  139588.E-11  165677.E-11
135800.E+00  121459.E-11  202897.E-11
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
