====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  100428.E-08  241886.E-09
280001.E-02  931864.E-09  711509.E-09
420001.E-02  898903.E-09  153772.E-08
560001.E-02  870863.E-09  210112.E-08
700001.E-02  864990.E-09  326883.E-08
840001.E-02  842657.E-09  148903.E-08
980001.E-02  817489.E-09  155172.E-08
112000.E-01  804284.E-09  233276.E-08
126000.E-01  800781.E-09  205215.E-08
140000.E-01  805428.E-09  239486.E-08
154000.E-01  813266.E-09  203528.E-08
168000.E-01  819565.E-09  277690.E-08
182000.E-01  825567.E-09  245920.E-08
196000.E-01  841995.E-09  219291.E-08
210000.E-01  843116.E-09  237052.E-08
224000.E-01  847854.E-09  216390.E-08
238000.E-01  854807.E-09  213905.E-08
252000.E-01  862512.E-09  224429.E-08
266000.E-01  865370.E-09  250382.E-08
280000.E-01  878441.E-09  271718.E-08
294000.E-01  885047.E-09  245210.E-08
308000.E-01  900785.E-09  242073.E-08
322000.E-01  907037.E-09  266651.E-08
336000.E-01  917487.E-09  277559.E-08
350000.E-01  931502.E-09  248613.E-08
364000.E-01  941485.E-09  229098.E-08
378000.E-01  954238.E-09  267751.E-08
392000.E-01  962436.E-09  240140.E-08
406000.E-01  967936.E-09  259724.E-08
420000.E-01  973262.E-09  245782.E-08
434000.E-01  984102.E-09  246456.E-08
448000.E-01  999785.E-09  348503.E-08
462000.E-01  101183.E-08  332562.E-08
476000.E-01  103258.E-08  297478.E-08
490000.E-01  103661.E-08  274519.E-08
504000.E-01  105005.E-08  253147.E-08
518000.E-01  105609.E-08  314007.E-08
532000.E-01  106848.E-08  286802.E-08
546000.E-01  107969.E-08  333661.E-08
560000.E-01  108804.E-08  299077.E-08
574000.E-01  110091.E-08  390786.E-08
588000.E-01  113256.E-08  307737.E-08
602000.E-01  115669.E-08  333372.E-08
616000.E-01  117685.E-08  381389.E-08
630000.E-01  119215.E-08  340699.E-08
644000.E-01  120249.E-08  322458.E-08
658000.E-01  121901.E-08  406003.E-08
672000.E-01  125072.E-08  335876.E-08
686000.E-01  127470.E-08  369436.E-08
700000.E-01  128399.E-08  321529.E-08
714000.E-01  130853.E-08  360925.E-08
728000.E-01  133377.E-08  361011.E-08
742000.E-01  137010.E-08  387071.E-08
756000.E-01  139295.E-08  391762.E-08
770000.E-01  140800.E-08  390050.E-08
784000.E-01  145762.E-08  407935.E-08
798000.E-01  149498.E-08  474394.E-08
812000.E-01  153578.E-08  466264.E-08
826000.E-01  157935.E-08  433372.E-08
840000.E-01  159037.E-08  418924.E-08
854000.E-01  163277.E-08  503333.E-08
868000.E-01  166746.E-08  431281.E-08
882000.E-01  171932.E-08  459874.E-08
896000.E-01  177315.E-08  555604.E-08
910000.E-01  183301.E-08  484396.E-08
924000.E-01  190162.E-08  587134.E-08
938000.E-01  196975.E-08  576892.E-08
952000.E-01  207066.E-08  613614.E-08
966000.E-01  217251.E-08  661588.E-08
980000.E-01  229791.E-08  638883.E-08
994000.E-01  240101.E-08  682817.E-08
100800.E+00  249554.E-08  708687.E-08
102200.E+00  262881.E-08  746173.E-08
103600.E+00  278880.E-08  814473.E-08
105000.E+00  299569.E-08  841120.E-08
106400.E+00  325939.E-08  942383.E-08
107800.E+00  359454.E-08  998563.E-08
109200.E+00  395603.E-08  111358.E-07
110600.E+00  466332.E-08  132630.E-07
112000.E+00  551588.E-08  145561.E-07
113400.E+00  695786.E-08  186024.E-07
114800.E+00  908134.E-08  234382.E-07
116200.E+00  125558.E-07  306901.E-07
117600.E+00  178801.E-07  399849.E-07
119000.E+00  222468.E-07  475029.E-07
120400.E+00  246478.E-07  493488.E-07
121800.E+00  226539.E-07  436518.E-07
123200.E+00  172527.E-07  319742.E-07
124600.E+00  106812.E-07  193121.E-07
126000.E+00  534772.E-08  939022.E-08
127400.E+00  200426.E-08  353072.E-08
128800.E+00  660107.E-09  108692.E-08
130200.E+00  153399.E-09  235068.E-09
131600.E+00  247110.E-10  482139.E-10
133000.E+00  232873.E-11  318972.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
