====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1714.29E-09  2004.39E-09  
280001.E-02  4971.43E-09  6378.65E-09  
420001.E-02  8785.71E-09  2227.79E-08  
560001.E-02  1321.43E-08  2572.44E-08  
700001.E-02  1838.57E-08  5482.92E-08  
840001.E-02  9171.43E-09  2401.95E-08  
980001.E-02  1140.00E-08  1928.71E-08  
112000.E-01  1391.43E-08  3581.40E-08  
126000.E-01  1471.43E-08  2686.31E-08  
140000.E-01  1568.57E-08  3334.06E-08  
154000.E-01  1564.29E-08  2600.25E-08  
168000.E-01  1618.57E-08  5046.86E-08  
182000.E-01  1581.43E-08  4009.12E-08  
196000.E-01  1667.14E-08  2845.04E-08  
210000.E-01  1601.43E-08  3203.90E-08  
224000.E-01  1662.86E-08  2688.33E-08  
238000.E-01  1661.43E-08  2811.60E-08  
252000.E-01  1628.57E-08  2870.66E-08  
266000.E-01  1688.57E-08  3942.56E-08  
280000.E-01  1677.14E-08  4702.50E-08  
294000.E-01  1827.14E-08  3442.69E-08  
308000.E-01  1802.86E-08  3356.63E-08  
322000.E-01  1668.57E-08  4340.95E-08  
336000.E-01  1787.14E-08  4019.90E-08  
350000.E-01  1747.14E-08  3815.10E-08  
364000.E-01  1822.86E-08  2534.58E-08  
378000.E-01  1722.86E-08  4213.96E-08  
392000.E-01  1870.00E-08  3086.55E-08  
406000.E-01  1904.29E-08  3705.77E-08  
420000.E-01  1860.00E-08  3066.84E-08  
434000.E-01  1914.29E-08  3065.61E-08  
448000.E-01  1960.00E-08  6269.13E-08  
462000.E-01  1945.71E-08  5678.72E-08  
476000.E-01  1994.29E-08  4406.71E-08  
490000.E-01  2024.29E-08  3616.44E-08  
504000.E-01  1978.57E-08  3339.07E-08  
518000.E-01  2035.71E-08  4804.07E-08  
532000.E-01  2094.29E-08  4050.26E-08  
546000.E-01  2067.14E-08  5401.70E-08  
560000.E-01  2222.86E-08  3874.72E-08  
574000.E-01  2188.57E-08  7262.77E-08  
588000.E-01  2270.00E-08  4463.28E-08  
602000.E-01  2302.86E-08  4541.46E-08  
616000.E-01  2301.43E-08  7058.95E-08  
630000.E-01  2318.57E-08  4495.98E-08  
644000.E-01  2488.57E-08  4514.54E-08  
658000.E-01  2461.43E-08  7193.42E-08  
672000.E-01  2555.71E-08  4967.59E-08  
686000.E-01  2570.00E-08  5736.95E-08  
700000.E-01  2568.57E-08  3900.82E-08  
714000.E-01  2701.43E-08  4676.91E-08  
728000.E-01  2648.57E-08  4813.24E-08  
742000.E-01  2694.29E-08  5493.88E-08  
756000.E-01  2754.29E-08  5225.29E-08  
770000.E-01  2961.43E-08  5264.93E-08  
784000.E-01  2875.71E-08  5484.65E-08  
798000.E-01  3234.29E-08  7666.38E-08  
812000.E-01  3252.86E-08  6817.54E-08  
826000.E-01  3257.14E-08  6029.61E-08  
840000.E-01  3265.71E-08  5032.53E-08  
854000.E-01  3430.00E-08  7268.82E-08  
868000.E-01  3574.29E-08  5444.91E-08  
882000.E-01  3720.00E-08  6073.45E-08  
896000.E-01  3961.43E-08  8757.24E-08  
910000.E-01  3905.71E-08  6482.17E-08  
924000.E-01  4115.71E-08  9208.96E-08  
938000.E-01  4331.43E-08  8340.75E-08  
952000.E-01  4471.43E-08  9389.04E-08  
966000.E-01  4582.86E-08  1050.39E-07  
980000.E-01  5005.71E-08  8969.04E-08  
994000.E-01  5202.86E-08  9179.05E-08  
100800.E+00  5494.29E-08  1054.56E-07  
102200.E+00  5901.43E-08  1079.62E-07  
103600.E+00  6298.57E-08  1197.80E-07  
105000.E+00  6955.71E-08  1190.55E-07  
