====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1500.00E-09  3393.67E-09  
280001.E-02  4985.71E-09  1498.46E-08  
420001.E-02  9157.14E-09  1962.05E-08  
560001.E-02  1368.57E-08  3247.63E-08  
700001.E-02  1875.71E-08  3252.79E-08  
840001.E-02  9585.71E-09  1396.60E-08  
980001.E-02  1100.00E-08  1738.17E-08  
112000.E-01  1295.71E-08  3486.94E-08  
126000.E-01  1420.00E-08  3418.98E-08  
140000.E-01  1594.29E-08  3437.68E-08  
154000.E-01  1481.43E-08  2462.36E-08  
168000.E-01  1595.71E-08  2896.84E-08  
182000.E-01  1540.00E-08  2513.68E-08  
196000.E-01  1574.29E-08  4827.21E-08  
210000.E-01  1540.00E-08  2647.67E-08  
224000.E-01  1637.14E-08  3772.35E-08  
238000.E-01  1654.29E-08  2575.90E-08  
252000.E-01  1620.00E-08  4778.70E-08  
266000.E-01  1658.57E-08  3074.65E-08  
280000.E-01  1692.86E-08  2781.45E-08  
294000.E-01  1682.86E-08  3503.80E-08  
308000.E-01  1737.14E-08  3966.74E-08  
322000.E-01  1738.57E-08  3909.26E-08  
336000.E-01  1831.43E-08  3247.76E-08  
350000.E-01  1777.14E-08  3204.90E-08  
364000.E-01  1801.43E-08  6045.52E-08  
378000.E-01  1781.43E-08  3761.50E-08  
392000.E-01  1901.43E-08  5640.66E-08  
406000.E-01  1900.00E-08  4249.69E-08  
420000.E-01  1838.57E-08  3366.00E-08  
434000.E-01  1994.29E-08  3212.62E-08  
448000.E-01  1991.43E-08  4544.35E-08  
462000.E-01  1984.29E-08  5741.67E-08  
476000.E-01  1930.00E-08  4338.47E-08  
490000.E-01  2011.43E-08  4266.37E-08  
504000.E-01  2124.29E-08  4441.45E-08  
518000.E-01  2077.14E-08  4801.76E-08  
532000.E-01  2112.86E-08  4392.55E-08  
546000.E-01  2110.00E-08  3582.36E-08  
560000.E-01  2121.43E-08  6154.50E-08  
574000.E-01  2165.71E-08  5674.20E-08  
588000.E-01  2251.43E-08  4704.18E-08  
602000.E-01  2294.29E-08  6100.65E-08  
616000.E-01  2244.29E-08  4131.40E-08  
630000.E-01  2342.86E-08  4668.63E-08  
644000.E-01  2458.57E-08  3497.41E-08  
658000.E-01  2544.29E-08  3743.89E-08  
672000.E-01  2502.86E-08  3422.35E-08  
686000.E-01  2667.14E-08  6737.46E-08  
700000.E-01  2651.43E-08  5472.37E-08  
714000.E-01  2725.71E-08  6168.16E-08  
728000.E-01  2752.86E-08  4590.35E-08  
742000.E-01  2842.86E-08  3999.99E-08  
756000.E-01  2775.71E-08  3356.70E-08  
770000.E-01  2960.00E-08  6452.35E-08  
784000.E-01  2934.29E-08  7689.09E-08  
798000.E-01  3020.00E-08  5335.99E-08  
812000.E-01  3171.43E-08  6870.07E-08  
826000.E-01  3377.14E-08  7002.81E-08  
840000.E-01  3251.43E-08  7259.01E-08  
854000.E-01  3384.29E-08  5542.49E-08  
868000.E-01  3522.86E-08  5602.11E-08  
882000.E-01  3645.71E-08  6875.13E-08  
896000.E-01  3824.29E-08  7078.52E-08  
910000.E-01  3804.29E-08  7344.00E-08  
924000.E-01  4141.43E-08  8480.07E-08  
938000.E-01  4217.14E-08  7522.04E-08  
952000.E-01  4461.43E-08  1007.57E-07  
966000.E-01  4754.29E-08  8240.68E-08  
980000.E-01  4992.86E-08  9191.08E-08  
994000.E-01  5097.14E-08  9964.25E-08  
100800.E+00  5547.14E-08  9384.15E-08  
102200.E+00  5977.14E-08  1172.64E-07  
103600.E+00  6481.43E-08  1252.85E-07  
105000.E+00  6880.00E-08  1170.36E-07  
