====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1200 keV
 Total Ions calculated =50000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 14000.E+01 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Ion Average Range = 119508.E+00 A   Straggling = 571058.E-02 A
 Ion Lateral Range = 736563.E-02 A   Straggling = 103017.E-01 A
 Ion Radial  Range = 115501.E-01 A   Straggling = 888588.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1400010.E-03 52286930.E-03 52286930.E-03 10908525.E-02 00000000.E+00 
2800010.E-03 31741218.E-03 31741218.E-03 76585922.E-03 00000000.E+00 
4200010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5600010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7000010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8400010.E-03 44998425.E-03 44998425.E-03 11490462.E-02 00000000.E+00 
9800010.E-03 69284073.E-04 69284073.E-04 44237949.E-03 00000000.E+00 
1120001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1260001.E-02 14490698.E-03 14490698.E-03 77414982.E-03 00000000.E+00 
1400001.E-02 27220539.E-03 36449892.E-03 59556482.E-03 20471573.E-03 
1540001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1680001.E-02 14155639.E-03 14155639.E-03 36737054.E-03 00000000.E+00 
1820001.E-02 49243962.E-03 49243962.E-03 55017856.E-03 00000000.E+00 
1960001.E-02 85940608.E-03 85940608.E-03 91942757.E-03 00000000.E+00 
2100001.E-02 61957000.E-04 61957000.E-04 16289753.E-03 00000000.E+00 
2240001.E-02 21103146.E-03 21103146.E-03 49088535.E-03 00000000.E+00 
2380001.E-02 21966617.E-03 21966617.E-03 92320623.E-03 00000000.E+00 
2520001.E-02 14983090.E-03 14983090.E-03 71937467.E-03 00000000.E+00 
2660001.E-02 19249314.E-03 19249314.E-03 10918927.E-02 00000000.E+00 
2800001.E-02 17407072.E-03 21363892.E-03 34389895.E-03 25691524.E-03 
