# Tc_lossless =  nan K, Tc_50 =  nan K, Tc_superconducting =  nan K, afterstep3
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  7929.80        9.73317400e-04        1.10198268e-04  96.8477  91.9562
    1  7930.71        1.63059200e-03        1.10194209e-04  96.8471  91.9603
    2  7931.62        1.40200400e-03        1.10176916e-04  96.8471  91.9603
    3  7932.52        1.32573400e-03        1.10164986e-04  96.8568  91.9664
    4  7933.43        1.42826800e-03        1.10198764e-04  96.8464  91.9633
    5  7934.31        1.54141300e-03        1.10278179e-04  96.8423  91.9429
    6  7935.19        1.46024600e-03        1.10194308e-04  96.8402  91.9430
    7  7936.10        1.47946200e-03        1.10218450e-04  96.8371  91.9472
    8  7937.00        1.34220500e-03        1.10197531e-04  96.8540  91.9630
    9  7937.96        1.42366800e-03        1.10188730e-04  96.8361  91.9509
   10  7938.87        1.21400000e-03        1.10179061e-04  96.8479  91.9507
   11  7939.83        1.19092600e-03        1.10188353e-04  96.8238  91.9331
   12  7940.79        1.16087700e-03        1.10048917e-04  96.8256  91.9302
   13  7941.68        1.13832300e-03        1.10173093e-04  96.8205  91.9265
   14  7942.58        1.15145500e-03        1.10173837e-04  96.8205  91.9265
   15  7943.51        1.29961800e-03        1.10200179e-04  96.8453  91.9561
   16  7944.43        1.29761400e-03        1.10218990e-04  96.8417  91.9456
   17  7945.39        1.34227800e-03        1.10190882e-04  96.8152  91.9220
   18  7946.28        1.21815400e-03        1.10144659e-04  96.8046  91.9056
   19  7947.23        1.36861700e-03        1.10159162e-04  96.8188  91.9231
   20  7948.12        1.09632900e-03        1.10156900e-04  96.8496  91.9623
   21  7949.07        1.26356000e-03        1.10218507e-04  96.8379  91.9512
   22  7949.99        1.48866100e-03        1.10137004e-04  96.8340  91.9395
   23  7950.88        1.65225700e-03        1.10148005e-04  96.8257  91.9254
   24  7951.79        1.50416800e-03        1.10172828e-04  96.8165  91.9227
   25  7952.67        1.36794900e-03        1.10175090e-04  96.8061  91.9123
   26  7953.58        1.52330900e-03        1.10142953e-04  96.8061  91.9123
   27  7954.54        1.27980800e-03        1.10223062e-04  96.8283  91.9231
   28  7955.47        1.55951600e-03        1.10216864e-04  96.8195  91.9256
   29  7956.42        1.51678000e-03        1.10187455e-04  96.8014  91.9055
   30  7957.33        1.30740800e-03        1.10152581e-04  96.8037  91.9062
   31  7958.24        1.44095500e-03        1.10164997e-04  96.8053  91.9129
   32  7959.20        1.45445800e-03        1.10156382e-04  96.7925  91.8990
   33  7960.11        1.39925900e-03        1.10140547e-04  96.7961  91.8989
   34  7961.02        1.27876900e-03        1.10139245e-04  96.7918  91.8915
   35  7962.00        1.18758600e-03        1.10158087e-04  96.7698  91.8727
   36  7962.91        1.27142400e-03        1.10154273e-04  96.7821  91.8892
   37  7963.85        1.39428800e-03        1.10161638e-04  96.8179  91.9251
   38  7964.81        1.62569600e-03        1.10115091e-04  96.7794  91.8878
   39  7965.81        1.34955000e-03        1.10138054e-04  96.7910  91.8988
   40  7966.71        1.21711500e-03        1.10110567e-04  96.7733  91.8795
   41  7967.64        1.51143900e-03        1.10122869e-04  96.7733  91.8795
   42  7968.53        1.49415200e-03        1.10161328e-04  96.7708  91.8808
   43  7969.41        1.14054800e-03        1.10131703e-04  96.7691  91.8785
   44  7970.29        1.49622900e-03        1.10150203e-04  96.7592  91.8674
   45  7971.19        1.19307700e-03        1.10123242e-04  96.7746  91.8706
   46  7972.11        1.13513200e-03        1.10168270e-04  96.7181  91.8245
   47  7973.04        1.23944700e-03        1.10130029e-04  96.7551  91.8652
   48  7973.98        9.55956300e-04        1.10105082e-04  96.7424  91.8512
   49  7974.92        1.10983200e-03        1.10149462e-04  96.7195  91.8303
   50  7975.83        1.46937100e-03        1.10130890e-04  96.7791  91.8920
   51  7976.76        1.41031400e-03        1.10013719e-04  96.7256  91.8406
   52  7977.71        1.24018900e-03        1.10160920e-04  96.7306  91.8452
   53  7978.71        1.12912300e-03        1.10092618e-04  96.7306  91.8452
   54  7979.62        1.27624700e-03        1.10126676e-04  96.7394  91.8562
   55  7980.54        1.31757300e-03        1.10121078e-04  96.7357  91.8523
   56  7981.44        1.35593000e-03        1.10121676e-04  96.7465  91.8628
   57  7982.36        1.35118200e-03        1.10107606e-04  96.7189  91.8335
   58  7983.25        1.54957400e-03        1.10115601e-04  96.7243  91.8451
   59  7984.14        1.47182000e-03        1.10098092e-04  96.7148  91.8344
   60  7985.07        1.52887400e-03        1.10110829e-04  96.7350  91.8419
   61  7985.97        1.29346000e-03        1.10094221e-04  96.7426  91.8688
   62  7986.92        1.24174800e-03        1.10072338e-04  96.6747  91.7937
   63  7987.86        1.52568400e-03        1.10074538e-04  96.6806  91.8034
   64  7988.77        1.36654000e-03        1.10087461e-04  96.6994  91.8171
   65  7989.71        1.29353400e-03        1.10089413e-04  96.7087  91.8279
   66  7990.67        1.43680100e-03        1.10081882e-04  96.7087  91.8279
   67  7991.59        1.63237300e-03        1.10079341e-04  96.7160  91.8303
   68  7992.49        1.29160500e-03        1.10065474e-04  96.6793  91.8046
   69  7993.41        1.35926900e-03        1.10071857e-04  96.6794  91.8062
   70  7994.28        1.33589800e-03        1.10040155e-04  96.6739  91.8041
   71  7995.17        1.55291200e-03        1.10092807e-04  96.6819  91.8066
   72  7996.08        1.51440600e-03        1.10096495e-04  96.6880  91.8140
   73  7996.99        1.54883200e-03        1.10058128e-04  96.6005  91.7003
   74  7997.90        1.60744400e-03        1.10049765e-04  96.6819  91.8054
   75  7998.82        1.54771900e-03        1.10044032e-04  96.6759  91.8068
   76  7999.82        1.34598800e-03        1.10068204e-04  96.6557  91.7835
   77  8000.80        1.33908800e-03        1.09880220e-04  96.6742  91.8060
   78  8001.67        1.43019700e-03        1.10058783e-04  96.6440  91.7748
   79  8002.60        1.31237900e-03        1.10070560e-04  96.6437  91.7788
   80  8003.52        1.26734400e-03        1.10104420e-04  96.6437  91.7788
   81  8004.43        1.29167900e-03        1.10008401e-04  96.6293  91.7580
   82  8005.38        1.18358000e-03        1.10058511e-04  96.6279  91.7510
   83  8006.30        1.43643000e-03        1.10021819e-04  96.6361  91.7665
   84  8007.24        1.38264000e-03        1.10026344e-04  96.6032  91.7321
   85  8008.15        1.42671000e-03        1.10047634e-04  96.6110  91.7556
   86  8009.07        1.45445800e-03        1.10022098e-04  96.6015  91.7309
   87  8009.98        1.35066300e-03        1.09725136e-04  96.5892  91.7193
   88  8010.88        1.28923100e-03        1.10071416e-04  96.6157  91.7495
   89  8011.88        1.36772700e-03        1.10056603e-04  96.6027  91.7400
   90  8012.92        1.38145300e-03        1.10007113e-04  96.6009  91.7429
   91  8013.85        1.50350000e-03        1.09990625e-04  96.5966  91.7269
   92  8014.75        1.36706000e-03        1.09986256e-04  96.6168  91.7472
   93  8015.71        1.24093200e-03        1.09991989e-04  96.6148  91.7508
   94  8016.80        1.31549500e-03        1.10008166e-04  96.5949  91.7263
   95  8017.71        1.40808800e-03        1.09991339e-04  96.5935  91.7279
   96  8018.60        1.60737000e-03        1.09978416e-04  96.5707  91.7070
   97  8019.50        1.52019300e-03        1.10008321e-04  96.5707  91.7070
   98  8020.41        1.32892400e-03        1.09971940e-04  96.5782  91.7172
   99  8021.30        1.51767100e-03        1.09969578e-04  96.5992  91.7356
  100  8022.19        1.52650000e-03        1.09971901e-04  96.5653  91.7080
  101  8023.09        1.41595200e-03        1.09985383e-04  96.5576  91.7147
  102  8023.99        1.29731800e-03        1.09997717e-04  96.5428  91.6834
  103  8024.89        1.44080700e-03        1.09971685e-04  96.5564  91.6992
  104  8025.84        1.45802000e-03        1.09981664e-04  96.5572  91.6956
  105  8026.90        1.40593600e-03        1.09966001e-04  96.5388  91.6839
  106  8027.81        1.67073100e-03        1.09973051e-04  96.5382  91.6805
  107  8028.71        1.20160900e-03        1.09987865e-04  96.5115  91.6525
  108  8029.62        1.26645400e-03        1.09997193e-04  96.5115  91.6525
  109  8030.53        1.40994300e-03        1.09949189e-04  96.5117  91.6533
  110  8031.42        1.46395500e-03        1.09933354e-04  96.5243  91.6697
  111  8032.31        1.35192400e-03        1.09942094e-04  96.5198  91.6647
  112  8033.21        1.04884700e-03        1.09963171e-04  96.5163  91.6666
  113  8034.10        1.27869600e-03        1.09943926e-04  96.4768  91.6273
  114  8035.03        1.05107300e-03        1.09920157e-04  96.5045  91.6588
  115  8035.94        1.36401800e-03        1.09950652e-04  96.5194  91.6747
  116  8036.84        1.43821100e-03        1.09934784e-04  96.4901  91.6429
  117  8037.82        1.29872800e-03        1.09951178e-04  96.5076  91.6595
  118  8038.76        1.64951200e-03        1.09999063e-04  96.4707  91.6284
  119  8039.68        1.16458800e-03        1.09907488e-04  96.4184  91.5976
  120  8040.58        1.14336900e-03        1.09938478e-04  96.4898  91.6513
  121  8041.51        1.23729700e-03        1.09914368e-04  96.4898  91.6513
  122  8042.41        1.25606800e-03        1.09912198e-04  96.4589  91.6169
  123  8043.30        1.44347900e-03        1.09903025e-04  96.4804  91.6508
  124  8044.19        1.30733500e-03        1.09903838e-04  96.4536  91.6168
  125  8045.12        1.34138900e-03        1.09889893e-04  96.4830  91.6449
  126  8046.03        1.33708600e-03        1.09904333e-04  96.4664  91.6236
  127  8046.93        1.33137300e-03        1.09885709e-04  96.4588  91.6184
  128  8047.86        1.36312700e-03        1.09894943e-04  96.4665  91.6365
  129  8048.77        1.17927700e-03        1.09917442e-04  96.3830  91.5415
  130  8049.82        1.30006300e-03        1.09904139e-04  96.4343  91.6016
  131  8050.81        1.11524900e-03        1.09875280e-04  96.4426  91.6092
  132  8051.85        1.09239700e-03        1.09914049e-04  96.4597  91.6326
  133  8052.75        1.23722200e-03        1.09870662e-04  96.4286  91.6021
  134  8053.76        1.10679100e-03        1.09876798e-04  96.4231  91.5938
  135  8054.72        1.60892800e-03        1.09856748e-04  96.4231  91.5938
  136  8055.64        1.38560800e-03        1.09897988e-04  96.4293  91.5898
  137  8056.55        1.45000700e-03        1.09880880e-04  96.4293  91.5898
  138  8057.48        1.39948200e-03        1.09566768e-04  96.3975  91.5645
  139  8058.42        1.25903500e-03        1.09901025e-04  96.4238  91.6252
  140  8059.33        1.51804200e-03        1.09900962e-04  96.3880  91.5667
  141  8060.23        1.41958800e-03        1.09902573e-04  96.4014  91.5788
  142  8061.15        1.45000700e-03        1.09680614e-04  96.4039  91.5672
  143  8062.08        1.37967200e-03        1.09842741e-04  96.3763  91.5674
