# Tc_lossless =  nan K, Tc_50 =  nan K, Tc_superconducting =  nan K, step1
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  18239.03        1.40393500e-03        1.10192535e-04  96.8278  91.8807
    1  18239.97        1.25473400e-03        1.10154975e-04  96.8484  91.9059
    2  18240.99        1.28678500e-03        1.10177814e-04  96.8278  91.8872
    3  18242.04        1.55929400e-03        1.10059744e-04  96.8233  91.8854
    4  18242.98        1.46521800e-03        1.10211110e-04  96.8361  91.8996
    5  18244.04        1.47857200e-03        1.10193291e-04  96.8361  91.8996
    6  18245.02        1.37210600e-03        1.10309007e-04  96.8343  91.8929
    7  18245.99        1.38345800e-03        1.10066078e-04  96.8370  91.9010
    8  18247.09        1.53792600e-03        1.10148914e-04  96.8370  91.9010
    9  18248.00        1.47872100e-03        1.10055015e-04  96.8594  91.9218
   10  18248.99        1.49281700e-03        1.10101210e-04  96.8594  91.9218
   11  18250.08        1.43635700e-03        1.10168428e-04  96.8510  91.9148
   12  18251.03        1.34925500e-03        1.10191515e-04  96.8182  91.8877
   13  18251.99        1.35333600e-03        1.10174749e-04  96.8182  91.8877
   14  18253.03        1.50231400e-03        1.10106447e-04  96.8290  91.8890
   15  18253.99        1.32336200e-03        1.10192952e-04  96.8403  91.9065
   16  18254.99        1.27803000e-03        1.10167687e-04  96.8373  91.8967
   17  18256.09        1.41780900e-03        1.10076017e-04  96.8116  91.8702
   18  18257.03        1.50112700e-03        1.10120117e-04  96.8209  91.8809
   19  18258.03        1.66323800e-03        1.10237693e-04  96.8185  91.8792
   20  18259.09        1.56864200e-03        1.10157212e-04  96.8365  91.8957
   21  18259.99        1.31601700e-03        1.10135347e-04  96.8127  91.8987
   22  18260.99        1.66175400e-03        1.09917543e-04  96.8127  91.8987
   23  18262.01        1.82772200e-03        1.10100972e-04  96.8205  91.8749
   24  18262.97        1.56485900e-03        1.10207795e-04  96.8146  91.8731
   25  18264.00        1.53028500e-03        1.10188178e-04  96.8146  91.8731
   26  18265.03        1.68801800e-03        1.10139028e-04  96.8405  91.8964
   27  18266.00        1.34116800e-03        1.10114381e-04  96.8157  91.8740
   28  18267.03        1.47464100e-03        1.10155688e-04  96.8151  91.8684
   29  18268.04        1.51233000e-03        1.10116144e-04  96.8075  91.8608
   30  18269.03        1.61382600e-03        1.10107436e-04  96.8094  91.8643
   31  18270.05        1.59305200e-03        1.10143291e-04  96.8094  91.8643
   32  18271.03        1.55795900e-03        1.10209052e-04  96.7985  91.8492
   33  18272.01        1.59854200e-03        1.10167413e-04  96.7956  91.8529
   34  18273.04        1.47426900e-03        1.10129017e-04  96.8040  91.8525
   35  18274.03        1.64966000e-03        1.10079650e-04  96.7808  91.8263
   36  18275.03        1.71242700e-03        1.10101808e-04  96.7916  91.8485
   37  18276.03        1.53770400e-03        1.10141755e-04  96.7916  91.8485
   38  18277.02        1.67533100e-03        1.10098405e-04  96.7915  91.8491
   39  18277.96        1.50654300e-03        1.10184102e-04  96.7719  91.8245
   40  18278.97        1.45453400e-03        1.10173782e-04  96.7719  91.8245
   41  18280.03        1.37062200e-03        1.10062529e-04  96.7919  91.8510
   42  18280.97        1.50743300e-03        1.10048768e-04  96.7530  91.8073
   43  18281.99        1.21600500e-03        1.10097547e-04  96.7530  91.8073
   44  18283.01        1.27239100e-03        1.10148715e-04  96.7939  91.8553
   45  18283.97        1.29902600e-03        1.10017593e-04  96.7779  91.8346
   46  18285.01        1.00181100e-03        1.10088777e-04  96.7779  91.8346
   47  18286.04        1.46432700e-03        1.10082393e-04  96.7551  91.8109
   48  18286.98        1.32143200e-03        1.10099593e-04  96.7617  91.8156
   49  18288.00        1.21422400e-03        1.10099005e-04  96.7550  91.8107
   50  18289.03        1.25710700e-03        1.10177331e-04  96.7580  91.8106
   51  18289.97        1.22876600e-03        1.10063411e-04  96.7647  91.8209
   52  18291.09        1.28433600e-03        1.10035675e-04  96.7647  91.8209
   53  18292.09        1.35956800e-03        1.10027307e-04  96.7491  91.8086
   54  18293.04        1.31653600e-03        1.10162021e-04  96.7642  91.8217
   55  18294.09        1.24976300e-03        1.10095361e-04  96.7473  91.8023
   56  18295.06        1.24145300e-03        1.10041796e-04  96.7491  91.8021
   57  18296.03        1.19486000e-03        1.10459508e-04  96.7298  91.7826
   58  18296.96        1.28033000e-03        1.10004141e-04  96.7298  91.7826
   59  18298.07        1.21415000e-03        1.10060420e-04  96.7428  91.8000
   60  18299.03        1.36171900e-03        1.10051929e-04  96.7278  91.7849
   61  18299.97        1.27573000e-03        1.10078173e-04  96.7364  91.7949
   62  18300.99        1.27869800e-03        1.10148786e-04  96.7364  91.7949
   63  18302.00        1.29138500e-03        1.10074441e-04  96.7204  91.7809
   64  18302.97        1.76592000e-03        1.09954108e-04  96.7209  91.7764
   65  18303.99        1.35467100e-03        1.10152289e-04  96.7208  91.7789
   66  18305.03        1.70063100e-03        1.10124955e-04  96.7142  91.7728
   67  18305.97        1.29843300e-03        1.10008017e-04  96.7219  91.7837
   68  18306.99        1.38434800e-03        1.10074906e-04  96.7242  91.7895
   69  18307.98        1.27936600e-03        1.10137754e-04  96.7264  91.7895
   70  18308.97        1.37603800e-03        1.10119563e-04  96.7264  91.7895
   71  18310.04        1.33070700e-03        1.10035084e-04  96.7008  91.7609
   72  18310.99        1.24486600e-03        1.10049339e-04  96.6907  91.7504
   73  18311.97        1.44986000e-03        1.10077068e-04  96.6907  91.7504
   74  18312.97        1.25733000e-03        1.10006600e-04  96.6930  91.7540
   75  18313.99        1.35088700e-03        1.10080387e-04  96.6900  91.7499
   76  18314.96        1.29754300e-03        1.10037962e-04  96.6813  91.7418
   77  18315.99        1.30540700e-03        1.10302057e-04  96.6885  91.7507
   78  18317.02        1.31030400e-03        1.09998883e-04  96.6427  91.7029
   79  18317.97        1.37952500e-03        1.09993412e-04  96.6762  91.7357
   80  18318.97        1.57932600e-03        1.10067010e-04  96.6762  91.7357
   81  18319.97        1.27076000e-03        1.10067165e-04  96.6707  91.7343
   82  18320.97        1.43531900e-03        1.10119600e-04  96.6672  91.7324
   83  18321.97        1.55684600e-03        1.09935179e-04  96.6619  91.7212
   84  18323.00        1.45171500e-03        1.10057403e-04  96.6451  91.7026
   85  18323.99        1.49734300e-03        1.09985592e-04  96.6536  91.7124
   86  18325.03        1.56159400e-03        1.10049834e-04  96.6807  91.7413
   87  18326.01        1.37411000e-03        1.10243768e-04  96.6496  91.7114
   88  18327.03        1.44652200e-03        1.09989248e-04  96.6438  91.7090
   89  18327.99        1.49815900e-03        1.09976418e-04  96.6232  91.6867
   90  18329.04        1.56322600e-03        1.09955710e-04  96.6232  91.6867
   91  18329.99        1.64350200e-03        1.09978261e-04  96.6449  91.7109
   92  18330.99        1.65069900e-03        1.10025892e-04  96.6449  91.7109
   93  18332.00        1.33679100e-03        1.09980369e-04  96.6170  91.6820
   94  18332.96        1.61345400e-03        1.10071789e-04  96.6226  91.6900
   95  18333.99        1.59342300e-03        1.09893535e-04  96.6226  91.6900
   96  18335.04        1.68467900e-03        1.10002457e-04  96.6048  91.6700
   97  18335.99        1.19842200e-03        1.10022661e-04  96.6090  91.6768
   98  18336.97        1.61939000e-03        1.09978718e-04  96.6090  91.6768
   99  18338.03        1.44229200e-03        1.09933039e-04  96.6114  91.6759
  100  18339.02        1.34554500e-03        1.09991858e-04  96.6089  91.6760
  101  18340.03        1.36580000e-03        1.09929847e-04  96.5749  91.6390
  102  18341.03        1.25614300e-03        1.09915857e-04  96.5840  91.6528
  103  18341.99        1.41988600e-03        1.09968947e-04  96.5840  91.6528
  104  18343.01        1.22438900e-03        1.09971581e-04  96.6019  91.6674
