# Tc_lossless = 0.00 K, Tc_50 = 0.05 K, Tc_superconducting = -0.00 K, pristine12c
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  6755.32       -2.37301400e-04        9.12708047e-04  96.6529  91.9377
    1  6756.35       -4.42075800e-04       -6.00232370e-04  96.5587  91.8764
    2  6757.36       -2.55850700e-04       -5.29832390e-04  96.6586  91.9498
    3  6758.26       -1.65112700e-04       -8.66676510e-04  96.6588  91.9480
    4  6759.27       -5.83416000e-04        1.15716444e-04  96.6588  91.9480
    5  6760.29       -3.30936300e-04        1.10550064e-04  96.6225  91.9102
    6  6761.17       -3.14761700e-04        1.09783219e-04  96.4900  91.8415
    7  6762.05       -2.31294100e-04        2.00564937e-04  96.4900  91.8415
    8  6762.95       -3.78197600e-04        5.06278990e-04  96.6650  91.9530
    9  6763.89       -4.66858900e-04        9.18567006e-04  96.6607  91.9580
   10  6764.80       -2.64236700e-04        8.79516003e-04  96.6228  91.9125
   11  6765.68       -3.72559300e-04        1.21460206e-04  96.6650  91.9646
   12  6766.55       -5.25398300e-04        1.04513988e-04  96.4368  91.7915
   13  6767.53       -1.53911500e-04        1.17491927e-03  96.6602  91.9563
   14  6768.45       -1.41224300e-04        5.54640164e-04  96.6514  91.9495
   15  6769.37       -1.11101500e-04        9.65666106e-04  96.6483  91.9472
   16  6770.29       -4.38739800e-04        1.07305691e-03  96.6667  91.9594
   17  6771.20       -3.31604500e-04        1.24890503e-03  96.5227  91.8527
   18  6772.09       -1.92343400e-04        1.14999485e-03  96.5227  91.8527
   19  6773.00       -6.12575400e-04        7.73661379e-04  96.6478  91.9436
   20  6773.89       -4.61888200e-04        1.50534942e-03  96.6471  91.9350
   21  6774.79       -4.29242600e-04        1.18460060e-03  96.5848  91.8721
   22  6775.70       -4.26126300e-04        1.22153127e-03  96.6483  91.9441
   23  6776.59       -5.22577100e-04        1.54800040e-03  96.4833  91.8167
   24  6777.52       -2.89609200e-04        1.39967687e-03  96.6275  91.9124
   25  6778.41       -2.66163700e-04        1.42934214e-03  96.6266  91.9173
   26  6779.34       -4.01196300e-04        1.01453329e-03  96.5899  91.8822
   27  6780.37       -2.10445100e-04        8.44585172e-04  96.6477  91.9448
   28  6781.31       -1.58806700e-04        3.28994687e-04  96.3709  91.7369
   29  6782.21       -5.19684500e-04        2.39459317e-03  96.6275  91.9246
   30  6783.15       -3.63878600e-04        1.08920305e-04  96.6275  91.9246
   31  6784.04       -2.13191700e-04        2.20092578e-04  96.6232  91.9164
   32  6784.94       -2.90501000e-04        1.10699337e-04  96.5647  91.8553
   33  6785.83       -2.28475100e-04        2.09944111e-04  96.6334  91.9272
   34  6786.79       -2.36414100e-04        8.48565208e-04  96.4510  91.7874
   35  6787.79       -5.14862000e-04       -5.84141847e-05  96.6241  91.9204
   36  6788.69       -3.93629500e-04       -1.25252495e-04  96.6204  91.9158
   37  6789.60       -6.35945300e-04        1.10067916e-04  96.5804  91.8765
   38  6790.49       -4.05797400e-04        1.07516488e-04  96.6064  91.8971
   39  6791.41       -3.81313700e-04        1.12178537e-04  96.5774  91.8715
   40  6792.31       -4.32210400e-04        1.10482222e-04  96.6008  91.8930
   41  6793.24       -3.73522000e-05        1.10152381e-04  96.5861  91.8760
   42  6794.14       -8.74326800e-05        1.11314009e-04  96.5861  91.8760
   43  6795.01       -4.13290900e-04        1.10838094e-04  96.3451  91.7390
   44  6795.92       -4.27833000e-04        1.10893908e-04  96.5589  91.8442
   45  6796.82       -3.85023300e-04        1.09868720e-04  96.5763  91.8646
   46  6797.70       -2.02136500e-04        1.02251206e-04  96.6024  91.8812
   47  6798.57       -5.22281000e-04        1.12097375e-03  96.5647  91.8559
   48  6799.47       -6.54121800e-04        1.11759816e-03  96.6172  91.8945
   49  6800.45       -6.78753300e-04        1.10804071e-04  96.5821  91.8734
   50  6801.40       -6.89733600e-04       -3.93823092e-04  96.5993  91.8874
   51  6802.30       -4.42076100e-04        4.55551206e-04  96.5744  91.8604
   52  6803.18       -6.53527800e-04       -8.04789585e-05  96.5773  91.8653
   53  6804.06       -5.43647100e-04       -2.58852911e-04  96.5773  91.8653
   54  6804.96       -6.23998900e-04        2.22812993e-04  96.5455  91.8354
   55  6805.93       -4.96608800e-04        2.61405806e-03  96.5724  91.8613
   56  6806.91       -4.64632000e-04        4.16791632e-04  96.5968  91.8858
   57  6807.82       -6.16654400e-04        1.01563615e-03  96.5727  91.8560
   58  6808.70       -6.03224800e-04        2.21502624e-04  96.5743  91.8452
   59  6809.57       -4.47937100e-04       -6.45522681e-04  96.4553  91.7480
   60  6810.47       -4.21301700e-04       -2.86662800e-05  96.5579  91.8441
   61  6811.44       -2.87827500e-04       -2.86703218e-03  96.3702  91.5155
   62  6812.37       -4.15514500e-04       -5.03558249e-04  96.5661  91.8356
   63  6813.36       -3.08972400e-04       -1.18956179e-03  96.5067  91.7946
   64  6814.29       -3.16910800e-04        1.14061198e-04  96.5454  91.8328
   65  6815.19       -4.01639000e-04       -2.64637983e-04  96.5401  91.8384
   66  6816.14       -4.34654300e-04       -9.00001145e-06  96.5401  91.8384
   67  6817.01       -5.29992400e-04       -1.49222105e-03  96.4462  91.7402
   68  6817.92       -3.65506200e-04        1.10563603e-04  96.5210  91.8221
   69  6818.83       -5.55664200e-04       -2.19880220e-04  96.5304  91.8312
   70  6819.74       -7.07686600e-04        1.10005627e-04  96.5336  91.8272
   71  6820.62       -5.81187100e-04        1.09061213e-04  96.4995  91.7980
   72  6821.49       -6.14722600e-04        4.52625487e-04  96.5533  91.8604
   73  6822.43       -4.02455000e-04        1.09211680e-04  96.5205  91.8142
   74  6823.45       -2.95245300e-04        1.34817120e-04  96.4956  91.7896
   75  6824.36       -2.10293600e-04        1.01707669e-03  96.3069  91.6354
   76  6825.40       -4.82954000e-04        1.09052551e-04  96.4807  91.7780
   77  6826.38       -3.73668400e-04        1.09154848e-04  96.4807  91.7780
   78  6827.36       -2.24020700e-04       -5.49285679e-04  96.4970  91.7835
   79  6828.36       -3.95629800e-04       -6.40326774e-04  96.4467  91.7469
   80  6829.30       -3.83388500e-04        1.14411439e-04  96.4445  91.7449
   81  6830.26       -2.03469600e-04        1.19798240e-04  96.4876  91.7861
   82  6831.23       -2.64159900e-04        1.07808369e-04  96.4876  91.7861
   83  6832.14       -3.65805100e-04        1.10263878e-04  96.4325  91.7330
   84  6833.04       -4.46379400e-04        1.07420318e-04  96.4728  91.7778
   85  6833.94       -4.37847500e-04       -6.56067745e-04  96.4742  91.7785
   86  6834.83       -4.05573800e-04        5.13454949e-05  96.1347  91.5570
   87  6835.80       -5.33483500e-04        4.92555063e-04  96.4492  91.7553
   88  6836.71       -3.95706100e-04       -1.40231240e-03  96.4401  91.7517
   89  6837.59       -3.57941300e-04        4.98434042e-04  96.4623  91.7580
