====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
400001.E-02  527783.E-09  199986.E-09
800001.E-02  478081.E-09  793096.E-09
120000.E-01  460686.E-09  151396.E-08
160000.E-01  446672.E-09  925510.E-09
200000.E-01  427990.E-09  850289.E-09
240000.E-01  423985.E-09  122949.E-08
280000.E-01  425226.E-09  124432.E-08
320000.E-01  431218.E-09  131418.E-08
360000.E-01  432160.E-09  123782.E-08
400000.E-01  436211.E-09  122963.E-08
440000.E-01  439813.E-09  122829.E-08
480000.E-01  444037.E-09  130906.E-08
520000.E-01  445443.E-09  123008.E-08
560000.E-01  449136.E-09  104896.E-08
600000.E-01  455950.E-09  134949.E-08
640000.E-01  461671.E-09  117378.E-08
680000.E-01  464767.E-09  125551.E-08
720000.E-01  467810.E-09  135412.E-08
760000.E-01  467637.E-09  124379.E-08
800000.E-01  470900.E-09  115917.E-08
840000.E-01  476453.E-09  139188.E-08
880000.E-01  484581.E-09  153274.E-08
920000.E-01  489441.E-09  165079.E-08
960000.E-01  490521.E-09  125589.E-08
100000.E+00  496389.E-09  121891.E-08
104000.E+00  498421.E-09  131962.E-08
108000.E+00  508483.E-09  153495.E-08
112000.E+00  512482.E-09  148739.E-08
116000.E+00  522427.E-09  143263.E-08
120000.E+00  526388.E-09  129810.E-08
124000.E+00  530759.E-09  145566.E-08
128000.E+00  535737.E-09  135387.E-08
132000.E+00  538805.E-09  173563.E-08
136000.E+00  546618.E-09  129116.E-08
140000.E+00  553312.E-09  160767.E-08
144000.E+00  561670.E-09  156736.E-08
148000.E+00  563129.E-09  233922.E-08
152000.E+00  571032.E-09  151280.E-08
156000.E+00  580551.E-09  176224.E-08
160000.E+00  585551.E-09  179437.E-08
164000.E+00  594238.E-09  183590.E-08
168000.E+00  604828.E-09  164018.E-08
172000.E+00  611492.E-09  148502.E-08
176000.E+00  614628.E-09  183995.E-08
180000.E+00  619328.E-09  198399.E-08
184000.E+00  631122.E-09  207422.E-08
188000.E+00  644471.E-09  170173.E-08
192000.E+00  656492.E-09  187706.E-08
196000.E+00  669956.E-09  194601.E-08
200000.E+00  675418.E-09  177791.E-08
204000.E+00  691104.E-09  216110.E-08
208000.E+00  701933.E-09  197626.E-08
212000.E+00  713467.E-09  204143.E-08
216000.E+00  723451.E-09  194234.E-08
220000.E+00  743589.E-09  195671.E-08
224000.E+00  756027.E-09  237766.E-08
228000.E+00  773078.E-09  224743.E-08
232000.E+00  787874.E-09  225352.E-08
236000.E+00  808939.E-09  245407.E-08
240000.E+00  828585.E-09  246300.E-08
244000.E+00  850204.E-09  235078.E-08
248000.E+00  864282.E-09  219739.E-08
252000.E+00  886646.E-09  305758.E-08
256000.E+00  902963.E-09  268435.E-08
260000.E+00  941523.E-09  259923.E-08
264000.E+00  962013.E-09  286620.E-08
268000.E+00  989942.E-09  264557.E-08
272000.E+00  103609.E-08  316410.E-08
276000.E+00  106672.E-08  300852.E-08
280000.E+00  111614.E-08  303088.E-08
284000.E+00  115864.E-08  330318.E-08
288000.E+00  120142.E-08  334736.E-08
292000.E+00  126125.E-08  355770.E-08
296000.E+00  131996.E-08  379929.E-08
300000.E+00  141074.E-08  417819.E-08
304000.E+00  149596.E-08  416105.E-08
308000.E+00  160757.E-08  441466.E-08
312000.E+00  174967.E-08  474702.E-08
316000.E+00  191556.E-08  547570.E-08
320000.E+00  213921.E-08  630756.E-08
324000.E+00  250293.E-08  744278.E-08
328000.E+00  312274.E-08  825090.E-08
332000.E+00  427775.E-08  109598.E-07
336000.E+00  631775.E-08  154756.E-07
340000.E+00  907454.E-08  212689.E-07
344000.E+00  113724.E-07  248532.E-07
348000.E+00  114315.E-07  237351.E-07
352000.E+00  911158.E-08  183940.E-07
356000.E+00  537897.E-08  106614.E-07
360000.E+00  242325.E-08  461048.E-08
364000.E+00  797127.E-09  151767.E-08
368000.E+00  177099.E-09  338364.E-09
372000.E+00  283467.E-10  534211.E-10
376000.E+00  222102.E-11  449085.E-11
380000.E+00  000000.E+00  000000.E+00
384000.E+00  000000.E+00  000000.E+00
388000.E+00  000000.E+00  000000.E+00
392000.E+00  000000.E+00  000000.E+00
396000.E+00  000000.E+00  000000.E+00
400000.E+00  000000.E+00  000000.E+00
