====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 2400 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     4.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 27 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400001.E-02  1300.00E-09  1778.43E-09  
800001.E-02  4290.00E-09  1129.39E-08  
120000.E-01  8335.00E-09  2469.41E-08  
160000.E-01  5300.00E-09  1373.58E-08  
200000.E-01  6010.00E-09  1060.34E-08  
240000.E-01  7255.00E-09  1769.13E-08  
280000.E-01  7505.00E-09  1800.39E-08  
320000.E-01  7540.00E-09  2179.39E-08  
360000.E-01  7635.00E-09  1756.05E-08  
400000.E-01  7645.00E-09  1875.04E-08  
440000.E-01  7625.00E-09  2009.17E-08  
480000.E-01  7810.00E-09  2256.32E-08  
520000.E-01  7715.00E-09  1849.56E-08  
560000.E-01  7805.00E-09  1313.23E-08  
600000.E-01  8535.00E-09  2215.64E-08  
640000.E-01  8230.00E-09  1526.11E-08  
680000.E-01  8045.00E-09  1696.80E-08  
720000.E-01  8315.00E-09  1870.25E-08  
760000.E-01  8005.00E-09  1583.90E-08  
800000.E-01  8380.00E-09  1369.75E-08  
840000.E-01  8850.00E-09  2177.52E-08  
880000.E-01  8865.00E-09  2631.61E-08  
920000.E-01  8580.00E-09  2938.69E-08  
960000.E-01  8650.00E-09  1530.20E-08  
100000.E+00  8395.00E-09  1663.90E-08  
104000.E+00  8960.00E-09  1912.46E-08  
108000.E+00  9105.00E-09  2494.41E-08  
112000.E+00  9360.00E-09  2243.03E-08  
116000.E+00  9345.00E-09  1859.37E-08  
120000.E+00  9395.00E-09  1590.39E-08  
124000.E+00  9585.00E-09  1891.22E-08  
128000.E+00  9410.00E-09  1806.33E-08  
132000.E+00  9800.00E-09  2794.36E-08  
136000.E+00  9820.00E-09  1533.17E-08  
140000.E+00  9950.00E-09  2390.82E-08  
144000.E+00  1058.50E-08  2081.46E-08  
148000.E+00  1026.50E-08  4657.04E-08  
152000.E+00  1076.50E-08  1894.48E-08  
156000.E+00  1084.50E-08  2819.76E-08  
160000.E+00  1083.00E-08  2488.21E-08  
164000.E+00  1121.50E-08  2716.76E-08  
168000.E+00  1075.00E-08  2086.86E-08  
172000.E+00  1122.00E-08  1860.89E-08  
176000.E+00  1101.00E-08  3030.88E-08  
180000.E+00  1133.00E-08  3271.05E-08  
184000.E+00  1220.50E-08  3532.75E-08  
188000.E+00  1172.00E-08  2531.86E-08  
192000.E+00  1241.00E-08  2554.05E-08  
196000.E+00  1263.50E-08  3034.37E-08  
200000.E+00  1266.50E-08  2544.10E-08  
204000.E+00  1292.50E-08  3465.64E-08  
208000.E+00  1263.50E-08  2737.63E-08  
212000.E+00  1330.50E-08  2941.00E-08  
216000.E+00  1378.00E-08  2824.53E-08  
220000.E+00  1409.00E-08  2525.49E-08  
224000.E+00  1476.00E-08  3953.41E-08  
228000.E+00  1454.00E-08  3535.84E-08  
232000.E+00  1485.00E-08  3389.47E-08  
236000.E+00  1544.00E-08  3910.41E-08  
240000.E+00  1559.00E-08  3836.62E-08  
244000.E+00  1586.50E-08  3351.86E-08  
248000.E+00  1639.50E-08  2836.49E-08  
252000.E+00  1713.00E-08  5141.27E-08  
256000.E+00  1754.50E-08  4027.59E-08  
260000.E+00  1869.50E-08  3727.84E-08  
264000.E+00  1817.50E-08  4425.29E-08  
268000.E+00  1896.00E-08  3731.64E-08  
272000.E+00  2084.00E-08  4943.38E-08  
276000.E+00  2129.00E-08  4342.53E-08  
280000.E+00  2191.50E-08  4334.05E-08  
284000.E+00  2268.00E-08  5117.06E-08  
288000.E+00  2394.00E-08  4747.34E-08  
292000.E+00  2536.50E-08  4927.20E-08  
296000.E+00  2678.50E-08  5641.62E-08  
300000.E+00  2908.00E-08  6489.31E-08  
