7.8159e-02 -1.1300e-07 
1.4570e+00 -2.2100e-07 
4.8800e+00 -2.3300e-07 
6.5614e+00 -5.6000e-08 
8.2689e+00 -1.5400e-07 
9.9703e+00 -1.9000e-07 
1.1650e+01 -1.3900e-07 
1.3349e+01 -1.5900e-07 
1.5051e+01 -2.1800e-07 
1.6726e+01 -9.4000e-08 
1.8450e+01 -5.1000e-08 
2.0161e+01 -1.4900e-07 
2.1825e+01 -1.1100e-07 
2.3528e+01 -2.2000e-07 
2.5252e+01 -2.1000e-07 
2.6935e+01 -1.6300e-07 
2.8638e+01 -1.8000e-07 
3.0342e+01 -1.7300e-07 
3.2005e+01 -1.3300e-07 
3.3729e+01 -1.4400e-07 
3.5392e+01 -2.1400e-07 
3.7116e+01 -1.9400e-07 
3.8779e+01 -1.8400e-07 
4.0483e+01 -2.3500e-07 
4.2186e+01 -2.4300e-07 
4.3869e+01 -2.5500e-07 
4.5593e+01 -2.2800e-07  
4.8960e+01 -2.2700e-07 
5.0683e+01 -1.5900e-07 
5.2387e+01 -2.9900e-07 
5.4070e+01 -1.8100e-07 
5.5794e+01 -1.7000e-07 
5.7437e+01 -1.6100e-07 
5.9161e+01 -2.6700e-07 
6.0844e+01 -1.9100e-07 
6.2548e+01 -2.5200e-07 
6.4251e+01 -2.7700e-07 
6.5955e+01 -3.2300e-07 
6.7658e+01 -2.8500e-07 
7.1045e+01 -5.3100e-07 
7.2748e+01 -6.2000e-07 
7.4432e+01 -8.9400e-07 
7.6155e+01 -1.0700e-06 
7.7819e+01 -1.3080e-06 
7.9542e+01 -1.6870e-06 
8.1226e+01 -2.2300e-06 
8.2949e+01 -2.8060e-06 
8.4653e+01 -3.6140e-06 
8.6316e+01 -4.7680e-06 
8.8020e+01 -6.0860e-06 
Ofsset Voltage -1.238000e-06
Anfangstemperatur: 3.001900e+01  Endtemperatur: 3.004200e+01
