====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  997961.E-09  484721.E-09
280001.E-02  920898.E-09  867704.E-09
420001.E-02  875254.E-09  146949.E-08
560001.E-02  854860.E-09  244834.E-08
700001.E-02  847971.E-09  278876.E-08
840001.E-02  835177.E-09  160007.E-08
980001.E-02  813582.E-09  197506.E-08
112000.E-01  806257.E-09  221158.E-08
126000.E-01  804309.E-09  229206.E-08
140000.E-01  809542.E-09  211127.E-08
154000.E-01  817288.E-09  216023.E-08
168000.E-01  822520.E-09  224677.E-08
182000.E-01  825518.E-09  195042.E-08
196000.E-01  830833.E-09  249968.E-08
210000.E-01  838292.E-09  236267.E-08
224000.E-01  843696.E-09  212982.E-08
238000.E-01  860580.E-09  199704.E-08
252000.E-01  861434.E-09  247185.E-08
266000.E-01  868851.E-09  206527.E-08
280000.E-01  878072.E-09  274034.E-08
294000.E-01  882064.E-09  227969.E-08
308000.E-01  892049.E-09  307466.E-08
322000.E-01  899270.E-09  215467.E-08
336000.E-01  916338.E-09  313333.E-08
350000.E-01  928158.E-09  243664.E-08
364000.E-01  935004.E-09  265412.E-08
378000.E-01  954901.E-09  241898.E-08
392000.E-01  963776.E-09  248368.E-08
406000.E-01  965804.E-09  289190.E-08
420000.E-01  972911.E-09  271163.E-08
434000.E-01  984310.E-09  271465.E-08
448000.E-01  990480.E-09  281569.E-08
462000.E-01  100818.E-08  275846.E-08
476000.E-01  101893.E-08  342027.E-08
490000.E-01  102212.E-08  290231.E-08
504000.E-01  103939.E-08  265647.E-08
518000.E-01  105732.E-08  291121.E-08
532000.E-01  107493.E-08  250817.E-08
546000.E-01  109154.E-08  292367.E-08
560000.E-01  111365.E-08  324191.E-08
574000.E-01  111778.E-08  319147.E-08
588000.E-01  114396.E-08  314752.E-08
602000.E-01  115813.E-08  285707.E-08
616000.E-01  117457.E-08  320293.E-08
630000.E-01  118909.E-08  316369.E-08
644000.E-01  120865.E-08  354009.E-08
658000.E-01  122549.E-08  328037.E-08
672000.E-01  125592.E-08  336136.E-08
686000.E-01  127000.E-08  343939.E-08
700000.E-01  129458.E-08  355101.E-08
714000.E-01  132627.E-08  360978.E-08
728000.E-01  134075.E-08  397435.E-08
742000.E-01  135999.E-08  369398.E-08
756000.E-01  140021.E-08  376035.E-08
770000.E-01  141230.E-08  405031.E-08
784000.E-01  144913.E-08  362888.E-08
798000.E-01  148914.E-08  496095.E-08
812000.E-01  153249.E-08  495019.E-08
826000.E-01  158081.E-08  500869.E-08
840000.E-01  161093.E-08  538610.E-08
854000.E-01  163619.E-08  424451.E-08
868000.E-01  168997.E-08  505721.E-08
882000.E-01  172960.E-08  524640.E-08
896000.E-01  179663.E-08  518707.E-08
910000.E-01  184470.E-08  597749.E-08
924000.E-01  192182.E-08  560146.E-08
938000.E-01  202436.E-08  574544.E-08
952000.E-01  207155.E-08  552050.E-08
966000.E-01  214584.E-08  613349.E-08
980000.E-01  225422.E-08  652362.E-08
994000.E-01  232535.E-08  659462.E-08
100800.E+00  244276.E-08  653867.E-08
102200.E+00  264281.E-08  762005.E-08
103600.E+00  282130.E-08  817108.E-08
105000.E+00  300860.E-08  831739.E-08
106400.E+00  330476.E-08  974078.E-08
107800.E+00  363773.E-08  100241.E-07
109200.E+00  402623.E-08  112135.E-07
110600.E+00  468737.E-08  135107.E-07
112000.E+00  548927.E-08  147435.E-07
113400.E+00  695065.E-08  180541.E-07
114800.E+00  931261.E-08  231895.E-07
116200.E+00  127598.E-07  312100.E-07
117600.E+00  174972.E-07  396461.E-07
119000.E+00  222642.E-07  477424.E-07
120400.E+00  245425.E-07  489927.E-07
121800.E+00  227828.E-07  442786.E-07
123200.E+00  171665.E-07  322042.E-07
124600.E+00  105413.E-07  191603.E-07
126000.E+00  533734.E-08  942764.E-08
127400.E+00  213583.E-08  367361.E-08
128800.E+00  592227.E-09  978354.E-09
130200.E+00  166183.E-09  273006.E-09
131600.E+00  271654.E-10  424594.E-10
133000.E+00  353487.E-11  326202.E-11
134400.E+00  153795.E-11  606298.E-11
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
