====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1728.57E-09  6210.10E-09  
280001.E-02  4871.43E-09  1055.17E-08  
420001.E-02  8700.00E-09  1785.78E-08  
560001.E-02  1378.57E-08  3702.21E-08  
700001.E-02  1834.29E-08  3336.94E-08  
840001.E-02  9400.00E-09  2542.01E-08  
980001.E-02  1155.71E-08  2939.97E-08  
112000.E-01  1401.43E-08  3002.58E-08  
126000.E-01  1475.71E-08  3476.98E-08  
140000.E-01  1487.14E-08  2983.63E-08  
154000.E-01  1537.14E-08  2967.54E-08  
168000.E-01  1565.71E-08  3012.24E-08  
182000.E-01  1554.29E-08  2489.43E-08  
196000.E-01  1640.00E-08  3346.28E-08  
210000.E-01  1625.71E-08  3455.82E-08  
224000.E-01  1618.57E-08  3008.82E-08  
238000.E-01  1627.14E-08  2243.75E-08  
252000.E-01  1720.00E-08  3777.83E-08  
266000.E-01  1668.57E-08  2314.62E-08  
280000.E-01  1728.57E-08  4161.33E-08  
294000.E-01  1608.57E-08  3377.60E-08  
308000.E-01  1717.14E-08  5028.05E-08  
322000.E-01  1744.29E-08  2500.57E-08  
336000.E-01  1758.57E-08  5633.94E-08  
350000.E-01  1844.29E-08  2974.97E-08  
364000.E-01  1842.86E-08  3745.84E-08  
378000.E-01  1807.14E-08  3035.69E-08  
392000.E-01  1848.57E-08  3571.41E-08  
406000.E-01  1904.29E-08  4655.49E-08  
420000.E-01  1860.00E-08  4222.05E-08  
434000.E-01  1915.71E-08  3831.09E-08  
448000.E-01  1914.29E-08  3818.89E-08  
462000.E-01  1962.86E-08  4047.82E-08  
476000.E-01  2097.14E-08  6067.51E-08  
490000.E-01  1961.43E-08  4330.91E-08  
504000.E-01  2041.43E-08  3404.24E-08  
518000.E-01  2100.00E-08  4107.58E-08  
532000.E-01  2162.86E-08  2596.69E-08  
546000.E-01  2157.14E-08  3940.40E-08  
560000.E-01  2117.14E-08  4750.45E-08  
574000.E-01  2241.43E-08  4506.76E-08  
588000.E-01  2288.57E-08  4158.80E-08  
602000.E-01  2387.14E-08  3880.67E-08  
616000.E-01  2341.43E-08  4606.11E-08  
630000.E-01  2418.57E-08  4416.05E-08  
644000.E-01  2455.71E-08  5330.49E-08  
658000.E-01  2531.43E-08  4690.91E-08  
672000.E-01  2487.14E-08  4516.73E-08  
686000.E-01  2568.57E-08  4605.80E-08  
700000.E-01  2467.14E-08  5216.70E-08  
714000.E-01  2665.71E-08  4555.44E-08  
728000.E-01  2641.43E-08  6442.06E-08  
742000.E-01  2710.00E-08  4871.35E-08  
756000.E-01  2867.14E-08  5341.46E-08  
770000.E-01  2872.86E-08  6188.05E-08  
784000.E-01  2975.71E-08  4772.63E-08  
798000.E-01  3134.29E-08  8198.36E-08  
812000.E-01  3015.71E-08  8399.45E-08  
826000.E-01  3262.86E-08  8108.84E-08  
840000.E-01  3381.43E-08  9338.06E-08  
854000.E-01  3355.71E-08  5661.43E-08  
868000.E-01  3491.43E-08  6877.78E-08  
882000.E-01  3735.71E-08  7908.62E-08  
896000.E-01  3741.43E-08  7700.93E-08  
910000.E-01  4022.86E-08  1009.71E-07  
924000.E-01  4087.14E-08  8408.34E-08  
938000.E-01  4284.29E-08  8694.03E-08  
952000.E-01  4485.71E-08  6909.12E-08  
966000.E-01  4732.86E-08  8574.85E-08  
980000.E-01  5050.00E-08  9263.99E-08  
994000.E-01  5090.00E-08  9364.61E-08  
100800.E+00  5471.43E-08  8165.10E-08  
102200.E+00  6222.86E-08  1104.84E-07  
103600.E+00  6355.71E-08  1156.92E-07  
105000.E+00  6865.71E-08  1105.22E-07  
