# Ic = 70.29 A, n = 37.97 , Tavg = 25.94 K, pristine20Ktarget
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  2205.17        6.01020600e+01        1.58314470e-07  25.9189  20.2528
    1  2205.44        6.06211600e+01        3.90650700e-08  25.9011  19.7783
    2  2205.68        6.10566400e+01        8.28848700e-08  25.9011  19.7783
    3  2205.92        6.15430800e+01       -3.53728300e-08  25.9011  19.7783
    4  2206.22        6.20854200e+01        6.77617700e-08  25.8915  20.3031
    5  2206.48        6.25588000e+01        1.44121070e-07  25.8915  20.3031
    6  2206.72        6.30639500e+01        4.81760700e-08  25.8915  20.3031
    7  2206.99        6.35492700e+01        1.14866470e-07  25.8915  20.3031
    8  2207.25        6.40994900e+01        1.52027700e-08  25.9425  19.9323
    9  2207.52        6.45949500e+01        4.47671700e-08  25.9425  19.9323
   10  2207.77        6.50605500e+01        1.62529070e-07  25.9425  19.9323
   11  2208.07        6.55951200e+01        1.15610270e-07  25.9425  19.9323
   12  2208.37        6.60918100e+01        1.36373570e-07  25.8897  19.9916
   13  2208.64        6.65616300e+01        2.38764370e-07  25.8897  19.9916
   14  2208.88        6.70846300e+01        1.47096070e-07  25.8897  19.9916
   15  2209.19        6.76367000e+01        1.36125670e-07  25.9400  20.2730
   16  2209.47        6.81224200e+01        2.54445270e-07  25.9400  20.2730
   17  2209.73        6.86099000e+01        2.37214870e-07  25.9400  20.2730
   18  2209.99        6.90873100e+01        2.16327670e-07  25.9400  20.2730
   19  2210.32        6.96638400e+01        3.19519070e-07  25.9110  19.7966
   20  2210.57        7.01110400e+01        2.71168270e-07  25.9110  19.7966
   21  2210.81        7.06147900e+01        2.98562070e-07  25.9110  19.7966
   22  2211.19        7.11304300e+01        4.28100070e-07  25.9110  19.7966
   23  2211.44        7.16814100e+01        5.74682570e-07  25.9170  20.3306
   24  2211.69        7.21227100e+01        6.70813370e-07  25.9170  20.3306
   25  2211.93        7.26072500e+01        1.01610337e-06  25.9170  20.3306
   26  2212.21        7.31867100e+01        1.13795587e-06  25.9624  19.9568
   27  2212.46        7.36433500e+01        1.56512127e-06  25.9624  19.9568
   28  2212.71        7.41251000e+01        1.97164747e-06  25.9624  19.9568
   29  2212.98        7.46584400e+01        2.33918827e-06  25.9624  19.9568
   30  2213.33        7.52121700e+01        3.85248937e-06  25.9174  20.0245
   31  2213.59        7.56776900e+01        4.02882217e-06  25.9174  20.0245
   32  2213.83        7.61860300e+01        5.27189097e-06  25.9174  20.0245
   33  2214.11        7.67228600e+01        7.04767697e-06  25.9740  20.3102
   34  2214.38        7.72097600e+01        8.37076187e-06  25.9740  20.3102
   35  2214.63        7.76831500e+01        9.87718317e-06  25.9740  20.3102
   36  2214.89        7.81876400e+01        1.19690047e-05  25.9740  20.3102
   37  2215.25        7.87461200e+01        1.39411429e-05  25.9740  20.3102
   38  2215.51        7.92678600e+01        1.70473892e-05  25.9405  19.8306
   39  2215.76        7.97339300e+01        1.95479060e-05  25.9405  19.8306
   40  2216.04        8.02530200e+01        2.42958738e-05  25.9405  19.8306
