# Ic = 67.80 A, n = 29.50 , Tavg = 25.20 K, pristine20K
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  8873.83        6.01174100e+01        2.66565820e-07  25.2770  20.2711
    1  8874.07        6.07839800e+01        1.27116420e-07  25.2770  20.2711
    2  8874.32        6.14721800e+01        2.15434320e-07  25.2770  20.2711
    3  8874.60        6.22060800e+01        1.22654020e-07  25.2375  19.7139
    4  8874.88        6.29129300e+01        4.27030200e-08  25.2375  19.7139
    5  8875.12        6.35803500e+01        1.15589120e-07  25.2375  19.7139
    6  8875.37        6.42730500e+01        5.93763200e-08  25.2375  19.7139
    7  8875.64        6.49952200e+01        9.38983200e-08  25.1013  20.1569
    8  8875.90        6.57016500e+01        6.56366200e-08  25.1013  20.1569
    9  8876.14        6.63671600e+01       -1.15585680e-07  25.1013  20.1569
   10  8876.40        6.70797400e+01       -7.71595800e-08  25.1013  20.1569
   11  8876.71        6.78299600e+01        5.78274200e-08  25.3907  20.0106
   12  8876.98        6.85467800e+01        1.75956520e-07  25.3907  20.0106
   13  8877.24        6.91831600e+01        2.65761920e-07  25.3907  20.0106
   14  8877.59        6.98961100e+01        4.52562120e-07  25.3907  20.0106
   15  8877.89        7.06431900e+01        6.55786420e-07  25.1124  19.7008
   16  8878.15        7.13033000e+01        7.04376720e-07  25.1124  19.7008
   17  8878.40        7.19960500e+01        9.09274320e-07  25.1124  19.7008
   18  8878.73        7.27524400e+01        1.21054702e-06  25.2149  20.2370
   19  8878.98        7.34361800e+01        1.70060312e-06  25.2149  20.2370
   20  8879.22        7.41234800e+01        2.93166222e-06  25.2149  20.2370
   21  8879.50        7.49051900e+01        3.19643012e-06  25.2149  20.2370
   22  8879.82        7.55674200e+01        5.17648742e-06  25.2632  19.7639
   23  8880.08        7.62906100e+01        6.87851362e-06  25.2632  19.7639
   24  8880.33        7.69465900e+01        8.02565512e-06  25.2632  19.7639
   25  8880.67        7.76812500e+01        1.12970136e-05  25.2001  20.2606
   26  8880.94        7.84051800e+01        1.46054952e-05  25.2001  20.2606
   27  8881.19        7.91444300e+01        1.75033651e-05  25.2001  20.2606
   28  8881.51        7.97923600e+01        2.20999871e-05  25.2001  20.2606
