# Ic =  nan A, n =  nan , Tavg = 25.14 K, pristine20K
#idx    t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K
    0  52375.90        6.01036000e+01        2.29817645e-07  25.2019  19.7216
    1  52376.16        6.11134900e+01        3.56438045e-07  25.2019  19.7216
    2  52376.40        6.20619500e+01        5.59726450e-08  25.2019  19.7216
    3  52376.70        6.31019200e+01        2.05462745e-07  25.1677  20.2100
    4  52376.97        6.41431800e+01        9.55768450e-08  25.1677  20.2100
    5  52377.22        6.50670000e+01       -9.89700550e-08  25.1677  20.2100
    6  52377.51        6.61369000e+01        2.70105145e-07  25.1677  20.2100
    7  52377.77        6.71278000e+01        3.53092845e-07  25.2053  20.0101
    8  52378.01        6.81312400e+01        2.54362845e-07  25.2053  20.0101
    9  52378.26        6.91805700e+01        6.13583645e-07  25.2053  20.0101
   10  52378.59        7.01639800e+01        6.83742045e-07  25.2053  20.0101
   11  52378.90        7.11294400e+01        8.04288045e-07  25.1193  19.7723
   12  52379.17        7.21823300e+01        1.02300615e-06  25.1193  19.7723
   13  52379.43        7.31037700e+01        2.22319775e-06  25.1193  19.7723
   14  52379.75        7.41462200e+01        2.64935405e-06  25.1193  19.7723
   15  52380.02        7.51991900e+01        4.10668965e-06  25.1272  20.2063
   16  52380.27        7.61669600e+01        6.55324595e-06  25.1272  20.2063
   17  52380.56        7.71739400e+01        9.32419175e-06  25.1272  20.2063
   18  52380.86        7.81670400e+01        1.25533979e-05  25.1412  19.7261
   19  52381.12        7.92172100e+01        1.90442865e-05  25.1412  19.7261
   20  52381.36        8.01581100e+01        2.37104376e-05  25.1412  19.7261
