====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  100551.E-08  225447.E-09
280001.E-02  931996.E-09  833092.E-09
420001.E-02  889927.E-09  144109.E-08
560001.E-02  871515.E-09  198420.E-08
700001.E-02  861064.E-09  261740.E-08
840001.E-02  843366.E-09  184832.E-08
980001.E-02  810552.E-09  165301.E-08
112000.E-01  800963.E-09  196146.E-08
126000.E-01  802723.E-09  280919.E-08
140000.E-01  811211.E-09  225471.E-08
154000.E-01  817714.E-09  195891.E-08
168000.E-01  819687.E-09  257212.E-08
182000.E-01  819588.E-09  233010.E-08
196000.E-01  828190.E-09  207571.E-08
210000.E-01  843359.E-09  231351.E-08
224000.E-01  848267.E-09  290367.E-08
238000.E-01  858371.E-09  267274.E-08
252000.E-01  862278.E-09  287808.E-08
266000.E-01  874409.E-09  265579.E-08
280000.E-01  877280.E-09  251772.E-08
294000.E-01  889381.E-09  336467.E-08
308000.E-01  898330.E-09  255146.E-08
322000.E-01  908014.E-09  266786.E-08
336000.E-01  918237.E-09  284427.E-08
350000.E-01  929524.E-09  311511.E-08
364000.E-01  934351.E-09  327064.E-08
378000.E-01  943139.E-09  257153.E-08
392000.E-01  953470.E-09  263769.E-08
406000.E-01  979654.E-09  283925.E-08
420000.E-01  978841.E-09  233438.E-08
434000.E-01  991066.E-09  264812.E-08
448000.E-01  100578.E-08  233332.E-08
462000.E-01  100811.E-08  258673.E-08
476000.E-01  103200.E-08  336966.E-08
490000.E-01  104301.E-08  316605.E-08
504000.E-01  105129.E-08  262125.E-08
518000.E-01  106035.E-08  310694.E-08
532000.E-01  107290.E-08  342083.E-08
546000.E-01  107768.E-08  297261.E-08
560000.E-01  108592.E-08  286655.E-08
574000.E-01  110739.E-08  309388.E-08
588000.E-01  113376.E-08  331181.E-08
602000.E-01  114790.E-08  400457.E-08
616000.E-01  117238.E-08  364212.E-08
630000.E-01  118501.E-08  323370.E-08
644000.E-01  120169.E-08  371950.E-08
658000.E-01  122407.E-08  320797.E-08
672000.E-01  125300.E-08  393766.E-08
686000.E-01  128234.E-08  319190.E-08
700000.E-01  129110.E-08  383454.E-08
714000.E-01  131555.E-08  382059.E-08
728000.E-01  133463.E-08  354511.E-08
742000.E-01  136654.E-08  359343.E-08
756000.E-01  138460.E-08  404763.E-08
770000.E-01  141494.E-08  394721.E-08
784000.E-01  144522.E-08  401036.E-08
798000.E-01  147788.E-08  457159.E-08
812000.E-01  149060.E-08  415504.E-08
826000.E-01  154814.E-08  428408.E-08
840000.E-01  158717.E-08  431908.E-08
854000.E-01  162578.E-08  475034.E-08
868000.E-01  166731.E-08  445039.E-08
882000.E-01  172857.E-08  497720.E-08
896000.E-01  178876.E-08  518308.E-08
910000.E-01  185098.E-08  512643.E-08
924000.E-01  190254.E-08  618880.E-08
938000.E-01  196895.E-08  560383.E-08
952000.E-01  203992.E-08  601335.E-08
966000.E-01  215383.E-08  576160.E-08
980000.E-01  225113.E-08  636030.E-08
994000.E-01  235078.E-08  706665.E-08
100800.E+00  246261.E-08  726248.E-08
102200.E+00  258791.E-08  738084.E-08
103600.E+00  281340.E-08  768183.E-08
105000.E+00  299691.E-08  823061.E-08
106400.E+00  328064.E-08  934192.E-08
107800.E+00  363533.E-08  101086.E-07
109200.E+00  404061.E-08  109679.E-07
110600.E+00  456715.E-08  132263.E-07
112000.E+00  537285.E-08  143871.E-07
113400.E+00  685234.E-08  181807.E-07
114800.E+00  919551.E-08  236659.E-07
116200.E+00  128911.E-07  309041.E-07
117600.E+00  174985.E-07  397120.E-07
119000.E+00  225749.E-07  470864.E-07
120400.E+00  246681.E-07  500828.E-07
121800.E+00  227338.E-07  439104.E-07
123200.E+00  170042.E-07  315813.E-07
124600.E+00  105999.E-07  192529.E-07
126000.E+00  543324.E-08  958410.E-08
127400.E+00  222025.E-08  375836.E-08
128800.E+00  664068.E-09  112437.E-08
130200.E+00  156676.E-09  281981.E-09
131600.E+00  201317.E-10  348665.E-10
133000.E+00  181843.E-11  448526.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
