====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1500.00E-09  1417.73E-09  
280001.E-02  4414.29E-09  9263.49E-09  
420001.E-02  8928.57E-09  1483.83E-08  
560001.E-02  1388.57E-08  2548.62E-08  
700001.E-02  1938.57E-08  3339.21E-08  
840001.E-02  9071.43E-09  3357.01E-08  
980001.E-02  1174.29E-08  2149.32E-08  
112000.E-01  1295.71E-08  2792.04E-08  
126000.E-01  1478.57E-08  5443.97E-08  
140000.E-01  1678.57E-08  2845.68E-08  
154000.E-01  1461.43E-08  2175.10E-08  
168000.E-01  1537.14E-08  4640.22E-08  
182000.E-01  1565.71E-08  3262.26E-08  
196000.E-01  1541.43E-08  2505.58E-08  
210000.E-01  1597.14E-08  3243.72E-08  
224000.E-01  1660.00E-08  5047.32E-08  
238000.E-01  1690.00E-08  4137.24E-08  
252000.E-01  1675.71E-08  4684.26E-08  
266000.E-01  1724.29E-08  4089.88E-08  
280000.E-01  1742.86E-08  3836.74E-08  
294000.E-01  1724.29E-08  6387.92E-08  
308000.E-01  1762.86E-08  3997.29E-08  
322000.E-01  1782.86E-08  3918.71E-08  
336000.E-01  1787.14E-08  5012.89E-08  
350000.E-01  1741.43E-08  5561.14E-08  
364000.E-01  1831.43E-08  5550.91E-08  
378000.E-01  1767.14E-08  3335.68E-08  
392000.E-01  1907.14E-08  3838.08E-08  
406000.E-01  1965.71E-08  4286.92E-08  
420000.E-01  1820.00E-08  2862.76E-08  
434000.E-01  1920.00E-08  3562.42E-08  
448000.E-01  1920.00E-08  2789.94E-08  
462000.E-01  1840.00E-08  3418.14E-08  
476000.E-01  2027.14E-08  5765.53E-08  
490000.E-01  1985.71E-08  5151.69E-08  
504000.E-01  2048.57E-08  3155.54E-08  
518000.E-01  2072.86E-08  4945.19E-08  
532000.E-01  2031.43E-08  5450.51E-08  
546000.E-01  2094.29E-08  4529.34E-08  
560000.E-01  2198.57E-08  3810.20E-08  
574000.E-01  2221.43E-08  4844.46E-08  
588000.E-01  2238.57E-08  4673.15E-08  
602000.E-01  2342.86E-08  6324.49E-08  
616000.E-01  2387.14E-08  6257.40E-08  
630000.E-01  2431.43E-08  4417.96E-08  
644000.E-01  2424.29E-08  5815.88E-08  
658000.E-01  2530.00E-08  4381.89E-08  
672000.E-01  2548.57E-08  5895.03E-08  
686000.E-01  2527.14E-08  3976.29E-08  
700000.E-01  2612.86E-08  5508.80E-08  
714000.E-01  2621.43E-08  5333.65E-08  
728000.E-01  2701.43E-08  4568.53E-08  
742000.E-01  2787.14E-08  4956.62E-08  
756000.E-01  2768.57E-08  6230.56E-08  
770000.E-01  2948.57E-08  5776.25E-08  
784000.E-01  2911.43E-08  6069.19E-08  
798000.E-01  3074.29E-08  7595.47E-08  
812000.E-01  3064.29E-08  6092.86E-08  
826000.E-01  3261.43E-08  6290.01E-08  
840000.E-01  3290.00E-08  5546.46E-08  
854000.E-01  3254.29E-08  7328.94E-08  
868000.E-01  3555.71E-08  6064.18E-08  
882000.E-01  3634.29E-08  6966.68E-08  
896000.E-01  3887.14E-08  7447.21E-08  
910000.E-01  3982.86E-08  7528.00E-08  
924000.E-01  4137.14E-08  1049.87E-07  
938000.E-01  4172.86E-08  7635.13E-08  
952000.E-01  4425.71E-08  9401.26E-08  
966000.E-01  4644.29E-08  7625.60E-08  
980000.E-01  4915.71E-08  8766.04E-08  
994000.E-01  5160.00E-08  1085.35E-07  
100800.E+00  5537.14E-08  1063.35E-07  
102200.E+00  6037.14E-08  1032.76E-07  
103600.E+00  6285.71E-08  1061.88E-07  
105000.E+00  7034.29E-08  1114.13E-07  
